2.205000000000000071e+01	5.441000000000000003e-02	-6.503702754646083406e+01	5.769150900368877697e-18
2.210000000000000142e+01	5.442000000000000309e-02	1.960320080635935824e-01	8.811034693133165100e-25
2.214999999999999858e+01	5.443000000000000616e-02	3.957038779996804867e-01	3.576400909554549446e-24
2.219999999999999929e+01	5.444000000000000228e-02	1.044985856046724559e-01	2.515162749781721555e-25
2.225000000000000000e+01	5.445000000000000534e-02	-1.805551739061886374e-01	7.470145920821940032e-25
2.230000000000000071e+01	5.446000000000000146e-02	-2.110332533424972290e-01	1.024112094572182169e-24
2.235000000000000142e+01	5.447000000000000453e-02	5.644118484969916361e-02	7.285994708118823582e-26
2.239999999999999858e+01	5.448000000000000065e-02	-4.050908839536990214e-01	3.738725553076102785e-24
2.244999999999999929e+01	5.449000000000000371e-02	-1.081022648463720063e-03	2.675026501155030776e-29
2.250000000000000000e+01	5.450000000000000677e-02	3.966940656389764674e-01	3.584884893980519590e-24
2.255000000000000071e+01	5.451000000000000290e-02	1.521341661576245397e-01	5.310087283307742911e-25
2.260000000000000142e+01	5.452000000000000596e-02	-6.808015777150121239e-02	1.061075031609100219e-25
2.264999999999999858e+01	5.453000000000000208e-02	1.638301785501732333e-01	6.187451567984404047e-25
2.269999999999999929e+01	5.454000000000000514e-02	4.251413200474615794e-01	4.160231399615913794e-24
2.275000000000000000e+01	5.455000000000000127e-02	-4.394996226960296015e-02	4.460981562721156595e-26
2.280000000000000071e+01	5.456000000000000433e-02	-6.252728494780868118e-01	8.971829132306080076e-24
2.285000000000000142e+01	5.457000000000000045e-02	-1.959083287063135004e-01	8.831628041801333503e-25
2.289999999999999858e+01	5.458000000000000351e-02	3.409647738883430645e-01	2.656403896730440557e-24
2.294999999999999929e+01	5.458999999999999964e-02	-2.401102674096969869e-01	1.317952228003446850e-24
2.300000000000000000e+01	5.460000000000000270e-02	1.661144281559595592e-01	6.353467142754372796e-25
2.305000000000000071e+01	5.461000000000000576e-02	5.463658903111179299e-01	6.855768204320208189e-24
2.310000000000000142e+01	5.462000000000000188e-02	1.972056203941120467e-01	9.003899241842460012e-25
2.314999999999999858e+01	5.463000000000000494e-02	-2.030067718931620746e-01	9.513979827421576296e-25
2.319999999999999929e+01	5.464000000000000107e-02	-2.891010975702266311e-02	1.940012623433314939e-26
2.325000000000000000e+01	5.465000000000000413e-02	5.378665229933993208e-03	6.658678675259185884e-28
2.330000000000000071e+01	5.466000000000000025e-02	-2.051675433935901127e-01	9.735869874899568575e-25
2.335000000000000142e+01	5.467000000000000332e-02	-2.628032882843960860e-01	1.583481000544671195e-24
2.339999999999999858e+01	5.468000000000000638e-02	4.240864638273463688e-02	4.149459733599193560e-26
2.344999999999999929e+01	5.469000000000000250e-02	3.902625074901289182e-01	3.498667050178848946e-24
2.350000000000000000e+01	5.470000000000000556e-02	-1.269887433913369224e-01	3.715835883469906004e-25
2.355000000000000071e+01	5.471000000000000169e-02	2.580459133725345744e-01	1.544739105779252029e-24
2.360000000000000142e+01	5.472000000000000475e-02	4.738180491161173014e-01	5.200470522657998733e-24
2.364999999999999858e+01	5.473000000000000087e-02	1.002501080445185461e-01	2.344276238898497880e-25
2.369999999999999929e+01	5.474000000000000393e-02	-3.779863510836138363e-01	3.314392947832828785e-24
2.375000000000000000e+01	5.475000000000000006e-02	-3.042335508486533335e-01	2.152282330416312750e-24
2.380000000000000071e+01	5.476000000000000312e-02	1.189812371272292862e-01	3.271096140299496604e-25
2.385000000000000142e+01	5.477000000000000618e-02	-2.955866328125890674e-01	2.013213390830799702e-24
