N	R	I
0	941.745	9.7e-05
1	941.761	9.7e-05
2	941.766	9.7e-05
3	941.764	9.7e-05
4	941.755	9.7e-05
5	941.757	9.7e-05
6	941.724	9.7e-05
7	941.732	9.7e-05
8	941.725	9.7e-05
9	941.728	9.7e-05
10	941.721	9.7e-05
11	941.719	9.7e-05
12	941.752	9.7e-05
13	941.709	9.7e-05
14	941.727	9.7e-05
15	941.712	9.7e-05
16	941.738	9.7e-05
17	941.756	9.7e-05
18	941.754	9.7e-05
19	941.718	9.7e-05
20	941.744	9.7e-05
21	941.733	9.7e-05
22	941.743	9.7e-05
23	941.715	9.7e-05
24	941.727	9.7e-05
25	941.708	9.7e-05
26	941.702	9.7e-05
27	941.726	9.7e-05
28	941.719	9.7e-05
29	941.707	9.7e-05
30	941.722	9.7e-05
31	941.72	9.7e-05
32	941.732	9.7e-05
33	941.705	9.7e-05
34	941.708	9.7e-05
35	941.717	9.7e-05
36	941.731	9.7e-05
37	941.732	9.7e-05
38	941.75	9.7e-05
39	941.711	9.7e-05
40	941.705	9.7e-05
41	941.712	9.7e-05
42	941.71	9.7e-05
43	941.742	9.7e-05
44	941.705	9.7e-05
45	941.719	9.7e-05
46	941.723	9.7e-05
47	941.707	9.7e-05
48	941.715	9.7e-05
49	941.694	9.7e-05
50	941.718	9.7e-05
51	941.695	9.7e-05
52	941.7	9.7e-05
53	941.716	9.7e-05
54	941.735	9.7e-05
55	941.724	9.7e-05
56	941.715	9.7e-05
57	941.733	9.7e-05
58	941.722	9.7e-05
59	941.716	9.7e-05
60	941.706	9.7e-05
61	941.723	9.7e-05
62	941.724	9.7e-05
63	941.734	9.7e-05
64	941.712	9.7e-05
65	941.733	9.7e-05
66	941.716	9.7e-05
67	941.739	9.7e-05
68	941.735	9.7e-05
69	941.724	9.7e-05
70	941.721	9.7e-05
71	941.76	9.7e-05
72	941.751	9.7e-05
73	941.759	9.7e-05
74	941.734	9.7e-05
75	941.742	9.7e-05
76	941.736	9.7e-05
77	941.743	9.7e-05
78	941.755	9.7e-05
79	941.758	9.7e-05
80	941.775	9.7e-05
81	941.762	9.7e-05
82	941.774	9.7e-05
83	941.779	9.7e-05
84	941.789	9.7e-05
85	941.768	9.7e-05
86	941.775	9.7e-05
87	941.788	9.7e-05
88	941.787	9.7e-05
89	941.775	9.7e-05
90	941.789	9.7e-05
91	941.777	9.7e-05
92	941.772	9.7e-05
93	941.793	9.7e-05
94	941.78	9.7e-05
95	941.782	9.7e-05
96	941.762	9.7e-05
97	941.774	9.7e-05
98	941.793	9.7e-05
99	941.77	9.7e-05
100	941.78	9.7e-05
101	941.805	9.7e-05
102	941.805	9.7e-05
103	941.787	9.7e-05
104	941.801	9.7e-05
105	941.811	9.7e-05
106	941.819	9.7e-05
107	941.833	9.7e-05
108	941.807	9.7e-05
109	941.817	9.7e-05
110	941.827	9.7e-05
111	941.823	9.7e-05
112	941.813	9.7e-05
113	941.839	9.7e-05
114	941.864	9.7e-05
115	941.841	9.7e-05
116	941.841	9.7e-05
117	941.825	9.7e-05
118	941.811	9.7e-05
119	941.83	9.7e-05
120	941.812	9.7e-05
121	941.859	9.7e-05
122	941.83	9.7e-05
123	941.828	9.7e-05
124	941.838	9.7e-05
125	941.837	9.7e-05
126	941.831	9.7e-05
127	941.857	9.7e-05
128	941.848	9.7e-05
129	941.85	9.7e-05
130	941.823	9.7e-05
131	941.836	9.7e-05
132	941.841	9.7e-05
133	941.878	9.7e-05
134	941.877	9.7e-05
135	941.896	9.7e-05
136	941.897	9.7e-05
137	941.868	9.7e-05
138	941.878	9.7e-05
139	941.901	9.7e-05
