time	R	I
0.0	943.558	9.7e-05
0.01	943.564	9.7e-05
0.02	943.562	9.7e-05
0.03	943.567	9.7e-05
0.04	943.564	9.7e-05
0.05	943.559	9.7e-05
0.06	943.553	9.7e-05
0.07	943.542	9.7e-05
0.08	943.562	9.7e-05
0.09	943.538	9.7e-05
0.1	943.541	9.7e-05
0.11	943.525	9.7e-05
0.12	943.55	9.7e-05
0.13	943.548	9.7e-05
0.14	943.558	9.7e-05
0.15	943.54	9.7e-05
0.16	943.56	9.7e-05
0.17	943.543	9.7e-05
0.18	943.565	9.7e-05
0.19	943.554	9.7e-05
0.2	943.553	9.7e-05
0.21	943.562	9.7e-05
0.22	943.557	9.7e-05
0.23	943.557	9.7e-05
0.24	943.547	9.7e-05
0.25	943.546	9.7e-05
0.26	943.548	9.7e-05
0.27	943.558	9.7e-05
0.28	943.555	9.7e-05
0.29	943.564	9.7e-05
0.3	943.562	9.7e-05
0.31	943.563	9.7e-05
0.32	943.555	9.7e-05
0.33	943.57	9.7e-05
0.34	943.572	9.7e-05
0.35	943.552	9.7e-05
0.36	943.568	9.7e-05
0.37	943.565	9.7e-05
0.38	943.573	9.7e-05
0.39	943.577	9.7e-05
0.4	943.569	9.7e-05
0.41	943.604	9.7e-05
0.42	943.569	9.7e-05
0.43	943.583	9.7e-05
0.44	943.559	9.7e-05
0.45	943.577	9.7e-05
0.46	943.561	9.7e-05
0.47	943.561	9.7e-05
0.48	943.567	9.7e-05
0.49	943.568	9.7e-05
0.5	943.573	9.7e-05
0.51	943.559	9.7e-05
0.52	943.565	9.7e-05
0.53	943.588	9.7e-05
0.54	943.576	9.7e-05
0.55	943.574	9.7e-05
0.56	943.548	9.7e-05
0.57	943.572	9.7e-05
0.58	943.558	9.7e-05
0.59	943.568	9.7e-05
0.6	943.562	9.7e-05
0.61	943.566	9.7e-05
0.62	943.582	9.7e-05
0.63	943.545	9.7e-05
0.64	943.572	9.7e-05
0.65	943.538	9.7e-05
0.66	943.56	9.7e-05
0.67	943.562	9.7e-05
0.68	943.546	9.7e-05
0.69	943.562	9.7e-05
0.7	943.571	9.7e-05
0.71	943.559	9.7e-05
0.72	943.585	9.7e-05
0.73	943.593	9.7e-05
0.74	943.594	9.7e-05
0.75	943.565	9.7e-05
0.76	943.554	9.7e-05
0.77	943.572	9.7e-05
0.78	943.595	9.7e-05
0.79	943.542	9.7e-05
0.8	943.578	9.7e-05
0.81	943.571	9.7e-05
0.82	943.561	9.7e-05
0.83	943.568	9.7e-05
0.84	943.579	9.7e-05
0.85	943.598	9.7e-05
0.86	943.573	9.7e-05
0.87	943.596	9.7e-05
0.88	943.603	9.7e-05
0.89	943.582	9.7e-05
0.9	943.589	9.7e-05
0.91	943.588	9.7e-05
0.92	943.604	9.7e-05
0.93	943.627	9.7e-05
0.94	943.615	9.7e-05
0.95	943.608	9.7e-05
0.96	943.616	9.7e-05
0.97	943.623	9.7e-05
0.98	943.621	9.7e-05
0.99	943.603	9.7e-05
