N	R	I
0	962.024	9.7e-05
1	962.018	9.7e-05
2	962.02	9.7e-05
3	962.03	9.7e-05
4	962.007	9.7e-05
5	962.017	9.7e-05
6	962.019	9.7e-05
7	962.023	9.7e-05
8	962.036	9.7e-05
9	962.031	9.7e-05
10	962.01	9.7e-05
11	962.018	9.7e-05
12	962.04	9.7e-05
13	962.019	9.7e-05
14	962.024	9.7e-05
15	962.01	9.7e-05
16	962.036	9.7e-05
17	962.023	9.7e-05
18	962.006	9.7e-05
19	962.027	9.7e-05
20	962.029	9.7e-05
21	962.064	9.7e-05
22	962.039	9.7e-05
23	962.051	9.7e-05
24	962.053	9.7e-05
25	962.013	9.7e-05
26	962.011	9.7e-05
27	962.005	9.7e-05
28	962.034	9.7e-05
29	962.049	9.7e-05
30	962.038	9.7e-05
31	962.024	9.7e-05
32	962.025	9.7e-05
33	962.03	9.7e-05
34	962.027	9.7e-05
35	962.056	9.7e-05
36	962.049	9.7e-05
37	962.037	9.7e-05
38	962.041	9.7e-05
39	962.03	9.7e-05
40	962.054	9.7e-05
41	962.048	9.7e-05
42	962.017	9.7e-05
43	962.049	9.7e-05
44	962.038	9.7e-05
45	962.052	9.7e-05
46	962.04	9.7e-05
47	962.042	9.7e-05
48	962.035	9.7e-05
49	962.044	9.7e-05
50	962.038	9.7e-05
51	962.057	9.7e-05
52	962.058	9.7e-05
53	962.039	9.7e-05
54	962.048	9.7e-05
55	962.041	9.7e-05
56	962.021	9.7e-05
57	962.016	9.7e-05
58	962.026	9.7e-05
59	962.031	9.7e-05
60	962.029	9.7e-05
61	962.031	9.7e-05
62	962.009	9.7e-05
63	962.021	9.7e-05
64	962.033	9.7e-05
65	962.029	9.7e-05
66	962.022	9.7e-05
67	962.032	9.7e-05
68	962.027	9.7e-05
69	962.031	9.7e-05
70	962.053	9.7e-05
71	962.041	9.7e-05
72	962.042	9.7e-05
73	962.036	9.7e-05
74	962.043	9.7e-05
75	962.032	9.7e-05
76	962.056	9.7e-05
77	962.044	9.7e-05
78	962.036	9.7e-05
79	962.022	9.7e-05
80	962.037	9.7e-05
81	962.039	9.7e-05
82	962.066	9.7e-05
83	962.045	9.7e-05
84	962.033	9.7e-05
85	962.037	9.7e-05
86	962.043	9.7e-05
87	962.038	9.7e-05
88	962.04	9.7e-05
89	962.048	9.7e-05
90	962.036	9.7e-05
91	962.049	9.7e-05
92	962.038	9.7e-05
93	962.012	9.7e-05
94	962.036	9.7e-05
95	962.037	9.7e-05
96	962.035	9.7e-05
97	962.052	9.7e-05
98	962.037	9.7e-05
99	962.038	9.7e-05
