V_sipm	I_sipm	R_rtd
0.01	-1.14584e-09	993.6104
0.02	-7.02608e-10	993.5863
0.03	-9.94909e-10	993.5952
0.04	-1.33657e-09	993.6106
0.05	-1.56734e-09	993.6101
0.06	-9.72068e-10	993.6118
0.07	-1.53458e-09	993.6034
0.08	-1.58271e-09	993.5822
0.09	-9.43911e-10	993.5726
0.1	-9.97019e-10	993.5948
0.11	-1.55849e-09	993.5923
0.12	-1.5192e-09	993.584
0.13	-4.29726e-10	993.5817
0.14	-1.5226e-09	993.5867
0.15	-1.39167e-09	993.5677
0.16	-6.34253e-10	993.5933
0.17	-1.31742e-09	993.5818
0.18	-6.39212e-10	993.5827
0.19	-2.37668e-10	993.5909
0.2	-2.08426e-10	993.5823
0.21	-5.67544e-10	993.5658
0.22	3.95405e-10	993.5888
0.23	1.16032e-09	993.5845
0.24	2.09399e-09	993.5716
0.25	2.69948e-09	993.5581
0.26	3.77053e-09	993.5522
0.27	4.69953e-09	993.5567
0.28	7.44195e-09	993.5503
0.29	9.45071e-09	993.5709
0.3	1.20548e-08	993.5761
0.31	1.78112e-08	993.5723
0.32	2.38378e-08	993.5793
0.33	3.16608e-08	993.5777
0.34	4.25145e-08	993.5651
0.35	5.69155e-08	993.5884
0.36	7.60936e-08	993.5633
0.37	1.03012e-07	993.5749
0.38	1.39779e-07	993.5676
0.39	1.90745e-07	993.5776
0.4	2.62343e-07	993.576
0.41	3.62995e-07	993.5603
0.42	5.06084e-07	993.5605
0.43	7.11613e-07	993.5572
0.44	1.0071e-06	993.5652
0.45	1.43754e-06	993.5643
0.46	2.06326e-06	993.572
0.47	2.98508e-06	993.5642
0.48	4.33738e-06	993.5604
0.49	6.34464e-06	993.5618
0.5	9.30622e-06	993.597
0.51	1.36851e-05	993.5637
0.52	2.02057e-05	993.5753
0.53	2.98038e-05	993.5701
0.54	4.3934e-05	993.5743
0.55	6.43794e-05	993.574
0.56	9.37619e-05	993.5594
0.57	0.000134831	993.5665
0.58	0.000191323	993.568
0.59	0.00026605	993.5701
0.6	0.000362397	993.5598
0.61	0.000481383	993.5718
0.62	0.000623961	993.5674
0.63	0.000790148	993.5879
0.64	0.000977451	993.5648
0.65	0.00118562	993.567
0.66	0.00141042	993.5659
0.67	0.00165174	993.5833
0.68	0.00190581	993.575
0.69	0.00217303	993.5717
0.7	0.00244943	993.5952
0.71	0.00273529	993.5978
0.72	0.00303023	993.5829
0.73	0.00333115	993.5924
0.74	0.00363922	993.5933
0.75	0.00395236	993.5673
0.76	0.00427145	993.5847
0.77	0.00459397	993.5911
0.78	0.00492189	993.6031
0.79	0.0052523	993.5801
0.8	0.00558724	993.592
0.81	0.00592381	993.5862
0.82	0.00626348	993.5786
0.83	0.0066068	993.5811
0.84	0.00695152	993.572
0.85	0.00729938	993.599
0.86	0.00764822	993.5851
0.87	0.00800014	993.582
0.88	0.00835229	993.5948
0.89	0.00870767	993.5936
0.9	0.00906319	993.5864
0.91	0.00942032	993.5705
0.92	0.00977993	993.5973
0.93	0.0101389	993.6078
0.94	0.0105009	993.5716
0.95	0.0108627	993.5873
0.96	0.0112267	993.6018
0.97	0.0115902	993.5861
0.98	0.0119563	993.5787
0.99	0.0123215	993.5888
1.0	0.0126847	993.5936
