V_sipm	I_sipm	R_rtd
0.01	-1.43787e-09	992.681
0.02	-1.07508e-09	992.6935
0.03	-1.01691e-09	992.6916
0.04	-1.24316e-09	992.6953
0.05	-1.49302e-09	992.6907
0.06	-1.11037e-09	992.7024
0.07	-6.12867e-10	992.7041
0.08	-1.36204e-09	992.6848
0.09	-1.15626e-09	992.6856
0.1	-8.28064e-10	992.7052
0.11	-1.52133e-09	992.6904
0.12	-1.00486e-09	992.7006
0.13	-7.95448e-10	992.6974
0.14	-1.34418e-09	992.7073
0.15	-1.50071e-09	992.6885
0.16	-8.00502e-10	992.6791
0.17	-6.99687e-10	992.6755
0.18	-2.2738e-10	992.6691
0.19	-4.5923e-10	992.6917
0.2	-5.33581e-11	992.6859
0.21	2.87533e-11	992.6951
0.22	3.70324e-10	992.6855
0.23	1.06071e-09	992.6995
0.24	1.18589e-09	992.6893
0.25	2.37005e-09	992.6906
0.26	3.59404e-09	992.6817
0.27	5.05064e-09	992.6722
0.28	6.17139e-09	992.7144
0.29	1.00587e-08	992.6906
0.3	1.27357e-08	992.6954
0.31	1.62613e-08	992.7089
0.32	2.31403e-08	992.6916
0.33	3.07139e-08	992.684
0.34	4.13312e-08	992.6964
0.35	5.5432e-08	992.678
0.36	7.4105e-08	992.6996
0.37	1.00285e-07	992.6576
0.38	1.36043e-07	992.6689
0.39	1.85643e-07	992.6628
0.4	2.55466e-07	992.6815
0.41	3.53457e-07	992.6503
0.42	4.92529e-07	992.6596
0.43	6.92584e-07	992.6595
0.44	9.79997e-07	992.6431
0.45	1.39854e-06	992.6309
0.46	2.00739e-06	992.6371
0.47	2.90435e-06	992.6449
0.48	4.22172e-06	992.65
0.49	6.17556e-06	992.6442
0.5	9.06104e-06	992.6603
0.51	1.33259e-05	992.6298
0.52	1.96877e-05	992.6271
0.53	2.9049e-05	992.6411
0.54	4.28555e-05	992.6436
0.55	6.28484e-05	992.622
0.56	9.16262e-05	992.6378
0.57	0.000131919	992.6297
0.58	0.00018742	992.6387
0.59	0.000261012	992.626
0.6	0.00035609	992.6246
0.61	0.000473814	992.6255
0.62	0.00061521	992.6085
0.63	0.000780193	992.6169
0.64	0.000966463	992.6237
0.65	0.00117367	992.6098
0.66	0.00139751	992.5969
0.67	0.00163806	992.5961
0.68	0.00189157	992.6123
0.69	0.00215819	992.5757
0.7	0.00243419	992.5782
0.71	0.00271958	992.5881
0.72	0.00301401	992.582
0.73	0.00331463	992.5775
0.74	0.0036227	992.5801
0.75	0.00393553	992.5738
0.76	0.00425444	992.5619
0.77	0.0045766	992.5977
0.78	0.00490416	992.5602
0.79	0.00523425	992.5806
0.8	0.00556909	992.5919
0.81	0.00590551	992.5616
0.82	0.00624501	992.5594
0.83	0.00658834	992.5314
0.84	0.00693272	992.5526
0.85	0.00728024	992.5565
0.86	0.00762889	992.5455
0.87	0.00798058	992.5579
0.88	0.00833273	992.5569
0.89	0.00868791	992.5424
0.9	0.00904316	992.5452
0.91	0.00939999	992.5469
0.92	0.00975923	992.5396
0.93	0.0101179	992.5574
0.94	0.0104796	992.5283
0.95	0.0108412	992.5467
0.96	0.0112049	992.5437
0.97	0.0115683	992.5373
0.98	0.011934	992.5205
0.99	0.0122986	992.5101
1.0	0.0126611	992.524
