V_sipm	I_sipm	R_rtd
0.01	-9.00972e-10	993.9539
0.02	-1.12083e-09	993.9317
0.03	-1.64977e-09	993.9376
0.04	-1.14862e-09	993.9304
0.05	-9.19223e-10	993.9387
0.06	-1.13672e-09	993.9396
0.07	-1.4102e-09	993.9306
0.08	-4.444e-10	993.923
0.09	-1.18815e-09	993.9322
0.1	-1.4657e-09	993.9325
0.11	-9.47523e-10	993.9391
0.12	-1.1919e-09	993.9299
0.13	-1.4361e-09	993.9236
0.14	-7.74503e-10	993.9456
0.15	-8.09896e-10	993.939
0.16	-1.42689e-09	993.9201
0.17	-1.13481e-09	993.9141
0.18	-4.34232e-10	993.944
0.19	-9.16481e-11	993.9419
0.2	-4.42719e-10	993.9296
0.21	2.61831e-10	993.9453
0.22	5.55408e-10	993.9456
0.23	9.08589e-10	993.9103
0.24	1.90862e-09	993.9351
0.25	2.45584e-09	993.9199
0.26	3.11766e-09	993.9301
0.27	5.5035e-09	993.921
0.28	7.23413e-09	993.9064
0.29	8.75971e-09	993.9319
0.3	1.37704e-08	993.899
0.31	1.76671e-08	993.9136
0.32	2.36181e-08	993.8956
0.33	3.19611e-08	993.8981
0.34	4.27495e-08	993.9059
0.35	5.73587e-08	993.915
0.36	7.6615e-08	993.9247
0.37	1.03705e-07	993.9008
0.38	1.40745e-07	993.8857
0.39	1.91998e-07	993.8752
0.4	2.64147e-07	993.9011
0.41	3.65418e-07	993.904
0.42	5.09559e-07	993.8907
0.43	7.16613e-07	993.8971
0.44	1.01421e-06	993.8876
0.45	1.4474e-06	993.9081
0.46	2.07704e-06	993.8895
0.47	3.0046e-06	993.8946
0.48	4.36647e-06	993.9017
0.49	6.38667e-06	993.9081
0.5	9.36766e-06	993.9182
0.51	1.37744e-05	993.8989
0.52	2.03384e-05	993.9047
0.53	2.99905e-05	993.9101
0.54	4.42018e-05	993.9019
0.55	6.47649e-05	993.913
0.56	9.42839e-05	993.8947
0.57	0.000135562	993.8881
0.58	0.000192273	993.8907
0.59	0.000267248	993.8907
0.6	0.000363893	993.9014
0.61	0.000483227	993.9033
0.62	0.000626138	993.8802
0.63	0.000792706	993.8908
0.64	0.000980267	993.9246
0.65	0.00118876	993.8964
0.66	0.00141379	993.9146
0.67	0.00165522	993.8937
0.68	0.00190961	993.8815
0.69	0.00217672	993.89
0.7	0.00245354	993.8832
0.71	0.00273958	993.8934
0.72	0.00303442	993.8887
0.73	0.00333523	993.8717
0.74	0.00364374	993.8896
0.75	0.00395685	993.8655
0.76	0.0042761	993.8983
0.77	0.00459867	993.872
0.78	0.00492663	993.8704
0.79	0.00525719	993.8743
0.8	0.00559204	993.8658
0.81	0.00592876	993.8583
0.82	0.00626846	993.8612
0.83	0.00661178	993.8677
0.84	0.00695624	993.8785
0.85	0.00730423	993.873
0.86	0.00765314	993.843
0.87	0.00800525	993.8621
0.88	0.00835755	993.8367
0.89	0.00871306	993.8452
0.9	0.00906852	993.8508
0.91	0.00942574	993.8552
0.92	0.00978516	993.8633
0.93	0.0101445	993.8514
0.94	0.0105065	993.8323
0.95	0.0108684	993.8464
0.96	0.0112324	993.8354
0.97	0.011596	993.8342
0.98	0.0119621	993.8084
0.99	0.0123271	993.8328
1.0	0.01269	993.8249
