N	R	I
0	853.814	9.7e-05
1	853.816	9.7e-05
2	853.799	9.7e-05
3	853.836	9.7e-05
4	853.826	9.7e-05
5	853.818	9.7e-05
6	853.814	9.7e-05
7	853.798	9.7e-05
8	853.812	9.7e-05
9	853.812	9.7e-05
10	853.796	9.7e-05
11	853.786	9.7e-05
12	853.827	9.7e-05
13	853.815	9.7e-05
14	853.809	9.7e-05
15	853.817	9.7e-05
16	853.804	9.7e-05
17	853.817	9.7e-05
18	853.804	9.7e-05
19	853.807	9.7e-05
20	853.825	9.7e-05
21	853.827	9.7e-05
22	853.81	9.7e-05
23	853.842	9.7e-05
24	853.832	9.7e-05
25	853.81	9.7e-05
26	853.821	9.7e-05
27	853.814	9.7e-05
28	853.815	9.7e-05
29	853.822	9.7e-05
30	853.806	9.7e-05
31	853.805	9.7e-05
32	853.798	9.7e-05
33	853.827	9.7e-05
34	853.815	9.7e-05
35	853.825	9.7e-05
36	853.81	9.7e-05
37	853.815	9.7e-05
38	853.808	9.7e-05
39	853.823	9.7e-05
40	853.836	9.7e-05
41	853.837	9.7e-05
42	853.821	9.7e-05
43	853.841	9.7e-05
44	853.835	9.7e-05
45	853.838	9.7e-05
46	853.843	9.7e-05
47	853.827	9.7e-05
48	853.853	9.7e-05
49	853.835	9.7e-05
50	853.843	9.7e-05
51	853.817	9.7e-05
52	853.833	9.7e-05
53	853.87	9.7e-05
54	853.835	9.7e-05
55	853.832	9.7e-05
56	853.822	9.7e-05
57	853.858	9.7e-05
58	853.822	9.7e-05
59	853.821	9.7e-05
60	853.865	9.7e-05
61	853.84	9.7e-05
62	853.852	9.7e-05
63	853.86	9.7e-05
64	853.857	9.7e-05
65	853.852	9.7e-05
66	853.832	9.7e-05
67	853.844	9.7e-05
68	853.833	9.7e-05
69	853.837	9.7e-05
70	853.86	9.7e-05
71	853.836	9.7e-05
72	853.847	9.7e-05
73	853.847	9.7e-05
74	853.864	9.7e-05
75	853.829	9.7e-05
76	853.847	9.7e-05
77	853.84	9.7e-05
78	853.836	9.7e-05
79	853.836	9.7e-05
80	853.843	9.7e-05
81	853.838	9.7e-05
82	853.862	9.7e-05
83	853.852	9.7e-05
84	853.823	9.7e-05
85	853.874	9.7e-05
86	853.856	9.7e-05
87	853.859	9.7e-05
88	853.879	9.7e-05
89	853.865	9.7e-05
90	853.845	9.7e-05
91	853.847	9.7e-05
92	853.863	9.7e-05
93	853.864	9.7e-05
94	853.856	9.7e-05
95	853.868	9.7e-05
96	853.857	9.7e-05
97	853.869	9.7e-05
98	853.846	9.7e-05
99	853.854	9.7e-05
