time	R	I
0.0	988.953	9.7e-05
0.01	988.97	9.7e-05
0.02	988.962	9.7e-05
0.03	988.944	9.7e-05
0.04	988.972	9.7e-05
0.05	988.971	9.7e-05
0.06	988.938	9.7e-05
0.07	988.954	9.7e-05
0.08	988.984	9.7e-05
0.09	988.989	9.7e-05
0.1	988.97	9.7e-05
0.11	988.972	9.7e-05
0.12	989.007	9.7e-05
0.13	988.975	9.7e-05
0.14	988.974	9.7e-05
0.15	988.989	9.7e-05
0.16	988.965	9.7e-05
0.17	989.005	9.7e-05
0.18	989.0	9.7e-05
0.19	988.958	9.7e-05
0.2	988.962	9.7e-05
0.21	989.003	9.7e-05
0.22	988.981	9.7e-05
0.23	988.987	9.7e-05
0.24	988.995	9.7e-05
0.25	989.008	9.7e-05
0.26	988.991	9.7e-05
0.27	988.987	9.7e-05
0.28	988.959	9.7e-05
0.29	988.973	9.7e-05
0.3	988.985	9.7e-05
0.31	989.002	9.7e-05
0.32	989.018	9.7e-05
0.33	988.987	9.7e-05
0.34	988.98	9.7e-05
0.35	989.015	9.7e-05
0.36	988.992	9.7e-05
0.37	989.011	9.7e-05
0.38	989.005	9.7e-05
0.39	988.999	9.7e-05
0.4	989.007	9.7e-05
0.41	988.984	9.7e-05
0.42	988.981	9.7e-05
0.43	989.007	9.7e-05
0.44	988.993	9.7e-05
0.45	988.998	9.7e-05
0.46	988.995	9.7e-05
0.47	988.999	9.7e-05
0.48	988.99	9.7e-05
0.49	989.002	9.7e-05
0.5	989.004	9.7e-05
0.51	988.986	9.7e-05
0.52	988.971	9.7e-05
0.53	988.996	9.7e-05
0.54	988.989	9.7e-05
0.55	989.008	9.7e-05
0.56	988.986	9.7e-05
0.57	989.013	9.7e-05
0.58	989.003	9.7e-05
0.59	989.005	9.7e-05
0.6	988.997	9.7e-05
0.61	989.004	9.7e-05
0.62	989.016	9.7e-05
0.63	988.974	9.7e-05
0.64	989.018	9.7e-05
0.65	989.002	9.7e-05
0.66	989.012	9.7e-05
0.67	989.005	9.7e-05
0.68	989.026	9.7e-05
0.69	989.006	9.7e-05
0.7	988.992	9.7e-05
0.71	988.987	9.7e-05
0.72	988.983	9.7e-05
0.73	988.989	9.7e-05
0.74	989.002	9.7e-05
0.75	988.989	9.7e-05
0.76	988.983	9.7e-05
0.77	988.987	9.7e-05
0.78	988.989	9.7e-05
0.79	989.002	9.7e-05
0.8	988.985	9.7e-05
0.81	989.011	9.7e-05
0.82	989.013	9.7e-05
0.83	989.032	9.7e-05
0.84	989.03	9.7e-05
0.85	989.042	9.7e-05
0.86	989.018	9.7e-05
0.87	989.027	9.7e-05
0.88	989.013	9.7e-05
0.89	989.0	9.7e-05
0.9	989.041	9.7e-05
0.91	989.027	9.7e-05
0.92	989.041	9.7e-05
0.93	989.056	9.7e-05
0.94	989.034	9.7e-05
0.95	989.04	9.7e-05
0.96	989.065	9.7e-05
0.97	989.053	9.7e-05
0.98	989.026	9.7e-05
0.99	989.01	9.7e-05
