time	R	I
0.0	1020.49	9.7e-05
0.01	1020.5	9.7e-05
0.02	1020.49	9.7e-05
0.03	1020.48	9.7e-05
0.04	1020.5	9.7e-05
0.05	1020.49	9.7e-05
0.06	1020.48	9.7e-05
0.07	1020.49	9.7e-05
0.08	1020.49	9.7e-05
0.09	1020.48	9.7e-05
0.1	1020.49	9.7e-05
0.11	1020.49	9.7e-05
0.12	1020.48	9.7e-05
0.13	1020.49	9.7e-05
0.14	1020.49	9.7e-05
0.15	1020.49	9.7e-05
0.16	1020.49	9.7e-05
0.17	1020.49	9.7e-05
0.18	1020.49	9.7e-05
0.19	1020.5	9.7e-05
0.2	1020.49	9.7e-05
0.21	1020.49	9.7e-05
0.22	1020.5	9.7e-05
0.23	1020.5	9.7e-05
0.24	1020.5	9.7e-05
0.25	1020.47	9.7e-05
0.26	1020.48	9.7e-05
0.27	1020.47	9.7e-05
0.28	1020.47	9.7e-05
0.29	1020.49	9.7e-05
0.3	1020.5	9.7e-05
0.31	1020.5	9.7e-05
0.32	1020.5	9.7e-05
0.33	1020.49	9.7e-05
0.34	1020.49	9.7e-05
0.35	1020.48	9.7e-05
0.36	1020.48	9.7e-05
0.37	1020.49	9.7e-05
0.38	1020.48	9.7e-05
0.39	1020.48	9.7e-05
0.4	1020.48	9.7e-05
0.41	1020.47	9.7e-05
0.42	1020.47	9.7e-05
0.43	1020.47	9.7e-05
0.44	1020.49	9.7e-05
0.45	1020.47	9.7e-05
0.46	1020.48	9.7e-05
0.47	1020.48	9.7e-05
0.48	1020.45	9.7e-05
0.49	1020.46	9.7e-05
0.5	1020.47	9.7e-05
0.51	1020.48	9.7e-05
0.52	1020.47	9.7e-05
0.53	1020.48	9.7e-05
0.54	1020.47	9.7e-05
0.55	1020.47	9.7e-05
0.56	1020.47	9.7e-05
0.57	1020.48	9.7e-05
0.58	1020.47	9.7e-05
0.59	1020.48	9.7e-05
0.6	1020.48	9.7e-05
0.61	1020.5	9.7e-05
0.62	1020.47	9.7e-05
0.63	1020.46	9.7e-05
0.64	1020.47	9.7e-05
0.65	1020.46	9.7e-05
0.66	1020.46	9.7e-05
0.67	1020.47	9.7e-05
0.68	1020.47	9.7e-05
0.69	1020.46	9.7e-05
0.7	1020.48	9.7e-05
0.71	1020.45	9.7e-05
0.72	1020.46	9.7e-05
0.73	1020.5	9.7e-05
0.74	1020.49	9.7e-05
0.75	1020.51	9.7e-05
0.76	1020.52	9.7e-05
0.77	1020.49	9.7e-05
0.78	1020.48	9.7e-05
0.79	1020.5	9.7e-05
0.8	1020.53	9.7e-05
0.81	1020.52	9.7e-05
0.82	1020.53	9.7e-05
0.83	1020.52	9.7e-05
0.84	1020.49	9.7e-05
0.85	1020.5	9.7e-05
0.86	1020.49	9.7e-05
0.87	1020.52	9.7e-05
0.88	1020.51	9.7e-05
0.89	1020.49	9.7e-05
0.9	1020.5	9.7e-05
0.91	1020.51	9.7e-05
0.92	1020.49	9.7e-05
0.93	1020.48	9.7e-05
0.94	1020.48	9.7e-05
0.95	1020.45	9.7e-05
0.96	1020.49	9.7e-05
0.97	1020.47	9.7e-05
0.98	1020.48	9.7e-05
0.99	1020.49	9.7e-05
