time	R	I
0.0	989.233	9.7e-05
0.01	989.196	9.7e-05
0.02	989.216	9.7e-05
0.03	989.24	9.7e-05
0.04	989.233	9.7e-05
0.05	989.241	9.7e-05
0.06	989.228	9.7e-05
0.07	989.248	9.7e-05
0.08	989.222	9.7e-05
0.09	989.238	9.7e-05
0.1	989.225	9.7e-05
0.11	989.22	9.7e-05
0.12	989.226	9.7e-05
0.13	989.232	9.7e-05
0.14	989.225	9.7e-05
0.15	989.215	9.7e-05
0.16	989.254	9.7e-05
0.17	989.219	9.7e-05
0.18	989.225	9.7e-05
0.19	989.223	9.7e-05
0.2	989.236	9.7e-05
0.21	989.242	9.7e-05
0.22	989.207	9.7e-05
0.23	989.217	9.7e-05
0.24	989.209	9.7e-05
0.25	989.205	9.7e-05
0.26	989.225	9.7e-05
0.27	989.228	9.7e-05
0.28	989.232	9.7e-05
0.29	989.212	9.7e-05
0.3	989.206	9.7e-05
0.31	989.199	9.7e-05
0.32	989.2	9.7e-05
0.33	989.198	9.7e-05
0.34	989.213	9.7e-05
0.35	989.206	9.7e-05
0.36	989.226	9.7e-05
0.37	989.209	9.7e-05
0.38	989.233	9.7e-05
0.39	989.214	9.7e-05
0.4	989.227	9.7e-05
0.41	989.217	9.7e-05
0.42	989.224	9.7e-05
0.43	989.224	9.7e-05
0.44	989.22	9.7e-05
0.45	989.222	9.7e-05
0.46	989.213	9.7e-05
0.47	989.222	9.7e-05
0.48	989.25	9.7e-05
0.49	989.251	9.7e-05
0.5	989.24	9.7e-05
0.51	989.268	9.7e-05
0.52	989.214	9.7e-05
0.53	989.245	9.7e-05
0.54	989.221	9.7e-05
0.55	989.232	9.7e-05
0.56	989.224	9.7e-05
0.57	989.231	9.7e-05
0.58	989.243	9.7e-05
0.59	989.234	9.7e-05
0.6	989.243	9.7e-05
0.61	989.243	9.7e-05
0.62	989.241	9.7e-05
0.63	989.258	9.7e-05
0.64	989.255	9.7e-05
0.65	989.26	9.7e-05
0.66	989.255	9.7e-05
0.67	989.244	9.7e-05
0.68	989.252	9.7e-05
0.69	989.26	9.7e-05
0.7	989.235	9.7e-05
0.71	989.224	9.7e-05
0.72	989.261	9.7e-05
0.73	989.261	9.7e-05
0.74	989.244	9.7e-05
0.75	989.251	9.7e-05
0.76	989.252	9.7e-05
0.77	989.239	9.7e-05
0.78	989.256	9.7e-05
0.79	989.254	9.7e-05
0.8	989.246	9.7e-05
0.81	989.249	9.7e-05
0.82	989.26	9.7e-05
0.83	989.259	9.7e-05
0.84	989.263	9.7e-05
0.85	989.269	9.7e-05
0.86	989.264	9.7e-05
0.87	989.275	9.7e-05
0.88	989.292	9.7e-05
0.89	989.27	9.7e-05
0.9	989.268	9.7e-05
0.91	989.265	9.7e-05
0.92	989.247	9.7e-05
0.93	989.271	9.7e-05
0.94	989.29	9.7e-05
0.95	989.29	9.7e-05
0.96	989.261	9.7e-05
0.97	989.28	9.7e-05
0.98	989.275	9.7e-05
0.99	989.281	9.7e-05
