N	R	I
0	935.939	9.7e-05
1	935.952	9.7e-05
2	935.962	9.7e-05
3	935.954	9.7e-05
4	935.94	9.7e-05
5	935.965	9.7e-05
6	935.932	9.7e-05
7	935.95	9.7e-05
8	935.949	9.7e-05
9	935.942	9.7e-05
10	935.941	9.7e-05
11	935.921	9.7e-05
12	935.926	9.7e-05
13	935.924	9.7e-05
14	935.933	9.7e-05
15	935.914	9.7e-05
16	935.922	9.7e-05
17	935.899	9.7e-05
18	935.902	9.7e-05
19	935.913	9.7e-05
20	935.927	9.7e-05
21	935.91	9.7e-05
22	935.912	9.7e-05
23	935.903	9.7e-05
24	935.916	9.7e-05
25	935.903	9.7e-05
26	935.903	9.7e-05
27	935.909	9.7e-05
28	935.892	9.7e-05
29	935.904	9.7e-05
30	935.898	9.7e-05
31	935.903	9.7e-05
32	935.903	9.7e-05
33	935.867	9.7e-05
34	935.871	9.7e-05
35	935.868	9.7e-05
36	935.889	9.7e-05
37	935.875	9.7e-05
38	935.876	9.7e-05
39	935.873	9.7e-05
40	935.875	9.7e-05
41	935.862	9.7e-05
42	935.853	9.7e-05
43	935.856	9.7e-05
44	935.871	9.7e-05
45	935.859	9.7e-05
46	935.86	9.7e-05
47	935.857	9.7e-05
48	935.86	9.7e-05
49	935.859	9.7e-05
50	935.875	9.7e-05
51	935.874	9.7e-05
52	935.873	9.7e-05
53	935.859	9.7e-05
54	935.852	9.7e-05
55	935.846	9.7e-05
56	935.823	9.7e-05
57	935.854	9.7e-05
58	935.842	9.7e-05
59	935.837	9.7e-05
60	935.821	9.7e-05
61	935.846	9.7e-05
62	935.844	9.7e-05
63	935.825	9.7e-05
64	935.832	9.7e-05
65	935.838	9.7e-05
66	935.856	9.7e-05
67	935.83	9.7e-05
68	935.833	9.7e-05
69	935.843	9.7e-05
70	935.823	9.7e-05
71	935.817	9.7e-05
72	935.851	9.7e-05
73	935.83	9.7e-05
74	935.84	9.7e-05
75	935.85	9.7e-05
76	935.832	9.7e-05
77	935.824	9.7e-05
78	935.852	9.7e-05
79	935.85	9.7e-05
80	935.834	9.7e-05
81	935.841	9.7e-05
82	935.821	9.7e-05
83	935.821	9.7e-05
84	935.83	9.7e-05
85	935.835	9.7e-05
86	935.814	9.7e-05
87	935.828	9.7e-05
88	935.822	9.7e-05
89	935.834	9.7e-05
90	935.81	9.7e-05
91	935.843	9.7e-05
92	935.823	9.7e-05
93	935.831	9.7e-05
94	935.854	9.7e-05
95	935.839	9.7e-05
96	935.832	9.7e-05
97	935.834	9.7e-05
98	935.812	9.7e-05
99	935.827	9.7e-05
100	935.843	9.7e-05
101	935.846	9.7e-05
102	935.83	9.7e-05
103	935.843	9.7e-05
104	935.839	9.7e-05
105	935.845	9.7e-05
106	935.834	9.7e-05
107	935.819	9.7e-05
108	935.827	9.7e-05
109	935.85	9.7e-05
110	935.852	9.7e-05
111	935.858	9.7e-05
112	935.848	9.7e-05
113	935.872	9.7e-05
114	935.852	9.7e-05
115	935.837	9.7e-05
116	935.835	9.7e-05
117	935.866	9.7e-05
118	935.849	9.7e-05
119	935.873	9.7e-05
120	935.849	9.7e-05
121	935.825	9.7e-05
122	935.855	9.7e-05
123	935.836	9.7e-05
124	935.84	9.7e-05
125	935.851	9.7e-05
126	935.845	9.7e-05
127	935.823	9.7e-05
128	935.829	9.7e-05
129	935.83	9.7e-05
130	935.85	9.7e-05
131	935.854	9.7e-05
132	935.872	9.7e-05
133	935.851	9.7e-05
134	935.864	9.7e-05
135	935.873	9.7e-05
136	935.848	9.7e-05
137	935.852	9.7e-05
138	935.856	9.7e-05
139	935.882	9.7e-05
140	935.864	9.7e-05
141	935.879	9.7e-05
142	935.875	9.7e-05
143	935.899	9.7e-05
144	935.885	9.7e-05
145	935.86	9.7e-05
146	935.878	9.7e-05
147	935.842	9.7e-05
148	935.853	9.7e-05
149	935.864	9.7e-05
150	935.855	9.7e-05
151	935.856	9.7e-05
152	935.847	9.7e-05
153	935.855	9.7e-05
154	935.882	9.7e-05
155	935.882	9.7e-05
156	935.866	9.7e-05
157	935.881	9.7e-05
158	935.872	9.7e-05
159	935.892	9.7e-05
160	935.879	9.7e-05
161	935.877	9.7e-05
162	935.893	9.7e-05
163	935.889	9.7e-05
164	935.881	9.7e-05
165	935.891	9.7e-05
166	935.898	9.7e-05
167	935.885	9.7e-05
168	935.878	9.7e-05
169	935.892	9.7e-05
170	935.895	9.7e-05
171	935.891	9.7e-05
172	935.894	9.7e-05
173	935.887	9.7e-05
174	935.9	9.7e-05
175	935.893	9.7e-05
176	935.895	9.7e-05
177	935.904	9.7e-05
178	935.912	9.7e-05
179	935.912	9.7e-05
180	935.912	9.7e-05
181	935.929	9.7e-05
182	935.904	9.7e-05
183	935.919	9.7e-05
184	935.913	9.7e-05
185	935.927	9.7e-05
186	935.911	9.7e-05
187	935.916	9.7e-05
188	935.934	9.7e-05
189	935.925	9.7e-05
190	935.958	9.7e-05
191	935.966	9.7e-05
192	935.94	9.7e-05
193	935.918	9.7e-05
194	935.958	9.7e-05
195	935.952	9.7e-05
196	935.944	9.7e-05
197	935.957	9.7e-05
198	935.963	9.7e-05
199	935.933	9.7e-05
200	935.916	9.7e-05
201	935.934	9.7e-05
