22.0	1.86777e-10
22.05	7.56106e-09
22.1	7.23414e-09
22.15	7.70093e-09
22.2	7.51928e-09
22.25	7.27984e-09
22.3	6.83626e-09
22.35	7.29918e-09
22.4	7.33854e-09
22.45	6.86017e-09
22.5	7.39839e-09
22.55	7.42733e-09
22.6	7.59362e-09
22.65	7.20439e-09
22.7	7.47857e-09
22.75	7.19205e-09
22.8	7.23078e-09
22.85	6.7911e-09
22.9	7.28791e-09
22.95	7.29412e-09
23.0	6.85222e-09
23.05	7.47473e-09
23.1	7.6158e-09
23.15	7.61516e-09
23.2	7.00319e-09
23.25	7.02001e-09
23.3	7.09403e-09
23.35	7.22063e-09
23.4	6.81741e-09
23.45	7.27555e-09
23.5	7.34401e-09
23.55	6.97565e-09
23.6	7.5819e-09
23.65	7.51675e-09
23.7	7.33134e-09
23.75	6.71239e-09
23.8	7.16584e-09
23.85	7.18324e-09
23.9	6.80259e-09
23.95	7.17123e-09
24.0	7.34142e-09
24.05	7.43592e-09
24.1	7.12284e-09
24.15	7.6274e-09
24.2	7.4796e-09
24.25	7.39454e-09
24.3	7.0749e-09
24.35	7.63525e-09
24.4	7.79879e-09
24.45	7.60523e-09
24.5	8.30299e-09
24.55	8.56438e-09
24.6	9.00019e-09
24.65	8.68417e-09
24.7	8.98352e-09
24.75	9.29378e-09
24.8	9.72048e-09
24.85	9.45921e-09
24.9	1.01052e-08
24.95	1.04873e-08
25.0	1.08986e-08
25.05	1.19832e-08
25.1	1.26199e-08
25.15	1.24548e-08
25.2	1.22828e-08
25.25	1.30186e-08
25.3	1.38679e-08
25.35	1.42774e-08
25.4	1.49261e-08
25.45	1.58722e-08
25.5	1.69073e-08
25.55	1.7028e-08
25.6	1.80447e-08
25.65	1.89562e-08
25.7	1.95957e-08
25.75	2.00089e-08
25.8	2.05732e-08
25.85	2.15713e-08
25.9	2.27487e-08
25.95	2.32539e-08
26.0	2.4365e-08
26.05	2.5762e-08
26.1	2.64138e-08
26.15	2.69605e-08
26.2	2.96386e-08
26.25	3.09179e-08
26.3	3.07163e-08
26.35	3.19804e-08
26.4	3.3948e-08
26.45	3.47113e-08
26.5	3.63931e-08
26.55	3.82434e-08
26.6	3.94858e-08
26.65	4.04064e-08
26.7	4.14666e-08
26.75	4.44591e-08
26.8	4.53378e-08
26.85	4.65256e-08
26.9	4.83016e-08
26.95	4.96989e-08
27.0	4.98281e-08
27.05	5.58836e-08
27.1	5.44176e-08
27.15	5.73963e-08
27.2	5.84929e-08
27.25	6.0445e-08
27.3	6.46533e-08
27.35	6.7572e-08
27.4	6.87128e-08
27.45	7.01432e-08
27.5	7.14444e-08
27.55	7.42452e-08
27.6	7.49728e-08
27.65	8.22133e-08
27.7	8.15228e-08
27.75	8.58999e-08
27.8	8.71185e-08
27.85	8.81358e-08
27.9	9.20897e-08
27.95	9.44689e-08
28.0	9.95219e-08
28.05	9.67774e-08
28.1	9.66727e-08
28.15	9.88185e-08
28.2	1.09931e-07
28.25	1.10973e-07
28.3	1.13589e-07
28.35	1.20769e-07
28.4	1.21285e-07
28.45	1.24871e-07
28.5	1.32548e-07
28.55	1.25073e-07
28.6	1.37623e-07
28.65	1.40448e-07
28.7	1.42152e-07
28.75	1.50175e-07
28.8	1.48936e-07
28.85	1.58332e-07
28.9	1.66889e-07
28.95	1.63857e-07
29.0	1.75247e-07
29.05	1.70932e-07
29.1	1.83154e-07
29.15	1.87412e-07
29.2	1.89635e-07
29.25	1.95303e-07
29.3	2.03791e-07
29.35	2.05052e-07
29.4	2.23658e-07
29.45	2.27648e-07
29.5	2.33066e-07
29.55	2.33002e-07
29.6	2.47007e-07
29.65	2.53745e-07
29.7	2.5875e-07
29.75	2.75551e-07
29.8	2.78856e-07
29.85	2.82688e-07
29.9	2.94173e-07
29.95	3.09566e-07
30.0	3.1267e-07
30.05	3.21935e-07
