time	R	I
0.0	1027.93	9.7e-05
0.01	1027.92	9.7e-05
0.02	1027.93	9.7e-05
0.03	1027.95	9.7e-05
0.04	1027.92	9.7e-05
0.05	1027.91	9.7e-05
0.06	1027.91	9.7e-05
0.07	1027.92	9.7e-05
0.08	1027.92	9.7e-05
0.09	1027.9	9.7e-05
0.1	1027.91	9.7e-05
0.11	1027.9	9.7e-05
0.12	1027.92	9.7e-05
0.13	1027.9	9.7e-05
0.14	1027.93	9.7e-05
0.15	1027.93	9.7e-05
0.16	1027.92	9.7e-05
0.17	1027.9	9.7e-05
0.18	1027.91	9.7e-05
0.19	1027.9	9.7e-05
0.2	1027.91	9.7e-05
0.21	1027.93	9.7e-05
0.22	1027.93	9.7e-05
0.23	1027.92	9.7e-05
0.24	1027.94	9.7e-05
0.25	1027.93	9.7e-05
0.26	1027.93	9.7e-05
0.27	1027.94	9.7e-05
0.28	1027.92	9.7e-05
0.29	1027.92	9.7e-05
0.3	1027.9	9.7e-05
0.31	1027.91	9.7e-05
0.32	1027.94	9.7e-05
0.33	1027.94	9.7e-05
0.34	1027.95	9.7e-05
0.35	1027.93	9.7e-05
0.36	1027.91	9.7e-05
0.37	1027.91	9.7e-05
0.38	1027.93	9.7e-05
0.39	1027.92	9.7e-05
0.4	1027.9	9.7e-05
0.41	1027.92	9.7e-05
0.42	1027.94	9.7e-05
0.43	1027.91	9.7e-05
0.44	1027.94	9.7e-05
0.45	1027.94	9.7e-05
0.46	1027.94	9.7e-05
0.47	1027.94	9.7e-05
0.48	1027.91	9.7e-05
0.49	1027.92	9.7e-05
0.5	1027.93	9.7e-05
0.51	1027.95	9.7e-05
0.52	1027.94	9.7e-05
0.53	1027.93	9.7e-05
0.54	1027.91	9.7e-05
0.55	1027.93	9.7e-05
0.56	1027.93	9.7e-05
0.57	1027.94	9.7e-05
0.58	1027.95	9.7e-05
0.59	1027.95	9.7e-05
0.6	1027.94	9.7e-05
0.61	1027.95	9.7e-05
0.62	1027.95	9.7e-05
0.63	1027.93	9.7e-05
0.64	1027.95	9.7e-05
0.65	1027.96	9.7e-05
0.66	1027.97	9.7e-05
0.67	1027.95	9.7e-05
0.68	1027.93	9.7e-05
0.69	1027.97	9.7e-05
0.7	1027.97	9.7e-05
0.71	1027.96	9.7e-05
0.72	1027.98	9.7e-05
0.73	1027.95	9.7e-05
0.74	1027.94	9.7e-05
0.75	1027.96	9.7e-05
0.76	1027.97	9.7e-05
0.77	1027.98	9.7e-05
0.78	1027.98	9.7e-05
0.79	1027.97	9.7e-05
0.8	1027.97	9.7e-05
0.81	1027.96	9.7e-05
0.82	1027.95	9.7e-05
0.83	1027.98	9.7e-05
0.84	1027.95	9.7e-05
0.85	1027.93	9.7e-05
0.86	1027.97	9.7e-05
0.87	1027.95	9.7e-05
0.88	1027.97	9.7e-05
0.89	1027.94	9.7e-05
0.9	1027.95	9.7e-05
0.91	1027.97	9.7e-05
0.92	1027.95	9.7e-05
0.93	1027.97	9.7e-05
0.94	1027.98	9.7e-05
0.95	1027.97	9.7e-05
0.96	1027.97	9.7e-05
0.97	1027.98	9.7e-05
0.98	1027.97	9.7e-05
0.99	1027.96	9.7e-05
