V_sipm	I_sipm	V_led	I_led	R_rtd
25.0	1.49772e-08	0.594898	1e-05	1097.875
25.0	1.52192e-08	0.600456	1.21518e-05	1097.873
25.0	1.54063e-08	0.606074	1.47667e-05	1097.872
25.0	1.53457e-08	0.611777	1.79443e-05	1097.882
25.0	1.52826e-08	0.617575	2.18056e-05	1097.862
25.0	1.53395e-08	0.623466	2.64977e-05	1097.87
25.0	1.55459e-08	0.629461	3.21996e-05	1097.877
25.0	1.5497e-08	0.635568	3.91284e-05	1097.868
25.0	1.5782e-08	0.641799	4.75482e-05	1097.89
25.0	1.61502e-08	0.648141	5.77798e-05	1097.873
25.0	1.64932e-08	0.654612	7.02131e-05	1097.879
25.0	1.67919e-08	0.661201	8.53217e-05	1097.86
25.0	1.73363e-08	0.66792	0.000103682	1097.853
25.0	1.79771e-08	0.674764	0.000125992	1097.872
25.0	1.88221e-08	0.68172	0.000153104	1097.874
25.0	2.00047e-08	0.688786	0.000186049	1097.865
25.0	2.14411e-08	0.695955	0.000226083	1097.879
25.0	2.42109e-08	0.703209	0.000274733	1097.855
25.0	2.63129e-08	0.710548	0.000333851	1097.872
25.0	3.03773e-08	0.717954	0.00040569	1097.867
25.0	3.4997e-08	0.72542	0.000492988	1097.871
25.0	4.19928e-08	0.73295	0.00059907	1097.87
25.0	5.01176e-08	0.740532	0.00072798	1097.866
25.0	6.01183e-08	0.748168	0.000884629	1097.863
25.0	7.3979e-08	0.755848	0.00107499	1097.869
25.0	9.20805e-08	0.76362	0.00130631	1097.868
25.0	1.13039e-07	0.77149	0.0015874	1097.849
25.0	1.443e-07	0.779483	0.00192898	1097.87
25.0	1.82145e-07	0.787637	0.00234407	1097.858
25.0	2.2847e-07	0.796005	0.00284847	1097.872
25.0	2.88507e-07	0.804648	0.00346142	1097.849
25.0	3.63473e-07	0.813662	0.00420626	1097.856
25.0	4.58053e-07	0.823121	0.00511137	1097.863
25.0	5.73272e-07	0.833136	0.00621125	1097.835
25.0	7.17055e-07	0.843846	0.00754781	1097.871
25.0	8.97118e-07	0.855403	0.00917197	1097.865
25.0	1.11676e-06	0.867952	0.0111456	1097.852
25.0	1.38473e-06	0.881701	0.013544	1097.866
25.0	1.72024e-06	0.896817	0.0164584	1097.863
25.0	2.11936e-06	0.913493	0.02	1097.853
25.0	2.12302e-06	0.91327	0.02	1097.869
25.0	1.71756e-06	0.896318	0.0164584	1097.868
25.0	1.38577e-06	0.881081	0.013544	1097.855
25.0	1.11612e-06	0.867299	0.0111456	1097.855
25.0	8.95555e-07	0.854751	0.00917197	1097.86
25.0	7.16776e-07	0.843216	0.00754781	1097.863
25.0	5.73622e-07	0.832537	0.00621125	1097.868
25.0	4.54465e-07	0.822555	0.00511137	1097.865
25.0	3.61456e-07	0.813133	0.00420626	1097.866
25.0	2.86506e-07	0.80417	0.00346142	1097.857
25.0	2.27695e-07	0.795553	0.00284847	1097.879
25.0	1.8079e-07	0.787228	0.00234407	1097.857
25.0	1.44096e-07	0.779099	0.00192898	1097.863
25.0	1.14059e-07	0.771136	0.0015874	1097.838
25.0	9.15063e-08	0.763288	0.00130631	1097.855
25.0	7.33438e-08	0.75554	0.00107499	1097.87
25.0	6.00605e-08	0.747885	0.000884629	1097.847
25.0	4.9791e-08	0.740268	0.00072798	1097.849
25.0	4.1397e-08	0.732708	0.00059907	1097.869
25.0	3.50204e-08	0.725194	0.000492988	1097.869
25.0	3.05118e-08	0.71774	0.00040569	1097.884
25.0	2.66095e-08	0.710344	0.000333851	1097.86
25.0	2.36111e-08	0.703021	0.000274733	1097.87
25.0	2.14471e-08	0.695774	0.000226083	1097.865
25.0	2.03277e-08	0.688616	0.000186049	1097.87
25.0	1.88972e-08	0.681561	0.000153104	1097.882
25.0	1.81116e-08	0.67461	0.000125992	1097.86
25.0	1.7206e-08	0.667776	0.000103682	1097.856
25.0	1.67276e-08	0.661069	8.53217e-05	1097.861
25.0	1.60504e-08	0.65448	7.02131e-05	1097.871
25.0	1.60817e-08	0.648016	5.77798e-05	1097.862
25.0	1.57602e-08	0.641677	4.75482e-05	1097.878
25.0	1.55382e-08	0.635454	3.91284e-05	1097.868
25.0	1.55896e-08	0.629352	3.21996e-05	1097.859
25.0	1.55276e-08	0.623361	2.64977e-05	1097.848
25.0	1.53123e-08	0.617476	2.18056e-05	1097.848
25.0	1.51329e-08	0.61168	1.79443e-05	1097.849
25.0	1.50212e-08	0.605989	1.47667e-05	1097.876
25.0	1.48767e-08	0.600371	1.21518e-05	1097.862
25.0	1.49319e-08	0.59481	1e-05	1097.846
