N	R	I
0	911.16	9.7e-05
1	911.147	9.7e-05
2	911.153	9.7e-05
3	911.144	9.7e-05
4	911.137	9.7e-05
5	911.143	9.7e-05
6	911.153	9.7e-05
7	911.136	9.7e-05
8	911.134	9.7e-05
9	911.129	9.7e-05
10	911.154	9.7e-05
11	911.156	9.7e-05
12	911.168	9.7e-05
13	911.141	9.7e-05
14	911.166	9.7e-05
15	911.159	9.7e-05
16	911.145	9.7e-05
17	911.15	9.7e-05
18	911.147	9.7e-05
19	911.132	9.7e-05
20	911.136	9.7e-05
21	911.119	9.7e-05
22	911.126	9.7e-05
23	911.154	9.7e-05
24	911.14	9.7e-05
25	911.134	9.7e-05
26	911.159	9.7e-05
27	911.142	9.7e-05
28	911.131	9.7e-05
29	911.152	9.7e-05
30	911.144	9.7e-05
31	911.15	9.7e-05
32	911.138	9.7e-05
33	911.13	9.7e-05
34	911.161	9.7e-05
35	911.145	9.7e-05
36	911.13	9.7e-05
37	911.137	9.7e-05
38	911.144	9.7e-05
39	911.145	9.7e-05
40	911.146	9.7e-05
41	911.156	9.7e-05
42	911.158	9.7e-05
43	911.173	9.7e-05
44	911.16	9.7e-05
45	911.184	9.7e-05
46	911.156	9.7e-05
47	911.172	9.7e-05
48	911.158	9.7e-05
49	911.179	9.7e-05
50	911.172	9.7e-05
51	911.161	9.7e-05
52	911.171	9.7e-05
53	911.162	9.7e-05
54	911.168	9.7e-05
55	911.156	9.7e-05
56	911.16	9.7e-05
57	911.175	9.7e-05
58	911.169	9.7e-05
59	911.182	9.7e-05
60	911.185	9.7e-05
61	911.179	9.7e-05
62	911.189	9.7e-05
63	911.182	9.7e-05
64	911.185	9.7e-05
65	911.193	9.7e-05
66	911.191	9.7e-05
67	911.178	9.7e-05
68	911.186	9.7e-05
69	911.181	9.7e-05
70	911.185	9.7e-05
71	911.179	9.7e-05
72	911.183	9.7e-05
73	911.189	9.7e-05
74	911.165	9.7e-05
75	911.158	9.7e-05
76	911.183	9.7e-05
77	911.188	9.7e-05
78	911.171	9.7e-05
79	911.187	9.7e-05
80	911.176	9.7e-05
81	911.161	9.7e-05
82	911.181	9.7e-05
83	911.181	9.7e-05
84	911.178	9.7e-05
85	911.183	9.7e-05
86	911.201	9.7e-05
87	911.211	9.7e-05
88	911.206	9.7e-05
89	911.182	9.7e-05
90	911.198	9.7e-05
91	911.183	9.7e-05
92	911.193	9.7e-05
93	911.174	9.7e-05
94	911.188	9.7e-05
95	911.182	9.7e-05
96	911.175	9.7e-05
97	911.176	9.7e-05
98	911.2	9.7e-05
99	911.185	9.7e-05
100	911.17	9.7e-05
101	911.184	9.7e-05
102	911.197	9.7e-05
103	911.186	9.7e-05
104	911.183	9.7e-05
105	911.204	9.7e-05
106	911.218	9.7e-05
107	911.222	9.7e-05
108	911.211	9.7e-05
109	911.209	9.7e-05
110	911.205	9.7e-05
111	911.209	9.7e-05
112	911.209	9.7e-05
113	911.209	9.7e-05
114	911.222	9.7e-05
115	911.211	9.7e-05
116	911.213	9.7e-05
117	911.221	9.7e-05
118	911.216	9.7e-05
119	911.222	9.7e-05
120	911.228	9.7e-05
121	911.197	9.7e-05
122	911.197	9.7e-05
123	911.21	9.7e-05
124	911.194	9.7e-05
125	911.214	9.7e-05
126	911.199	9.7e-05
127	911.196	9.7e-05
128	911.211	9.7e-05
129	911.236	9.7e-05
130	911.193	9.7e-05
131	911.186	9.7e-05
132	911.193	9.7e-05
133	911.181	9.7e-05
134	911.198	9.7e-05
135	911.202	9.7e-05
136	911.185	9.7e-05
137	911.211	9.7e-05
138	911.224	9.7e-05
139	911.199	9.7e-05
140	911.214	9.7e-05
141	911.202	9.7e-05
142	911.23	9.7e-05
143	911.209	9.7e-05
144	911.214	9.7e-05
145	911.212	9.7e-05
146	911.226	9.7e-05
147	911.231	9.7e-05
148	911.221	9.7e-05
149	911.232	9.7e-05
150	911.246	9.7e-05
151	911.219	9.7e-05
152	911.231	9.7e-05
153	911.249	9.7e-05
154	911.232	9.7e-05
155	911.237	9.7e-05
156	911.279	9.7e-05
157	911.259	9.7e-05
158	911.236	9.7e-05
159	911.268	9.7e-05
160	911.241	9.7e-05
161	911.275	9.7e-05
