time	R	I
0.0	942.47	9.7e-05
0.01	942.477	9.7e-05
0.02	942.456	9.7e-05
0.03	942.46	9.7e-05
0.04	942.472	9.7e-05
0.05	942.45	9.7e-05
0.06	942.463	9.7e-05
0.07	942.457	9.7e-05
0.08	942.448	9.7e-05
0.09	942.446	9.7e-05
0.1	942.44	9.7e-05
0.11	942.474	9.7e-05
0.12	942.467	9.7e-05
0.13	942.455	9.7e-05
0.14	942.462	9.7e-05
0.15	942.478	9.7e-05
0.16	942.444	9.7e-05
0.17	942.433	9.7e-05
0.18	942.444	9.7e-05
0.19	942.416	9.7e-05
0.2	942.46	9.7e-05
0.21	942.439	9.7e-05
0.22	942.44	9.7e-05
0.23	942.445	9.7e-05
0.24	942.419	9.7e-05
0.25	942.424	9.7e-05
0.26	942.42	9.7e-05
0.27	942.42	9.7e-05
0.28	942.407	9.7e-05
0.29	942.417	9.7e-05
0.3	942.43	9.7e-05
0.31	942.407	9.7e-05
0.32	942.423	9.7e-05
0.33	942.41	9.7e-05
0.34	942.419	9.7e-05
0.35	942.416	9.7e-05
0.36	942.402	9.7e-05
0.37	942.416	9.7e-05
0.38	942.408	9.7e-05
0.39	942.421	9.7e-05
0.4	942.405	9.7e-05
0.41	942.4	9.7e-05
0.42	942.42	9.7e-05
0.43	942.406	9.7e-05
0.44	942.397	9.7e-05
0.45	942.386	9.7e-05
0.46	942.415	9.7e-05
0.47	942.433	9.7e-05
0.48	942.403	9.7e-05
0.49	942.424	9.7e-05
0.5	942.414	9.7e-05
0.51	942.435	9.7e-05
0.52	942.444	9.7e-05
0.53	942.427	9.7e-05
0.54	942.426	9.7e-05
0.55	942.433	9.7e-05
0.56	942.412	9.7e-05
0.57	942.449	9.7e-05
0.58	942.447	9.7e-05
0.59	942.466	9.7e-05
0.6	942.435	9.7e-05
0.61	942.435	9.7e-05
0.62	942.419	9.7e-05
0.63	942.412	9.7e-05
0.64	942.466	9.7e-05
0.65	942.464	9.7e-05
0.66	942.462	9.7e-05
0.67	942.444	9.7e-05
0.68	942.426	9.7e-05
0.69	942.415	9.7e-05
0.7	942.425	9.7e-05
0.71	942.451	9.7e-05
0.72	942.439	9.7e-05
0.73	942.445	9.7e-05
0.74	942.433	9.7e-05
0.75	942.41	9.7e-05
0.76	942.433	9.7e-05
0.77	942.426	9.7e-05
0.78	942.438	9.7e-05
0.79	942.433	9.7e-05
0.8	942.431	9.7e-05
0.81	942.479	9.7e-05
0.82	942.435	9.7e-05
0.83	942.454	9.7e-05
0.84	942.449	9.7e-05
0.85	942.445	9.7e-05
0.86	942.449	9.7e-05
0.87	942.469	9.7e-05
0.88	942.451	9.7e-05
0.89	942.448	9.7e-05
0.9	942.447	9.7e-05
0.91	942.459	9.7e-05
0.92	942.46	9.7e-05
0.93	942.456	9.7e-05
0.94	942.444	9.7e-05
0.95	942.466	9.7e-05
0.96	942.475	9.7e-05
0.97	942.475	9.7e-05
0.98	942.463	9.7e-05
0.99	942.48	9.7e-05
