time	R	I
0.0	942.651	9.7e-05
0.01	942.655	9.7e-05
0.02	942.634	9.7e-05
0.03	942.637	9.7e-05
0.04	942.653	9.7e-05
0.05	942.645	9.7e-05
0.06	942.627	9.7e-05
0.07	942.651	9.7e-05
0.08	942.637	9.7e-05
0.09	942.621	9.7e-05
0.1	942.621	9.7e-05
0.11	942.647	9.7e-05
0.12	942.636	9.7e-05
0.13	942.615	9.7e-05
0.14	942.607	9.7e-05
0.15	942.615	9.7e-05
0.16	942.625	9.7e-05
0.17	942.608	9.7e-05
0.18	942.617	9.7e-05
0.19	942.597	9.7e-05
0.2	942.607	9.7e-05
0.21	942.575	9.7e-05
0.22	942.609	9.7e-05
0.23	942.642	9.7e-05
0.24	942.622	9.7e-05
0.25	942.63	9.7e-05
0.26	942.612	9.7e-05
0.27	942.623	9.7e-05
0.28	942.605	9.7e-05
0.29	942.584	9.7e-05
0.3	942.586	9.7e-05
0.31	942.592	9.7e-05
0.32	942.591	9.7e-05
0.33	942.604	9.7e-05
0.34	942.589	9.7e-05
0.35	942.586	9.7e-05
0.36	942.572	9.7e-05
0.37	942.601	9.7e-05
0.38	942.578	9.7e-05
0.39	942.587	9.7e-05
0.4	942.608	9.7e-05
0.41	942.586	9.7e-05
0.42	942.594	9.7e-05
0.43	942.591	9.7e-05
0.44	942.574	9.7e-05
0.45	942.588	9.7e-05
0.46	942.583	9.7e-05
0.47	942.576	9.7e-05
0.48	942.583	9.7e-05
0.49	942.56	9.7e-05
0.5	942.589	9.7e-05
0.51	942.584	9.7e-05
0.52	942.578	9.7e-05
0.53	942.572	9.7e-05
0.54	942.563	9.7e-05
0.55	942.542	9.7e-05
0.56	942.588	9.7e-05
0.57	942.579	9.7e-05
0.58	942.58	9.7e-05
0.59	942.565	9.7e-05
0.6	942.563	9.7e-05
0.61	942.561	9.7e-05
0.62	942.566	9.7e-05
0.63	942.568	9.7e-05
0.64	942.545	9.7e-05
0.65	942.558	9.7e-05
0.66	942.541	9.7e-05
0.67	942.571	9.7e-05
0.68	942.56	9.7e-05
0.69	942.578	9.7e-05
0.7	942.564	9.7e-05
0.71	942.556	9.7e-05
0.72	942.559	9.7e-05
0.73	942.572	9.7e-05
0.74	942.555	9.7e-05
0.75	942.59	9.7e-05
0.76	942.573	9.7e-05
0.77	942.575	9.7e-05
0.78	942.56	9.7e-05
0.79	942.567	9.7e-05
0.8	942.554	9.7e-05
0.81	942.559	9.7e-05
0.82	942.564	9.7e-05
0.83	942.532	9.7e-05
0.84	942.54	9.7e-05
0.85	942.543	9.7e-05
0.86	942.525	9.7e-05
0.87	942.545	9.7e-05
0.88	942.537	9.7e-05
0.89	942.553	9.7e-05
0.9	942.558	9.7e-05
0.91	942.527	9.7e-05
0.92	942.543	9.7e-05
0.93	942.536	9.7e-05
0.94	942.549	9.7e-05
0.95	942.564	9.7e-05
0.96	942.552	9.7e-05
0.97	942.555	9.7e-05
0.98	942.562	9.7e-05
0.99	942.549	9.7e-05
