time	R	I
0.0	913.097	9.7e-05
0.01	913.083	9.7e-05
0.02	913.095	9.7e-05
0.03	913.075	9.7e-05
0.04	913.076	9.7e-05
0.05	913.075	9.7e-05
0.06	913.076	9.7e-05
0.07	913.071	9.7e-05
0.08	913.078	9.7e-05
0.09	913.07	9.7e-05
0.1	913.066	9.7e-05
0.11	913.089	9.7e-05
0.12	913.062	9.7e-05
0.13	913.06	9.7e-05
0.14	913.051	9.7e-05
0.15	913.044	9.7e-05
0.16	913.054	9.7e-05
0.17	913.064	9.7e-05
0.18	913.04	9.7e-05
0.19	913.085	9.7e-05
0.2	913.083	9.7e-05
0.21	913.084	9.7e-05
0.22	913.085	9.7e-05
0.23	913.065	9.7e-05
0.24	913.064	9.7e-05
0.25	913.068	9.7e-05
0.26	913.044	9.7e-05
0.27	913.052	9.7e-05
0.28	913.051	9.7e-05
0.29	913.059	9.7e-05
0.3	913.046	9.7e-05
0.31	913.047	9.7e-05
0.32	913.065	9.7e-05
0.33	913.077	9.7e-05
0.34	913.09	9.7e-05
0.35	913.08	9.7e-05
0.36	913.077	9.7e-05
0.37	913.108	9.7e-05
0.38	913.068	9.7e-05
0.39	913.073	9.7e-05
0.4	913.084	9.7e-05
0.41	913.089	9.7e-05
0.42	913.074	9.7e-05
0.43	913.082	9.7e-05
0.44	913.073	9.7e-05
0.45	913.064	9.7e-05
0.46	913.08	9.7e-05
0.47	913.059	9.7e-05
0.48	913.075	9.7e-05
0.49	913.058	9.7e-05
0.5	913.08	9.7e-05
0.51	913.091	9.7e-05
0.52	913.093	9.7e-05
0.53	913.104	9.7e-05
0.54	913.094	9.7e-05
0.55	913.097	9.7e-05
0.56	913.089	9.7e-05
0.57	913.076	9.7e-05
0.58	913.096	9.7e-05
0.59	913.093	9.7e-05
0.6	913.088	9.7e-05
0.61	913.07	9.7e-05
0.62	913.09	9.7e-05
0.63	913.079	9.7e-05
0.64	913.112	9.7e-05
0.65	913.09	9.7e-05
0.66	913.069	9.7e-05
0.67	913.087	9.7e-05
0.68	913.078	9.7e-05
0.69	913.085	9.7e-05
0.7	913.099	9.7e-05
0.71	913.098	9.7e-05
0.72	913.12	9.7e-05
0.73	913.117	9.7e-05
0.74	913.104	9.7e-05
0.75	913.109	9.7e-05
0.76	913.12	9.7e-05
0.77	913.131	9.7e-05
0.78	913.12	9.7e-05
0.79	913.126	9.7e-05
0.8	913.118	9.7e-05
0.81	913.109	9.7e-05
0.82	913.127	9.7e-05
0.83	913.12	9.7e-05
0.84	913.122	9.7e-05
0.85	913.125	9.7e-05
0.86	913.139	9.7e-05
0.87	913.091	9.7e-05
0.88	913.131	9.7e-05
0.89	913.139	9.7e-05
0.9	913.116	9.7e-05
0.91	913.103	9.7e-05
0.92	913.136	9.7e-05
0.93	913.111	9.7e-05
0.94	913.129	9.7e-05
0.95	913.129	9.7e-05
0.96	913.154	9.7e-05
0.97	913.16	9.7e-05
0.98	913.153	9.7e-05
0.99	913.165	9.7e-05
