V_sipm	I_sipm	R_rtd
20.0	-1.04511e-08	983.3374
20.1	4.55021e-09	983.3581
20.2	5.12182e-09	983.3516
20.3	4.23641e-09	983.3573
20.4	2.04266e-09	983.3447
20.5	5.19495e-09	983.3389
20.6	3.86724e-09	983.3527
20.7	4.08139e-09	983.337
20.8	4.31788e-09	983.3391
20.9	5.03982e-09	983.3319
21.0	3.76946e-09	983.3527
21.1	3.9275e-09	983.3449
21.2	4.35669e-09	983.3301
21.3	4.07517e-09	983.3361
21.4	3.8864e-09	983.3618
21.5	2.39972e-09	983.3723
21.6	4.02209e-09	983.3619
21.7	3.98154e-09	983.384
21.8	5.15288e-09	983.3536
21.9	3.92946e-09	983.3597
22.0	3.95557e-09	983.3655
22.1	4.38093e-09	983.3411
22.2	4.9636e-09	983.368
22.3	3.93379e-09	983.3676
22.4	4.2253e-09	983.3643
22.5	5.1105e-09	983.3792
22.6	2.29325e-09	983.3571
22.7	4.73261e-09	983.395
22.8	4.56007e-09	983.3698
22.9	3.90323e-09	983.3683
23.0	4.01493e-09	983.3727
23.1	4.99927e-09	983.3605
23.2	4.44489e-09	983.3685
23.3	4.03296e-09	983.3854
23.4	5.51298e-09	983.3919
23.5	4.68955e-09	983.387
23.6	4.11479e-09	983.3727
23.7	2.62134e-09	983.3798
23.8	4.95991e-09	983.3732
23.9	4.18767e-09	983.3655
24.0	4.67041e-09	983.4016
24.1	5.8567e-09	983.3901
24.2	7.16386e-09	983.3838
24.3	2.84708e-08	983.377
24.4	2.12386e-07	983.3947
24.5	6.02058e-07	983.3816
24.6	1.14539e-06	983.3845
24.7	1.86555e-06	983.3873
24.8	2.72072e-06	983.3895
24.9	3.73945e-06	983.3921
25.0	4.84312e-06	983.3883
25.1	6.08424e-06	983.3798
25.2	7.47932e-06	983.3768
25.3	8.9236e-06	983.3956
25.4	1.05598e-05	983.381
25.5	1.22115e-05	983.392
25.6	1.40023e-05	983.3785
25.7	1.58609e-05	983.3848
25.8	1.78108e-05	983.399
25.9	1.98648e-05	983.3962
26.0	2.19387e-05	983.4061
26.1	2.41916e-05	983.3845
26.2	2.64922e-05	983.3973
26.3	2.88843e-05	983.405
26.4	3.12795e-05	983.4065
26.5	3.38337e-05	983.4125
26.6	3.63959e-05	983.416
26.7	3.91523e-05	983.4225
26.8	4.19027e-05	983.4022
26.9	4.4737e-05	983.417
27.0	4.77632e-05	983.4373
27.1	5.07121e-05	983.4303
27.2	5.38589e-05	983.433
27.3	5.70712e-05	983.416
27.4	6.02814e-05	983.4249
27.5	6.36042e-05	983.45
27.6	6.7121e-05	983.4423
27.7	7.08724e-05	983.4473
27.8	7.45473e-05	983.4349
27.9	7.82149e-05	983.4473
28.0	8.2119e-05	983.444
28.1	8.61692e-05	983.433
28.2	9.01873e-05	983.4478
28.3	9.4498e-05	983.4583
28.4	9.88617e-05	983.449
28.5	0.000103439	983.4708
28.6	0.000108114	983.4379
28.7	0.000113209	983.4943
28.8	0.000118102	983.4799
28.9	0.000123307	983.4901
29.0	0.000128662	983.4771
29.1	0.000134092	983.4832
29.2	0.000139697	983.4803
29.3	0.000145753	983.5001
29.4	0.000152117	983.4899
29.5	0.000158426	983.486
29.6	0.000165386	983.4886
29.7	0.000172274	983.4871
29.8	0.000179679	983.4973
29.9	0.000186949	983.4931
