V_sipm	I_sipm	R_rtd
0.01	-1.37162e-10	1049.642
0.02	-9.02104e-10	1049.631
0.03	-8.56924e-10	1049.651
0.04	-1.19863e-09	1049.65
0.05	-1.2471e-09	1049.624
0.06	-1.17617e-09	1049.645
0.07	-8.27014e-10	1049.64
0.08	-7.94017e-10	1049.649
0.09	-9.31287e-10	1049.638
0.1	-1.10837e-09	1049.624
0.11	-1.11171e-09	1049.63
0.12	2.36714e-10	1049.636
0.13	-3.69024e-10	1049.638
0.14	-1.86026e-10	1049.634
0.15	-2.08032e-10	1049.628
0.16	-6.91056e-11	1049.635
0.17	4.59015e-10	1049.624
0.18	9.90152e-10	1049.625
0.19	1.88278e-09	1049.617
0.2	2.51403e-09	1049.633
0.21	3.20309e-09	1049.624
0.22	5.23683e-09	1049.636
0.23	7.6727e-09	1049.639
0.24	9.35994e-09	1049.639
0.25	1.18028e-08	1049.629
0.26	1.51823e-08	1049.613
0.27	2.1519e-08	1049.639
0.28	2.88104e-08	1049.642
0.29	3.81451e-08	1049.633
0.3	5.04984e-08	1049.628
0.31	6.71175e-08	1049.609
0.32	8.90094e-08	1049.636
0.33	1.19315e-07	1049.619
0.34	1.60624e-07	1049.619
0.35	2.17175e-07	1049.614
0.36	2.95963e-07	1049.622
0.37	4.05007e-07	1049.639
0.38	5.58959e-07	1049.613
0.39	7.75479e-07	1049.616
0.4	1.0843e-06	1049.62
0.41	1.52354e-06	1049.602
0.42	2.15412e-06	1049.608
0.43	3.06636e-06	1049.616
0.44	4.38107e-06	1049.618
0.45	6.29521e-06	1049.604
0.46	9.06492e-06	1049.612
0.47	1.30921e-05	1049.625
0.48	1.89458e-05	1049.607
0.49	2.74547e-05	1049.616
0.5	3.96841e-05	1049.615
0.51	5.71588e-05	1049.615
0.52	8.19664e-05	1049.591
0.53	0.000116425	1049.604
0.54	0.000163641	1049.6
0.55	0.000226308	1049.604
0.56	0.000307836	1049.584
0.57	0.000409779	1049.601
0.58	0.000534356	1049.613
0.59	0.000680954	1049.624
0.6	0.000850074	1049.615
0.61	0.00103958	1049.617
0.62	0.00124763	1049.606
0.63	0.00147347	1049.606
0.64	0.00171385	1049.595
0.65	0.00196844	1049.596
0.66	0.0022342	1049.625
0.67	0.00251138	1049.606
0.68	0.00279644	1049.588
0.69	0.00309089	1049.608
0.7	0.00339167	1049.6
0.71	0.00369885	1049.59
0.72	0.00401283	1049.608
0.73	0.00433087	1049.597
0.74	0.00465462	1049.603
0.75	0.00498181	1049.594
0.76	0.00531372	1049.584
0.77	0.0056482	1049.576
0.78	0.00598704	1049.585
0.79	0.00632766	1049.611
0.8	0.00667219	1049.594
0.81	0.00701781	1049.606
0.82	0.00736608	1049.592
0.83	0.00771761	1049.584
0.84	0.00806993	1049.592
0.85	0.00842514	1049.574
0.86	0.00878124	1049.583
0.87	0.00914013	1049.596
0.88	0.00949925	1049.588
0.89	0.00986101	1049.573
0.9	0.0102224	1049.573
0.91	0.0105857	1049.578
0.92	0.0109511	1049.576
0.93	0.0113167	1049.577
0.94	0.0116846	1049.576
0.95	0.012052	1049.58
0.96	0.0124215	1049.573
0.97	0.0127907	1049.582
0.98	0.0131623	1049.578
0.99	0.0135327	1049.565
1.0	0.0139004	1049.582
