V_sipm	I_sipm	R_rtd
0.01	-1.20937e-09	1047.318
0.02	-8.53682e-10	1047.309
0.03	-8.70836e-10	1047.319
0.04	-9.21249e-11	1047.324
0.05	-1.24714e-09	1047.307
0.06	-1.38431e-09	1047.29
0.07	-8.98087e-10	1047.289
0.08	-7.71415e-10	1047.271
0.09	-7.23362e-10	1047.278
0.1	-9.72211e-10	1047.282
0.11	-1.11817e-09	1047.26
0.12	-5.46253e-10	1047.259
0.13	-3.6633e-10	1047.245
0.14	-3.11148e-10	1047.238
0.15	7.70903e-10	1047.242
0.16	-1.90628e-10	1047.248
0.17	2.82145e-10	1047.243
0.18	1.11177e-09	1047.229
0.19	1.65144e-09	1047.225
0.2	2.52767e-09	1047.229
0.21	3.22486e-09	1047.206
0.22	4.31439e-09	1047.216
0.23	6.6283e-09	1047.213
0.24	8.60536e-09	1047.214
0.25	1.05706e-08	1047.206
0.26	1.58608e-08	1047.196
0.27	2.00994e-08	1047.191
0.28	2.69989e-08	1047.19
0.29	3.57494e-08	1047.179
0.3	4.73384e-08	1047.16
0.31	6.28419e-08	1047.158
0.32	8.33145e-08	1047.18
0.33	1.11596e-07	1047.169
0.34	1.50038e-07	1047.151
0.35	2.02731e-07	1047.142
0.36	2.75804e-07	1047.132
0.37	3.77298e-07	1047.142
0.38	5.2011e-07	1047.115
0.39	7.20964e-07	1047.122
0.4	1.0071e-06	1047.116
0.41	1.41411e-06	1047.105
0.42	1.99798e-06	1047.103
0.43	2.8424e-06	1047.115
0.44	4.05954e-06	1047.092
0.45	5.83224e-06	1047.068
0.46	8.39952e-06	1047.093
0.47	1.21366e-05	1047.059
0.48	1.75677e-05	1047.083
0.49	2.54841e-05	1047.061
0.5	3.68834e-05	1047.055
0.51	5.32203e-05	1047.06
0.52	7.64773e-05	1047.038
0.53	0.000108905	1047.038
0.54	0.000153549	1047.028
0.55	0.00021316	1047.036
0.56	0.000291144	1047.016
0.57	0.000389249	1047.02
0.58	0.00050989	1047.018
0.59	0.000652583	1047.006
0.6	0.000818027	1047.025
0.61	0.00100397	1046.985
0.62	0.00120897	1046.981
0.63	0.0014321	1046.962
0.64	0.00166986	1046.967
0.65	0.00192237	1046.962
0.66	0.00218615	1046.974
0.67	0.00246152	1046.953
0.68	0.00274517	1046.938
0.69	0.00303831	1046.948
0.7	0.0033376	1046.938
0.71	0.00364373	1046.934
0.72	0.00395663	1046.918
0.73	0.00427375	1046.912
0.74	0.00459669	1046.894
0.75	0.00492295	1046.896
0.76	0.00525413	1046.898
0.77	0.00558775	1046.878
0.78	0.00592592	1046.881
0.79	0.00626584	1046.889
0.8	0.00660983	1046.863
0.81	0.00695498	1046.866
0.82	0.00730265	1046.848
0.83	0.00765362	1046.844
0.84	0.00800547	1046.835
0.85	0.00836019	1046.846
0.86	0.00871562	1046.814
0.87	0.009074	1046.831
0.88	0.00943219	1046.815
0.89	0.00979379	1046.8
0.9	0.0101545	1046.801
0.91	0.0105173	1046.827
0.92	0.0108822	1046.777
0.93	0.0112472	1046.811
0.94	0.0116147	1046.775
0.95	0.0119819	1046.766
0.96	0.0123507	1046.774
0.97	0.0127193	1046.757
0.98	0.01309	1046.745
0.99	0.0134598	1046.717
1.0	0.0138266	1046.71
