V	I
0.0	-1.19209e-08
0.01	-7.62939e-07
0.02	-6.19888e-07
0.03	-6.67572e-07
0.04	-7.51019e-07
0.05	-5.72205e-07
0.06	-7.39098e-07
0.07	-6.07967e-07
0.08	-7.51019e-07
0.09	-7.62939e-07
0.1	-1.5378e-06
0.11	-5.96046e-07
0.12	-6.4373e-07
0.13	-7.03335e-07
0.14	-7.03335e-07
0.15	-7.03335e-07
0.16	-6.91414e-07
0.17	-5.96046e-07
0.18	-6.91414e-07
0.19	-6.91414e-07
0.2	-9.41753e-07
0.21	-7.86781e-07
0.22	-6.19888e-07
0.23	-6.67572e-07
0.24	-5.96046e-07
0.25	-6.55651e-07
0.26	-6.31809e-07
0.27	-6.19888e-07
0.28	-5.96046e-07
0.29	-6.19888e-07
0.3	-6.91414e-07
0.31	-5.126e-07
0.32	-5.24521e-07
0.33	-3.8147e-07
0.34	-3.09944e-07
0.35	-1.66893e-07
0.36	9.53674e-08
0.37	3.09944e-07
0.38	5.84126e-07
0.39	1.01328e-06
0.4	1.49012e-06
0.41	2.5034e-06
0.42	3.79086e-06
0.43	5.48363e-06
0.44	8.2016e-06
0.45	1.18613e-05
0.46	1.69396e-05
0.47	2.43068e-05
0.48	3.45707e-05
0.49	4.94123e-05
0.5	7.01189e-05
0.51	9.87768e-05
0.52	0.00013808
0.53	0.000190842
0.54	0.000260127
0.55	0.000348485
0.56	0.000457859
0.57	0.000589561
0.58	0.000744426
0.59	0.000920701
0.6	0.00111768
0.61	0.00133468
0.62	0.00156801
0.63	0.00181695
0.64	0.00208045
0.65	0.00235559
0.66	0.00264126
0.67	0.00293766
0.68	0.00324172
0.69	0.00355301
0.7	0.00387235
0.71	0.0041967
0.72	0.00452667
0.73	0.00486262
0.74	0.00520211
0.75	0.00554553
0.76	0.00589414
0.77	0.0062449
0.78	0.00659878
0.79	0.00695714
0.8	0.00731671
0.81	0.00768
0.82	0.00804461
0.83	0.00841153
0.84	0.00878167
0.85	0.00915211
0.86	0.00952489
0.87	0.00990033
0.88	0.0102764
0.89	0.0106537
0.9	0.0110341
0.91	0.0114143
0.92	0.011796
0.93	0.01218
0.94	0.0125642
0.95	0.0129494
0.96	0.013337
0.97	0.0137242
0.98	0.0141127
0.99	0.0145032
