V	I
0.0	2.38419e-08
0.01	-6.4373e-07
0.02	-5.96046e-07
0.03	-6.31809e-07
0.04	-6.07967e-07
0.05	-6.55651e-07
0.06	-5.84126e-07
0.07	-6.19888e-07
0.08	-6.67572e-07
0.09	-6.19888e-07
0.1	-1.40667e-06
0.11	-5.84126e-07
0.12	-6.4373e-07
0.13	-5.72205e-07
0.14	-7.51019e-07
0.15	-5.84126e-07
0.16	-6.91414e-07
0.17	-5.96046e-07
0.18	-6.4373e-07
0.19	-5.48363e-07
0.2	-8.82149e-07
0.21	-5.60284e-07
0.22	-5.96046e-07
0.23	-5.84126e-07
0.24	-5.60284e-07
0.25	-6.19888e-07
0.26	-6.79493e-07
0.27	-5.96046e-07
0.28	-5.126e-07
0.29	-5.96046e-07
0.3	-6.07967e-07
0.31	-3.8147e-07
0.32	-4.05312e-07
0.33	-4.41074e-07
0.34	-3.33786e-07
0.35	-2.02656e-07
0.36	-1.3113e-07
0.37	8.34465e-08
0.38	3.45707e-07
0.39	5.84126e-07
0.4	1.12057e-06
0.41	1.70469e-06
0.42	2.67029e-06
0.43	4.00543e-06
0.44	5.90086e-06
0.45	8.83341e-06
0.46	1.2815e-05
0.47	1.84298e-05
0.48	2.64049e-05
0.49	3.77774e-05
0.5	5.40257e-05
0.51	7.68542e-05
0.52	0.000108433
0.53	0.000151658
0.54	0.000209367
0.55	0.000284886
0.56	0.000379992
0.57	0.000497043
0.58	0.00063746
0.59	0.00080018
0.6	0.000984383
0.61	0.00118964
0.62	0.00141281
0.63	0.00165281
0.64	0.00190831
0.65	0.00217661
0.66	0.00245607
0.67	0.0027469
0.68	0.00304614
0.69	0.00335335
0.7	0.00366883
0.71	0.00398978
0.72	0.00431659
0.73	0.0046497
0.74	0.00498635
0.75	0.00532734
0.76	0.00567381
0.77	0.00602238
0.78	0.00637426
0.79	0.00673074
0.8	0.00708854
0.81	0.00745026
0.82	0.007813
0.83	0.00817847
0.84	0.00854701
0.85	0.00891618
0.86	0.00928754
0.87	0.00966176
0.88	0.0100361
0.89	0.0104124
0.9	0.0107914
0.91	0.0111704
0.92	0.0115509
0.93	0.0119339
0.94	0.0123172
0.95	0.0127011
0.96	0.0130875
0.97	0.0134738
0.98	0.0138612
0.99	0.0142506
