V	I
0.0	-5.96046e-08
0.01	-6.67572e-07
0.02	-5.24521e-07
0.03	-5.84126e-07
0.04	-6.91414e-07
0.05	-6.55651e-07
0.06	-5.60284e-07
0.07	-5.72205e-07
0.08	-5.96046e-07
0.09	-5.00679e-07
0.1	-1.41859e-06
0.11	-4.88758e-07
0.12	-5.60284e-07
0.13	-5.36442e-07
0.14	-5.96046e-07
0.15	-5.96046e-07
0.16	-5.96046e-07
0.17	-6.19888e-07
0.18	-6.31809e-07
0.19	-5.84126e-07
0.2	-8.10623e-07
0.21	-6.19888e-07
0.22	-6.67572e-07
0.23	-6.31809e-07
0.24	-4.52995e-07
0.25	-5.72205e-07
0.26	-5.60284e-07
0.27	-5.24521e-07
0.28	-5.48363e-07
0.29	-4.05312e-07
0.3	-5.00679e-07
0.31	-3.09944e-07
0.32	-2.74181e-07
0.33	-2.38419e-07
0.34	-2.38419e-08
0.35	1.43051e-07
0.36	4.17233e-07
0.37	7.62939e-07
0.38	1.20401e-06
0.39	1.91927e-06
0.4	2.89679e-06
0.41	4.31538e-06
0.42	6.25849e-06
0.43	9.2864e-06
0.44	1.32442e-05
0.45	1.87039e-05
0.46	2.65241e-05
0.47	3.75628e-05
0.48	5.31673e-05
0.49	7.48277e-05
0.5	0.000104821
0.51	0.000145328
0.52	0.000199318
0.53	0.000270069
0.54	0.000359356
0.55	0.000469863
0.56	0.000601971
0.57	0.000756252
0.58	0.000932837
0.59	0.00112926
0.6	0.00134424
0.61	0.00157738
0.62	0.00182527
0.63	0.00208671
0.64	0.00236139
0.65	0.00264601
0.66	0.00294005
0.67	0.00324407
0.68	0.00355439
0.69	0.00387164
0.7	0.00419619
0.71	0.00452507
0.72	0.00485917
0.73	0.00519882
0.74	0.00554173
0.75	0.00588824
0.76	0.00623983
0.77	0.00659317
0.78	0.00694945
0.79	0.00731026
0.8	0.00767205
0.81	0.00803738
0.82	0.0084037
0.83	0.00877246
0.84	0.00914409
0.85	0.00951625
0.86	0.0098905
0.87	0.0102677
0.88	0.010645
0.89	0.0110237
0.9	0.0114055
0.91	0.011787
0.92	0.0121699
0.93	0.0125553
0.94	0.0129406
0.95	0.0133269
0.96	0.0137155
0.97	0.0141039
0.98	0.0144935
0.99	0.0148852
