V_sipm	I_sipm	R_rtd
0.01	-8.27229e-10	949.0808
0.02	-1.05224e-09	949.0798
0.03	-8.89611e-10	949.0568
0.04	-1.1039e-09	949.0632
0.05	-7.2341e-10	949.0518
0.06	-7.43401e-10	949.0539
0.07	-1.08298e-09	949.0615
0.08	-9.46176e-10	949.0726
0.09	-7.04479e-10	949.0621
0.1	-7.30872e-10	949.0568
0.11	4.04477e-11	949.0651
0.12	-1.04283e-09	949.0747
0.13	-1.22539e-09	949.0692
0.14	-7.29811e-10	949.0712
0.15	-6.67727e-10	949.0609
0.16	-5.33915e-10	949.0411
0.17	-6.34205e-10	949.0556
0.18	-3.75783e-10	949.0601
0.19	-3.84188e-10	949.0592
0.2	-5.46479e-10	949.0532
0.21	-8.63075e-11	949.0505
0.22	1.051e-09	949.0505
0.23	5.82504e-10	949.0695
0.24	8.78966e-10	949.0553
0.25	1.02206e-09	949.0585
0.26	1.64735e-09	949.0499
0.27	2.95467e-09	949.062
0.28	4.22767e-09	949.043
0.29	5.39801e-09	949.0481
0.3	6.78856e-09	949.0528
0.31	1.04019e-08	949.05
0.32	1.38101e-08	949.0519
0.33	1.89106e-08	949.0411
0.34	2.4034e-08	949.0496
0.35	3.2833e-08	949.0352
0.36	4.41216e-08	949.0472
0.37	5.93797e-08	949.042
0.38	8.00373e-08	949.0428
0.39	1.09761e-07	949.0367
0.4	1.50262e-07	949.0317
0.41	2.07018e-07	949.0462
0.42	2.87532e-07	949.0383
0.43	4.03173e-07	949.0448
0.44	5.69148e-07	949.0315
0.45	8.11332e-07	949.032
0.46	1.16409e-06	949.0368
0.47	1.68533e-06	949.0588
0.48	2.45395e-06	949.0494
0.49	3.60175e-06	949.0422
0.5	5.30812e-06	949.0567
0.51	7.86035e-06	949.0522
0.52	1.16788e-05	949.0439
0.53	1.74047e-05	949.0498
0.54	2.59805e-05	949.0299
0.55	3.8667e-05	949.0365
0.56	5.73806e-05	949.0264
0.57	8.44174e-05	949.0472
0.58	0.000122994	949.034
0.59	0.000176304	949.036
0.6	0.000248219	949.0352
0.61	0.000341212	949.0261
0.62	0.00045753	949.0301
0.63	0.000598404	949.0182
0.64	0.00076237	949.0417
0.65	0.000949159	949.0222
0.66	0.00115552	949.0179
0.67	0.00138071	949.0039
0.68	0.00162085	949.0039
0.69	0.00187558	949.0257
0.7	0.00214156	949.0297
0.71	0.00241799	949.0278
0.72	0.00270457	949.02
0.73	0.00299835	949.015
0.74	0.00330018	949.0165
0.75	0.00360713	949.0063
0.76	0.00392084	948.9997
0.77	0.00423848	949.0153
0.78	0.00456174	949.0134
0.79	0.00488785	949.0046
0.8	0.00521884	949.0197
0.81	0.00555178	949.0325
0.82	0.00588802	949.011
0.83	0.00622818	949.0273
0.84	0.00656939	948.9935
0.85	0.00691429	949.0054
0.86	0.00726011	949.0116
0.87	0.00760922	949.0251
0.88	0.00795887	948.9958
0.89	0.00831162	948.9932
0.9	0.00866449	949.0084
0.91	0.00901893	948.9806
0.92	0.00937596	949.0041
0.93	0.00973321	948.9983
0.94	0.0100923	949.0015
0.95	0.0104518	949.023
0.96	0.0108135	949.0142
0.97	0.0111748	949.0159
0.98	0.0115384	948.9952
0.99	0.0119009	949.0138
1.0	0.0122617	948.9965
