N	R	I
0	999.2	9.7e-05
1	999.186	9.7e-05
2	999.197	9.7e-05
3	999.192	9.7e-05
4	999.215	9.7e-05
5	999.184	9.7e-05
6	999.223	9.7e-05
7	999.221	9.7e-05
8	999.194	9.7e-05
9	999.192	9.7e-05
10	999.171	9.7e-05
11	999.193	9.7e-05
12	999.212	9.7e-05
13	999.216	9.7e-05
14	999.208	9.7e-05
15	999.206	9.7e-05
16	999.208	9.7e-05
17	999.221	9.7e-05
18	999.211	9.7e-05
19	999.205	9.7e-05
20	999.195	9.7e-05
21	999.226	9.7e-05
22	999.2	9.7e-05
23	999.211	9.7e-05
24	999.204	9.7e-05
25	999.21	9.7e-05
26	999.214	9.7e-05
27	999.214	9.7e-05
28	999.198	9.7e-05
29	999.205	9.7e-05
30	999.228	9.7e-05
31	999.226	9.7e-05
32	999.223	9.7e-05
33	999.229	9.7e-05
34	999.222	9.7e-05
35	999.244	9.7e-05
36	999.226	9.7e-05
37	999.24	9.7e-05
38	999.196	9.7e-05
39	999.214	9.7e-05
40	999.218	9.7e-05
41	999.225	9.7e-05
42	999.215	9.7e-05
43	999.221	9.7e-05
44	999.202	9.7e-05
45	999.224	9.7e-05
46	999.218	9.7e-05
47	999.225	9.7e-05
48	999.198	9.7e-05
49	999.22	9.7e-05
50	999.223	9.7e-05
51	999.231	9.7e-05
52	999.23	9.7e-05
53	999.186	9.7e-05
54	999.227	9.7e-05
55	999.227	9.7e-05
56	999.224	9.7e-05
57	999.224	9.7e-05
58	999.215	9.7e-05
59	999.222	9.7e-05
60	999.211	9.7e-05
61	999.223	9.7e-05
62	999.199	9.7e-05
63	999.228	9.7e-05
64	999.242	9.7e-05
65	999.245	9.7e-05
66	999.25	9.7e-05
67	999.247	9.7e-05
68	999.245	9.7e-05
69	999.236	9.7e-05
70	999.229	9.7e-05
71	999.259	9.7e-05
72	999.255	9.7e-05
73	999.229	9.7e-05
74	999.229	9.7e-05
75	999.256	9.7e-05
76	999.255	9.7e-05
77	999.257	9.7e-05
78	999.23	9.7e-05
79	999.253	9.7e-05
80	999.237	9.7e-05
81	999.232	9.7e-05
82	999.248	9.7e-05
83	999.236	9.7e-05
84	999.243	9.7e-05
85	999.242	9.7e-05
86	999.242	9.7e-05
87	999.258	9.7e-05
88	999.261	9.7e-05
89	999.258	9.7e-05
90	999.262	9.7e-05
91	999.254	9.7e-05
92	999.242	9.7e-05
93	999.24	9.7e-05
94	999.272	9.7e-05
95	999.245	9.7e-05
96	999.261	9.7e-05
97	999.281	9.7e-05
98	999.273	9.7e-05
99	999.253	9.7e-05
