V_sipm	I_sipm	R_rtd
0.01	-1.25802e-09	998.4918
0.02	-1.00918e-09	998.5242
0.03	-9.98843e-10	998.496
0.04	-6.36697e-10	998.4855
0.05	-1.18828e-09	998.5035
0.06	-1.03518e-09	998.501
0.07	-1.02251e-09	998.5129
0.08	-1.13571e-09	998.5103
0.09	-1.22354e-09	998.5114
0.1	-1.05189e-09	998.5224
0.11	-9.2994e-10	998.5035
0.12	-9.33015e-10	998.4861
0.13	-1.20469e-09	998.5236
0.14	-9.07266e-10	998.5184
0.15	-2.92695e-10	998.4984
0.16	-9.12976e-10	998.5234
0.17	-6.66106e-10	998.5228
0.18	-5.59878e-10	998.5007
0.19	-4.60923e-10	998.5223
0.2	-1.60956e-10	998.5156
0.21	1.05667e-10	998.5223
0.22	5.84102e-10	998.5211
0.23	8.41868e-10	998.5134
0.24	1.55928e-09	998.5223
0.25	2.37693e-09	998.5239
0.26	3.83989e-09	998.517
0.27	4.84364e-09	998.5066
0.28	6.70774e-09	998.5214
0.29	9.38715e-09	998.5014
0.3	1.23958e-08	998.5184
0.31	1.69716e-08	998.5089
0.32	2.20871e-08	998.4888
0.33	2.96007e-08	998.5062
0.34	4.00267e-08	998.4918
0.35	5.36875e-08	998.4938
0.36	7.23283e-08	998.5187
0.37	9.68447e-08	998.5239
0.38	1.31829e-07	998.5185
0.39	1.80172e-07	998.5132
0.4	2.4818e-07	998.5093
0.41	3.44004e-07	998.5007
0.42	4.80661e-07	998.4961
0.43	6.77437e-07	998.4999
0.44	9.60996e-07	998.5011
0.45	1.37531e-06	998.5162
0.46	1.97916e-06	998.4949
0.47	2.87108e-06	998.4965
0.48	4.1834e-06	998.509
0.49	6.1359e-06	998.4879
0.5	9.02253e-06	998.5014
0.51	1.32992e-05	998.4904
0.52	1.9683e-05	998.4967
0.53	2.90933e-05	998.4727
0.54	4.2968e-05	998.4768
0.55	6.30955e-05	998.496
0.56	9.20636e-05	998.4845
0.57	0.000132654	998.4779
0.58	0.000188539	998.4777
0.59	0.000262623	998.4713
0.6	0.000358308	998.4873
0.61	0.000476727	998.4754
0.62	0.000618789	998.4677
0.63	0.000784556	998.4768
0.64	0.000971462	998.4843
0.65	0.00117916	998.4556
0.66	0.0014037	998.473
0.67	0.00164487	998.4438
0.68	0.00189874	998.4581
0.69	0.00216583	998.4625
0.7	0.00244221	998.447
0.71	0.00272803	998.4518
0.72	0.00302288	998.4332
0.73	0.00332375	998.4436
0.74	0.00363204	998.4409
0.75	0.00394491	998.4276
0.76	0.00426401	998.4236
0.77	0.00458651	998.4324
0.78	0.00491433	998.424
0.79	0.00524461	998.4327
0.8	0.00557951	998.4176
0.81	0.00591611	998.3952
0.82	0.00625568	998.434
0.83	0.00659924	998.4016
0.84	0.00694375	998.4267
0.85	0.00729163	998.3896
0.86	0.00764038	998.4017
0.87	0.0079923	998.3868
0.88	0.00834466	998.3939
0.89	0.0086998	998.3842
0.9	0.00905537	998.399
0.91	0.00941228	998.3755
0.92	0.00977178	998.3975
0.93	0.010131	998.3701
0.94	0.0104931	998.3866
0.95	0.0108548	998.3758
0.96	0.0112186	998.3665
0.97	0.0115823	998.3837
0.98	0.0119483	998.3611
0.99	0.0123131	998.3679
1.0	0.0126763	998.3635
