V_sipm	I_sipm	R_rtd
0.01	-1.06086e-09	1035.629
0.02	-9.07147e-10	1035.618
0.03	-8.90529e-10	1035.609
0.04	-1.03197e-09	1035.635
0.05	-9.88328e-10	1035.617
0.06	-9.95922e-10	1035.632
0.07	-8.56149e-10	1035.604
0.08	-5.33104e-10	1035.622
0.09	-9.94682e-10	1035.604
0.1	-8.59702e-10	1035.632
0.11	-9.31811e-10	1035.609
0.12	-6.99985e-10	1035.601
0.13	-8.22139e-10	1035.606
0.14	-6.22237e-10	1035.612
0.15	-4.16172e-10	1035.604
0.16	-3.11315e-10	1035.591
0.17	-3.89218e-11	1035.595
0.18	6.35755e-10	1035.587
0.19	7.47359e-10	1035.595
0.2	1.20893e-09	1035.589
0.21	1.77852e-09	1035.584
0.22	2.8209e-09	1035.589
0.23	3.96332e-09	1035.572
0.24	5.17583e-09	1035.588
0.25	7.24237e-09	1035.579
0.26	9.89546e-09	1035.564
0.27	1.32771e-08	1035.566
0.28	1.75422e-08	1035.566
0.29	2.34007e-08	1035.557
0.3	3.10159e-08	1035.559
0.31	4.11445e-08	1035.541
0.32	5.47419e-08	1035.556
0.33	7.31713e-08	1035.541
0.34	9.73541e-08	1035.551
0.35	1.31019e-07	1035.547
0.36	1.77411e-07	1035.549
0.37	2.41578e-07	1035.529
0.38	3.31185e-07	1035.521
0.39	4.57125e-07	1035.543
0.4	6.36108e-07	1035.542
0.41	8.89763e-07	1035.521
0.42	1.25352e-06	1035.502
0.43	1.77945e-06	1035.51
0.44	2.53818e-06	1035.531
0.45	3.6455e-06	1035.5
0.46	5.2556e-06	1035.512
0.47	7.61802e-06	1035.521
0.48	1.1053e-05	1035.506
0.49	1.61192e-05	1035.486
0.5	2.35049e-05	1035.512
0.51	3.42345e-05	1035.484
0.52	4.97989e-05	1035.483
0.53	7.19863e-05	1035.493
0.54	0.000103384	1035.492
0.55	0.000146649	1035.49
0.56	0.000205284	1035.508
0.57	0.000281866	1035.499
0.58	0.000379559	1035.519
0.59	0.00049921	1035.505
0.6	0.0006424	1035.498
0.61	0.000807432	1035.503
0.62	0.000993649	1035.529
0.63	0.00120014	1035.522
0.64	0.00142337	1035.503
0.65	0.0016631	1035.53
0.66	0.00191575	1035.519
0.67	0.00218144	1035.494
0.68	0.00245661	1035.526
0.69	0.00274231	1035.51
0.7	0.00303501	1035.505
0.71	0.00333525	1035.503
0.72	0.0036428	1035.505
0.73	0.00395533	1035.492
0.74	0.00427401	1035.504
0.75	0.00459638	1035.494
0.76	0.00492393	1035.495
0.77	0.00525439	1035.485
0.78	0.00558965	1035.465
0.79	0.0059268	1035.48
0.8	0.00626805	1035.473
0.81	0.00661063	1035.486
0.82	0.00695593	1035.47
0.83	0.00730484	1035.48
0.84	0.00765457	1035.471
0.85	0.00800738	1035.481
0.86	0.0083609	1035.471
0.87	0.0087175	1035.47
0.88	0.00907416	1035.476
0.89	0.00943384	1035.464
0.9	0.00979358	1035.469
0.91	0.0101543	1035.466
0.92	0.0105178	1035.463
0.93	0.0108815	1035.463
0.94	0.0112473	1035.465
0.95	0.0116128	1035.457
0.96	0.0119806	1035.461
0.97	0.012348	1035.468
0.98	0.0127174	1035.465
0.99	0.0130861	1035.47
1.0	0.0134522	1035.463
