time	R	I
0.0	989.065	9.7e-05
0.01	989.073	9.7e-05
0.02	989.083	9.7e-05
0.03	989.08	9.7e-05
0.04	989.062	9.7e-05
0.05	989.061	9.7e-05
0.06	989.068	9.7e-05
0.07	989.06	9.7e-05
0.08	989.059	9.7e-05
0.09	989.052	9.7e-05
0.1	989.062	9.7e-05
0.11	989.064	9.7e-05
0.12	989.06	9.7e-05
0.13	989.037	9.7e-05
0.14	989.046	9.7e-05
0.15	989.059	9.7e-05
0.16	989.082	9.7e-05
0.17	989.058	9.7e-05
0.18	989.06	9.7e-05
0.19	989.036	9.7e-05
0.2	989.042	9.7e-05
0.21	989.063	9.7e-05
0.22	989.065	9.7e-05
0.23	989.047	9.7e-05
0.24	989.06	9.7e-05
0.25	989.076	9.7e-05
0.26	989.052	9.7e-05
0.27	989.051	9.7e-05
0.28	989.024	9.7e-05
0.29	989.057	9.7e-05
0.3	989.048	9.7e-05
0.31	989.048	9.7e-05
0.32	989.036	9.7e-05
0.33	989.064	9.7e-05
0.34	989.059	9.7e-05
0.35	989.068	9.7e-05
0.36	989.069	9.7e-05
0.37	989.066	9.7e-05
0.38	989.055	9.7e-05
0.39	989.068	9.7e-05
0.4	989.066	9.7e-05
0.41	989.06	9.7e-05
0.42	989.071	9.7e-05
0.43	989.071	9.7e-05
0.44	989.064	9.7e-05
0.45	989.094	9.7e-05
0.46	989.085	9.7e-05
0.47	989.083	9.7e-05
0.48	989.062	9.7e-05
0.49	989.085	9.7e-05
0.5	989.104	9.7e-05
0.51	989.108	9.7e-05
0.52	989.103	9.7e-05
0.53	989.099	9.7e-05
0.54	989.072	9.7e-05
0.55	989.052	9.7e-05
0.56	989.068	9.7e-05
0.57	989.081	9.7e-05
0.58	989.091	9.7e-05
0.59	989.094	9.7e-05
0.6	989.1	9.7e-05
0.61	989.074	9.7e-05
0.62	989.089	9.7e-05
0.63	989.063	9.7e-05
0.64	989.077	9.7e-05
0.65	989.079	9.7e-05
0.66	989.071	9.7e-05
0.67	989.081	9.7e-05
0.68	989.066	9.7e-05
0.69	989.072	9.7e-05
0.7	989.081	9.7e-05
0.71	989.106	9.7e-05
0.72	989.096	9.7e-05
0.73	989.07	9.7e-05
0.74	989.054	9.7e-05
0.75	989.094	9.7e-05
0.76	989.102	9.7e-05
0.77	989.086	9.7e-05
0.78	989.101	9.7e-05
0.79	989.124	9.7e-05
0.8	989.113	9.7e-05
0.81	989.121	9.7e-05
0.82	989.124	9.7e-05
0.83	989.125	9.7e-05
0.84	989.111	9.7e-05
0.85	989.1	9.7e-05
0.86	989.103	9.7e-05
0.87	989.088	9.7e-05
0.88	989.089	9.7e-05
0.89	989.07	9.7e-05
0.9	989.078	9.7e-05
0.91	989.098	9.7e-05
0.92	989.106	9.7e-05
0.93	989.088	9.7e-05
0.94	989.096	9.7e-05
0.95	989.101	9.7e-05
0.96	989.12	9.7e-05
0.97	989.139	9.7e-05
0.98	989.093	9.7e-05
0.99	989.094	9.7e-05
