0.02500015	23.0	1.18736e-09
0.02500021	23.1	8.44418e-09
0.0250002	23.2	4.09572e-09
0.02500022	23.3	4.5091e-09
0.02500021	23.4	4.68553e-09
0.02500016	23.5	5.09121e-09
0.02500024	23.6	7.08694e-09
0.02500016	23.7	1.38522e-08
0.02500017	23.8	1.31232e-07
0.02500015	23.9	6.79131e-07
0.02500019	24.0	1.6418e-06
0.02500024	24.1	2.93528e-06
0.0250002	24.2	4.62779e-06
0.02500016	24.3	6.61234e-06
0.0250002	24.4	8.9823e-06
0.02500022	24.5	1.15776e-05
0.02500018	24.6	1.45797e-05
0.02500022	24.7	1.77399e-05
0.02500019	24.8	2.13203e-05
0.02500023	24.9	2.50496e-05
0.02500018	25.0	2.90496e-05
0.02500023	25.1	3.3413e-05
0.02500014	25.2	3.79226e-05
0.02500015	25.3	4.28154e-05
0.02500019	25.4	4.78015e-05
0.0250002	25.5	5.32298e-05
0.02500022	25.6	5.86797e-05
0.02500018	25.7	6.46638e-05
0.02500019	25.8	7.06124e-05
0.02500023	25.9	7.70823e-05
0.02500022	26.0	8.34731e-05
0.0250002	26.1	9.01589e-05
0.02500023	26.2	9.7409e-05
0.02500021	26.3	0.000104729
0.0250002	26.4	0.000112357
0.02500018	26.5	0.000120259
0.02500019	26.6	0.000128441
0.02500023	26.7	0.000136873
0.0250002	26.8	0.000145726
0.0250002	26.9	0.000154665
0.02500021	27.0	0.000164032
0.02500019	27.1	0.000173727
0.0250002	27.2	0.000183721
0.02500017	27.3	0.000194209
0.02500023	27.4	0.000204722
0.02500022	27.5	0.000216063
0.02500021	27.6	0.000227468
0.02500024	27.7	0.000239608
0.02500024	27.8	0.00025159
0.02500023	27.9	0.000264501
0.02500021	28.0	0.00027769
0.0250002	28.1	0.000291201
0.02500018	28.2	0.000305456
0.02500023	28.3	0.000319883
0.0250002	28.4	0.000335628
0.02500022	28.5	0.000351451
0.0250002	28.6	0.000367701
0.02500013	28.7	0.000384767
0.02500018	28.8	0.000403025
0.02500013	28.9	0.000420912
0.02500019	29.0	0.000440228
0.02500021	29.1	0.000460573
0.0250002	29.2	0.000480799
0.02500021	29.3	0.00050257
0.02500022	29.4	0.000525671
0.02500022	29.5	0.000549531
0.02500021	29.6	0.00057389
0.02500027	29.7	0.000600676
0.02500023	29.8	0.000627064
0.02500021	29.9	0.000656136
0.02500022	29.9	0.000656179
0.0250002	29.8	0.000626768
0.0250002	29.7	0.000600422
0.02500022	29.6	0.00057447
0.02500021	29.5	0.000549838
0.02500013	29.4	0.000525148
0.02500023	29.3	0.000503222
0.02500022	29.2	0.000481095
0.02500016	29.1	0.000460245
0.02500021	29.0	0.000440852
0.0250002	28.9	0.000421786
0.02500016	28.8	0.000402911
0.02500022	28.7	0.00038467
0.0250002	28.6	0.000367981
0.02500022	28.5	0.000351245
0.02500015	28.4	0.000336067
0.02500017	28.3	0.000320043
0.02500018	28.2	0.000305841
0.02500016	28.1	0.000291263
0.02500013	28.0	0.000277868
0.0250002	27.9	0.000264914
0.02500014	27.8	0.000251662
0.02500023	27.7	0.00023941
0.0250002	27.6	0.000227541
0.0250002	27.5	0.000216123
0.02500022	27.4	0.000204981
0.02500022	27.3	0.000194337
0.02500019	27.2	0.000183631
0.0250002	27.1	0.000173722
0.02500025	27.0	0.000163664
0.02500022	26.9	0.000154535
0.02500021	26.8	0.00014572
0.02500024	26.7	0.000136739
0.02500022	26.6	0.000128429
0.02500023	26.5	0.000119944
0.02500021	26.4	0.000112176
0.02500019	26.3	0.000104415
0.0250002	26.2	9.72147e-05
0.02500026	26.1	8.99607e-05
0.0250002	26.0	8.32292e-05
0.02500024	25.9	7.67646e-05
0.0250002	25.8	7.03423e-05
0.02500025	25.7	6.43257e-05
0.02500024	25.6	5.84738e-05
0.02500028	25.5	5.29013e-05
0.02500024	25.4	4.75375e-05
0.02500023	25.3	4.24991e-05
0.02500024	25.2	3.76054e-05
0.02500026	25.1	3.31725e-05
0.0250002	25.0	2.87217e-05
0.02500024	24.9	2.47664e-05
0.02500018	24.8	2.10182e-05
0.02500017	24.7	1.74462e-05
0.02500021	24.6	1.43107e-05
0.02500021	24.5	1.13326e-05
0.02500023	24.4	8.7571e-06
0.02500017	24.3	6.39169e-06
0.02500024	24.2	4.43172e-06
0.02500019	24.1	2.77523e-06
0.02500026	24.0	1.51701e-06
0.02500021	23.9	5.94969e-07
0.02500024	23.8	9.69624e-08
0.02500022	23.7	1.1281e-08
0.02500018	23.6	5.30148e-10
0.02500018	23.5	-2.11458e-09
0.02500019	23.4	-6.02806e-10
0.02500022	23.3	-1.56407e-09
0.02500021	23.2	-1.4308e-09
0.02500018	23.1	-1.68076e-09
0.02500021	23.0	-2.2295e-09
