time	R	I
0.0	913.691	9.7e-05
0.01	913.657	9.7e-05
0.02	913.68	9.7e-05
0.03	913.661	9.7e-05
0.04	913.644	9.7e-05
0.05	913.656	9.7e-05
0.06	913.653	9.7e-05
0.07	913.659	9.7e-05
0.08	913.681	9.7e-05
0.09	913.666	9.7e-05
0.1	913.688	9.7e-05
0.11	913.653	9.7e-05
0.12	913.652	9.7e-05
0.13	913.646	9.7e-05
0.14	913.649	9.7e-05
0.15	913.653	9.7e-05
0.16	913.639	9.7e-05
0.17	913.633	9.7e-05
0.18	913.643	9.7e-05
0.19	913.657	9.7e-05
0.2	913.664	9.7e-05
0.21	913.655	9.7e-05
0.22	913.652	9.7e-05
0.23	913.652	9.7e-05
0.24	913.659	9.7e-05
0.25	913.655	9.7e-05
0.26	913.605	9.7e-05
0.27	913.622	9.7e-05
0.28	913.657	9.7e-05
0.29	913.617	9.7e-05
0.3	913.651	9.7e-05
0.31	913.626	9.7e-05
0.32	913.633	9.7e-05
0.33	913.637	9.7e-05
0.34	913.636	9.7e-05
0.35	913.649	9.7e-05
0.36	913.655	9.7e-05
0.37	913.647	9.7e-05
0.38	913.649	9.7e-05
0.39	913.656	9.7e-05
0.4	913.623	9.7e-05
0.41	913.651	9.7e-05
0.42	913.646	9.7e-05
0.43	913.645	9.7e-05
0.44	913.675	9.7e-05
0.45	913.645	9.7e-05
0.46	913.651	9.7e-05
0.47	913.658	9.7e-05
0.48	913.658	9.7e-05
0.49	913.648	9.7e-05
0.5	913.636	9.7e-05
0.51	913.637	9.7e-05
0.52	913.661	9.7e-05
0.53	913.63	9.7e-05
0.54	913.645	9.7e-05
0.55	913.666	9.7e-05
0.56	913.646	9.7e-05
0.57	913.645	9.7e-05
0.58	913.697	9.7e-05
0.59	913.675	9.7e-05
0.6	913.672	9.7e-05
0.61	913.663	9.7e-05
0.62	913.688	9.7e-05
0.63	913.688	9.7e-05
0.64	913.666	9.7e-05
0.65	913.684	9.7e-05
0.66	913.682	9.7e-05
0.67	913.668	9.7e-05
0.68	913.677	9.7e-05
0.69	913.654	9.7e-05
0.7	913.674	9.7e-05
0.71	913.67	9.7e-05
0.72	913.669	9.7e-05
0.73	913.691	9.7e-05
0.74	913.704	9.7e-05
0.75	913.672	9.7e-05
0.76	913.671	9.7e-05
0.77	913.649	9.7e-05
0.78	913.675	9.7e-05
0.79	913.643	9.7e-05
0.8	913.636	9.7e-05
0.81	913.64	9.7e-05
0.82	913.662	9.7e-05
0.83	913.669	9.7e-05
0.84	913.654	9.7e-05
0.85	913.668	9.7e-05
0.86	913.696	9.7e-05
0.87	913.676	9.7e-05
0.88	913.653	9.7e-05
0.89	913.668	9.7e-05
0.9	913.675	9.7e-05
0.91	913.671	9.7e-05
0.92	913.677	9.7e-05
0.93	913.67	9.7e-05
0.94	913.684	9.7e-05
0.95	913.693	9.7e-05
0.96	913.697	9.7e-05
0.97	913.684	9.7e-05
0.98	913.684	9.7e-05
0.99	913.69	9.7e-05
