V_sipm	I_sipm	V_led	I_led	R_rtd
29.0	2.27279e-06	0.595132	1e-05	1097.426
29.0	2.26129e-06	0.600689	1.21518e-05	1097.421
29.0	2.30866e-06	0.606308	1.47667e-05	1097.43
29.0	2.29086e-06	0.612007	1.79443e-05	1097.416
29.0	2.29912e-06	0.617798	2.18056e-05	1097.434
29.0	2.31753e-06	0.623685	2.64977e-05	1097.42
29.0	2.3716e-06	0.629678	3.21996e-05	1097.432
29.0	2.40343e-06	0.63578	3.91284e-05	1097.44
29.0	2.43026e-06	0.642002	4.75482e-05	1097.425
29.0	2.48311e-06	0.648345	5.77798e-05	1097.423
29.0	2.55336e-06	0.654806	7.02131e-05	1097.432
29.0	2.6249e-06	0.661393	8.53217e-05	1097.43
29.0	2.74422e-06	0.66811	0.000103682	1097.436
29.0	2.9071e-06	0.674947	0.000125992	1097.45
29.0	3.09807e-06	0.6819	0.000153104	1097.435
29.0	3.35938e-06	0.688959	0.000186049	1097.44
29.0	3.71287e-06	0.696126	0.000226083	1097.435
29.0	4.19616e-06	0.703382	0.000274733	1097.442
29.0	4.77805e-06	0.710712	0.000333851	1097.424
29.0	5.54307e-06	0.718119	0.00040569	1097.427
29.0	6.56716e-06	0.725587	0.000492988	1097.426
29.0	7.95315e-06	0.733112	0.00059907	1097.427
29.0	9.73145e-06	0.740689	0.00072798	1097.435
29.0	1.20546e-05	0.748321	0.000884629	1097.433
29.0	1.50551e-05	0.755999	0.00107499	1097.439
29.0	1.88545e-05	0.763771	0.00130631	1097.429
29.0	2.37896e-05	0.771643	0.0015874	1097.417
29.0	3.00997e-05	0.779629	0.00192898	1097.421
29.0	3.82309e-05	0.787786	0.00234407	1097.439
29.0	4.84079e-05	0.796155	0.00284847	1097.44
29.0	6.12118e-05	0.804803	0.00346142	1097.414
29.0	7.72838e-05	0.813814	0.00420626	1097.414
29.0	9.73304e-05	0.823268	0.00511137	1097.443
29.0	0.000122276	0.833287	0.00621125	1097.416
29.0	0.000152949	0.844	0.00754781	1097.431
29.0	0.000190992	0.855553	0.00917197	1097.437
29.0	0.000237647	0.868096	0.0111456	1097.437
29.0	0.000294507	0.881847	0.013544	1097.44
29.0	0.000363925	0.896952	0.0164584	1097.416
29.0	0.000448387	0.913639	0.02	1097.441
29.0	0.000447884	0.913432	0.02	1097.442
29.0	0.00036418	0.896462	0.0164584	1097.431
29.0	0.000294852	0.881221	0.013544	1097.457
29.0	0.000237926	0.867434	0.0111456	1097.447
29.0	0.000191412	0.854884	0.00917197	1097.424
29.0	0.000153104	0.843341	0.00754781	1097.418
29.0	0.00012252	0.832677	0.00621125	1097.43
29.0	9.74502e-05	0.82268	0.00511137	1097.428
29.0	7.72977e-05	0.813255	0.00420626	1097.44
29.0	6.1384e-05	0.804283	0.00346142	1097.437
29.0	4.8498e-05	0.795671	0.00284847	1097.422
29.0	3.82279e-05	0.787333	0.00234407	1097.438
29.0	3.01724e-05	0.779212	0.00192898	1097.415
29.0	2.38583e-05	0.771256	0.0015874	1097.426
29.0	1.89467e-05	0.763413	0.00130631	1097.433
29.0	1.51501e-05	0.755665	0.00107499	1097.446
29.0	1.20823e-05	0.748015	0.000884629	1097.426
29.0	9.80057e-06	0.740401	0.00072798	1097.442
29.0	7.97295e-06	0.732838	0.00059907	1097.43
29.0	6.59197e-06	0.725327	0.000492988	1097.435
29.0	5.58433e-06	0.717876	0.00040569	1097.443
29.0	4.80285e-06	0.710484	0.000333851	1097.44
29.0	4.15692e-06	0.703163	0.000274733	1097.43
29.0	3.72853e-06	0.695923	0.000226083	1097.445
29.0	3.39359e-06	0.688768	0.000186049	1097.425
29.0	3.1551e-06	0.681715	0.000153104	1097.432
29.0	2.92184e-06	0.674769	0.000125992	1097.45
29.0	2.79377e-06	0.66794	0.000103682	1097.443
29.0	2.66973e-06	0.661232	8.53217e-05	1097.451
29.0	2.57856e-06	0.654648	7.02131e-05	1097.444
29.0	2.51422e-06	0.648191	5.77798e-05	1097.426
29.0	2.42245e-06	0.641849	4.75482e-05	1097.472
29.0	2.38903e-06	0.635638	3.91284e-05	1097.462
29.0	2.36807e-06	0.629536	3.21996e-05	1097.455
29.0	2.35379e-06	0.623543	2.64977e-05	1097.448
29.0	2.32547e-06	0.617661	2.18056e-05	1097.443
29.0	2.27829e-06	0.611872	1.79443e-05	1097.447
29.0	2.28277e-06	0.60618	1.47667e-05	1097.451
29.0	2.27861e-06	0.600565	1.21518e-05	1097.443
29.0	2.2375e-06	0.595013	1e-05	1097.433
