V_sipm	I_sipm	V_led	I_led	R_rtd
30.0	3.31854e-06	0.59892	1e-05	1090.646
30.0	3.2824e-06	0.604446	1.21518e-05	1090.641
30.0	3.27194e-06	0.610026	1.47667e-05	1090.648
30.0	3.36259e-06	0.615686	1.79443e-05	1090.658
30.0	3.4187e-06	0.62144	2.18056e-05	1090.643
30.0	3.41251e-06	0.627287	2.64977e-05	1090.662
30.0	3.4029e-06	0.63324	3.21996e-05	1090.649
30.0	3.54068e-06	0.639297	3.91284e-05	1090.648
30.0	3.60633e-06	0.64548	4.75482e-05	1090.646
30.0	3.65029e-06	0.65178	5.77798e-05	1090.653
30.0	3.83391e-06	0.658201	7.02131e-05	1090.647
30.0	4.02118e-06	0.664747	8.53217e-05	1090.67
30.0	4.0862e-06	0.671417	0.000103682	1090.665
30.0	4.41328e-06	0.678212	0.000125992	1090.669
30.0	4.70386e-06	0.685122	0.000153104	1090.67
30.0	5.07819e-06	0.692137	0.000186049	1090.657
30.0	5.56863e-06	0.699253	0.000226083	1090.667
30.0	6.42047e-06	0.706459	0.000274733	1090.668
30.0	7.52456e-06	0.713747	0.000333851	1090.645
30.0	8.71463e-06	0.721112	0.00040569	1090.644
30.0	1.0454e-05	0.72854	0.000492988	1090.649
30.0	1.28116e-05	0.736024	0.00059907	1090.689
30.0	1.54722e-05	0.743562	0.00072798	1090.65
30.0	1.94587e-05	0.751156	0.000884629	1090.669
30.0	2.42469e-05	0.75881	0.00107499	1090.66
30.0	3.06846e-05	0.766552	0.00130631	1090.661
30.0	3.86669e-05	0.774386	0.0015874	1090.655
30.0	4.87414e-05	0.782338	0.00192898	1090.649
30.0	6.20713e-05	0.790469	0.00234407	1090.636
30.0	7.88942e-05	0.798818	0.00284847	1090.65
30.0	9.93472e-05	0.807447	0.00346142	1090.653
30.0	0.0001253	0.81644	0.00420626	1090.666
30.0	0.000159047	0.825887	0.00511137	1090.651
30.0	0.000199321	0.835905	0.00621125	1090.65
30.0	0.000249212	0.846627	0.00754781	1090.667
30.0	0.000310368	0.858188	0.00917197	1090.645
30.0	0.00038624	0.870763	0.0111456	1090.655
30.0	0.000478506	0.884538	0.013544	1090.658
30.0	0.000590765	0.89969	0.0164584	1090.658
30.0	0.000724712	0.916395	0.02	1090.641
30.0	0.000726457	0.916188	0.02	1090.644
30.0	0.000591295	0.899194	0.0164584	1090.644
30.0	0.000479574	0.883921	0.013544	1090.666
30.0	0.000387658	0.870107	0.0111456	1090.641
30.0	0.000312563	0.857526	0.00917197	1090.643
30.0	0.000250752	0.845965	0.00754781	1090.649
30.0	0.000199468	0.835269	0.00621125	1090.651
30.0	0.000159283	0.825284	0.00511137	1090.658
30.0	0.000126615	0.815864	0.00420626	1090.66
30.0	0.000100218	0.806911	0.00346142	1090.65
30.0	7.93725e-05	0.798311	0.00284847	1090.638
30.0	6.2581e-05	0.789993	0.00234407	1090.659
30.0	4.89227e-05	0.781896	0.00192898	1090.642
30.0	3.86569e-05	0.773962	0.0015874	1090.662
30.0	3.06414e-05	0.766154	0.00130631	1090.641
30.0	2.4378e-05	0.758442	0.00107499	1090.644
30.0	1.93671e-05	0.750817	0.000884629	1090.641
30.0	1.55993e-05	0.743238	0.00072798	1090.637
30.0	1.28494e-05	0.735716	0.00059907	1090.642
30.0	1.05466e-05	0.72825	0.000492988	1090.668
30.0	8.92526e-06	0.720835	0.00040569	1090.669
30.0	7.36606e-06	0.713485	0.000333851	1090.641
30.0	6.48204e-06	0.70621	0.000274733	1090.659
30.0	5.74748e-06	0.69901	0.000226083	1090.65
30.0	5.1968e-06	0.691903	0.000186049	1090.645
30.0	4.77018e-06	0.684896	0.000153104	1090.649
30.0	4.39334e-06	0.677992	0.000125992	1090.66
30.0	4.21605e-06	0.671207	0.000103682	1090.646
30.0	3.89591e-06	0.664546	8.53217e-05	1090.646
30.0	3.78978e-06	0.658002	7.02131e-05	1090.667
30.0	3.71919e-06	0.651586	5.77798e-05	1090.648
30.0	3.60788e-06	0.645295	4.75482e-05	1090.656
30.0	3.47848e-06	0.639114	3.91284e-05	1090.644
30.0	3.52549e-06	0.63306	3.21996e-05	1090.657
30.0	3.42265e-06	0.627111	2.64977e-05	1090.66
30.0	3.42085e-06	0.621268	2.18056e-05	1090.66
30.0	3.47304e-06	0.615515	1.79443e-05	1090.655
30.0	3.36623e-06	0.609862	1.47667e-05	1090.664
30.0	3.42467e-06	0.604284	1.21518e-05	1090.675
30.0	3.37089e-06	0.598761	1e-05	1090.654
