V_sipm	I_sipm	V_led	I_led	R_rtd
30.0	3.48845e-06	0.597732	1e-05	1092.775
30.0	3.44582e-06	0.603268	1.21518e-05	1092.771
30.0	3.52173e-06	0.608857	1.47667e-05	1092.771
30.0	3.52456e-06	0.614531	1.79443e-05	1092.783
30.0	3.55899e-06	0.620302	2.18056e-05	1092.774
30.0	3.55222e-06	0.626166	2.64977e-05	1092.794
30.0	3.60893e-06	0.63213	3.21996e-05	1092.768
30.0	3.68968e-06	0.638213	3.91284e-05	1092.768
30.0	3.74702e-06	0.644407	4.75482e-05	1092.773
30.0	3.84673e-06	0.650718	5.77798e-05	1092.768
30.0	3.95384e-06	0.657158	7.02131e-05	1092.772
30.0	4.11949e-06	0.66372	8.53217e-05	1092.768
30.0	4.26328e-06	0.670402	0.000103682	1092.756
30.0	4.50994e-06	0.677214	0.000125992	1092.765
30.0	4.83137e-06	0.684138	0.000153104	1092.786
30.0	5.30809e-06	0.691164	0.000186049	1092.771
30.0	5.85467e-06	0.698297	0.000226083	1092.748
30.0	6.6133e-06	0.70552	0.000274733	1092.758
30.0	7.62299e-06	0.712827	0.000333851	1092.758
30.0	8.84125e-06	0.720206	0.00040569	1092.763
30.0	1.06398e-05	0.727644	0.000492988	1092.761
30.0	1.27596e-05	0.73514	0.00059907	1092.759
30.0	1.57687e-05	0.742693	0.00072798	1092.757
30.0	1.95197e-05	0.7503	0.000884629	1092.776
30.0	2.44335e-05	0.757955	0.00107499	1092.764
30.0	3.06107e-05	0.765704	0.00130631	1092.779
30.0	3.87494e-05	0.773556	0.0015874	1092.736
30.0	4.91169e-05	0.781519	0.00192898	1092.752
30.0	6.23733e-05	0.789656	0.00234407	1092.77
30.0	7.89587e-05	0.798009	0.00284847	1092.773
30.0	9.9756e-05	0.806641	0.00346142	1092.768
30.0	0.000125872	0.815636	0.00420626	1092.751
30.0	0.000159021	0.825084	0.00511137	1092.763
30.0	0.000199574	0.835094	0.00621125	1092.761
30.0	0.000249587	0.845804	0.00754781	1092.759
30.0	0.000311578	0.857358	0.00917197	1092.764
30.0	0.000386896	0.869907	0.0111456	1092.77
30.0	0.000479132	0.883655	0.013544	1092.753
30.0	0.000591484	0.898782	0.0164584	1092.769
30.0	0.000727176	0.915445	0.02	1092.783
30.0	0.000728148	0.915254	0.02	1092.762
30.0	0.000592463	0.898317	0.0164584	1092.751
30.0	0.000479971	0.883071	0.013544	1092.77
30.0	0.000387633	0.86927	0.0111456	1092.769
30.0	0.000311949	0.856709	0.00917197	1092.76
30.0	0.000249904	0.845166	0.00754781	1092.77
30.0	0.000200058	0.834479	0.00621125	1092.753
30.0	0.000159308	0.824494	0.00511137	1092.759
30.0	0.00012648	0.815082	0.00420626	1092.768
30.0	0.000100065	0.80612	0.00346142	1092.745
30.0	7.91676e-05	0.797518	0.00284847	1092.783
30.0	6.2393e-05	0.789194	0.00234407	1092.758
30.0	4.93363e-05	0.781083	0.00192898	1092.748
30.0	3.87652e-05	0.773144	0.0015874	1092.751
30.0	3.06711e-05	0.765324	0.00130631	1092.759
30.0	2.44702e-05	0.757594	0.00107499	1092.738
30.0	1.95902e-05	0.749962	0.000884629	1092.742
30.0	1.57842e-05	0.742373	0.00072798	1092.755
30.0	1.28845e-05	0.734842	0.00059907	1092.753
30.0	1.06027e-05	0.727359	0.000492988	1092.746
30.0	8.90686e-06	0.719931	0.00040569	1092.761
30.0	7.61445e-06	0.712568	0.000333851	1092.76
30.0	6.61486e-06	0.705273	0.000274733	1092.752
30.0	5.8597e-06	0.698062	0.000226083	1092.755
30.0	5.3152e-06	0.690936	0.000186049	1092.729
30.0	4.89808e-06	0.683917	0.000153104	1092.739
30.0	4.55065e-06	0.676999	0.000125992	1092.74
30.0	4.29714e-06	0.670198	0.000103682	1092.755
30.0	4.08844e-06	0.66352	8.53217e-05	1092.76
30.0	3.97828e-06	0.656969	7.02131e-05	1092.748
30.0	3.82952e-06	0.650539	5.77798e-05	1092.753
30.0	3.75752e-06	0.644231	4.75482e-05	1092.751
30.0	3.72055e-06	0.638041	3.91284e-05	1092.765
30.0	3.63739e-06	0.631965	3.21996e-05	1092.759
30.0	3.60632e-06	0.626008	2.64977e-05	1092.751
30.0	3.57785e-06	0.620145	2.18056e-05	1092.75
30.0	3.54535e-06	0.614384	1.79443e-05	1092.765
30.0	3.51038e-06	0.608711	1.47667e-05	1092.743
30.0	3.50051e-06	0.603121	1.21518e-05	1092.758
30.0	3.46948e-06	0.597581	1e-05	1092.745
