V_sipm	I_sipm	R_rtd
20.0	-1.35675e-08	1003.155
20.1	9.60404e-09	1003.149
20.2	4.53515e-09	1003.166
20.3	3.87567e-09	1003.186
20.4	4.23436e-09	1003.18
20.5	4.40161e-09	1003.168
20.6	5.06415e-09	1003.18
20.7	5.46756e-09	1003.176
20.8	4.27017e-09	1003.15
20.9	3.89377e-09	1003.15
21.0	5.54671e-09	1003.18
21.1	4.26639e-09	1003.178
21.2	3.81587e-09	1003.165
21.3	2.64031e-09	1003.171
21.4	5.55892e-09	1003.148
21.5	4.39965e-09	1003.177
21.6	4.05483e-09	1003.187
21.7	4.09161e-09	1003.164
21.8	4.15815e-09	1003.169
21.9	5.21657e-09	1003.169
22.0	5.09651e-09	1003.185
22.1	4.09269e-09	1003.179
22.2	4.41003e-09	1003.17
22.3	4.75347e-09	1003.172
22.4	2.80492e-09	1003.179
22.5	4.19049e-09	1003.159
22.6	4.27763e-09	1003.181
22.7	4.72353e-09	1003.183
22.8	5.80455e-09	1003.183
22.9	4.87677e-09	1003.167
23.0	3.92669e-09	1003.175
23.1	4.48077e-09	1003.197
23.2	5.69093e-09	1003.177
23.3	4.67855e-09	1003.185
23.4	4.20576e-09	1003.154
23.5	2.60106e-09	1003.174
23.6	5.83822e-09	1003.173
23.7	5.29767e-09	1003.181
23.8	4.27254e-09	1003.183
23.9	4.53364e-09	1003.187
24.0	5.08658e-09	1003.201
24.1	6.71666e-09	1003.179
24.2	8.20111e-09	1003.199
24.3	3.51429e-08	1003.187
24.4	2.35981e-07	1003.188
24.5	6.28826e-07	1003.19
24.6	1.17444e-06	1003.185
24.7	1.90012e-06	1003.18
24.8	2.73438e-06	1003.183
24.9	3.74471e-06	1003.193
25.0	4.82634e-06	1003.185
25.1	6.05184e-06	1003.194
25.2	7.42854e-06	1003.174
25.3	8.83511e-06	1003.196
25.4	1.0425e-05	1003.212
25.5	1.20544e-05	1003.185
25.6	1.37986e-05	1003.202
25.7	1.56182e-05	1003.188
25.8	1.75597e-05	1003.182
25.9	1.95055e-05	1003.188
26.0	2.15191e-05	1003.19
26.1	2.3761e-05	1003.185
26.2	2.59482e-05	1003.178
26.3	2.82462e-05	1003.186
26.4	3.05729e-05	1003.189
26.5	3.31257e-05	1003.177
26.6	3.55533e-05	1003.18
26.7	3.82509e-05	1003.171
26.8	4.09331e-05	1003.177
26.9	4.36661e-05	1003.179
27.0	4.65626e-05	1003.183
27.1	4.94551e-05	1003.173
27.2	5.24746e-05	1003.18
27.3	5.56206e-05	1003.179
27.4	5.88745e-05	1003.171
27.5	6.21667e-05	1003.177
27.6	6.558e-05	1003.164
27.7	6.90813e-05	1003.165
27.8	7.26778e-05	1003.183
27.9	7.6331e-05	1003.173
28.0	8.0033e-05	1003.176
28.1	8.40922e-05	1003.174
28.2	8.80715e-05	1003.16
28.3	9.23337e-05	1003.17
28.4	9.65848e-05	1003.176
28.5	0.000101041	1003.168
28.6	0.000105606	1003.155
28.7	0.000110345	1003.179
28.8	0.000115013	1003.163
28.9	0.000120194	1003.162
29.0	0.00012556	1003.165
29.1	0.000130792	1003.153
29.2	0.000136586	1003.169
29.3	0.000142191	1003.155
29.4	0.000148372	1003.147
29.5	0.000154517	1003.152
29.6	0.000161115	1003.159
29.7	0.000167751	1003.145
29.8	0.000174881	1003.143
29.9	0.000182164	1003.132
