V_sipm	I_sipm	R_rtd
20.0	-9.41102e-09	1024.646
20.1	9.57481e-09	1024.658
20.2	6.22169e-09	1024.651
20.3	4.51659e-09	1024.688
20.4	4.0018e-09	1024.721
20.5	8.1317e-09	1024.713
20.6	8.11585e-09	1024.751
20.7	8.3158e-09	1024.759
20.8	7.13489e-09	1024.734
20.9	5.77259e-09	1024.694
21.0	4.70262e-09	1024.719
21.1	1.87393e-09	1024.688
21.2	3.98368e-09	1024.681
21.3	4.4445e-09	1024.69
21.4	4.86546e-09	1024.694
21.5	3.88272e-09	1024.69
21.6	3.934e-09	1024.699
21.7	4.55617e-09	1024.689
21.8	5.89284e-09	1024.702
21.9	5.7922e-09	1024.715
22.0	4.83574e-09	1024.699
22.1	4.07861e-09	1024.698
22.2	2.0303e-09	1024.692
22.3	4.3275e-09	1024.684
22.4	4.72244e-09	1024.699
22.5	5.72346e-09	1024.718
22.6	4.39737e-09	1024.708
22.7	4.63761e-09	1024.702
22.8	4.91467e-09	1024.705
22.9	6.12979e-09	1024.703
23.0	6.16176e-09	1024.706
23.1	5.42549e-09	1024.702
23.2	4.52098e-09	1024.709
23.3	2.28099e-09	1024.71
23.4	4.68878e-09	1024.699
23.5	5.26739e-09	1024.714
23.6	6.61575e-09	1024.696
23.7	5.14761e-09	1024.718
23.8	4.98188e-09	1024.704
23.9	5.34118e-09	1024.706
24.0	6.60243e-09	1024.715
24.1	6.63824e-09	1024.725
24.2	7.49776e-09	1024.707
24.3	7.50961e-09	1024.706
24.4	9.99993e-09	1024.711
24.5	7.4755e-08	1024.712
24.6	5.63029e-07	1024.726
24.7	1.55191e-06	1024.719
24.8	2.93774e-06	1024.716
24.9	4.76923e-06	1024.7
25.0	6.909e-06	1024.666
25.1	9.398e-06	1024.709
25.2	1.23468e-05	1024.789
25.3	1.54504e-05	1024.749
25.4	1.89114e-05	1024.722
25.5	2.26071e-05	1024.73
25.6	2.66075e-05	1024.72
25.7	3.07828e-05	1024.717
25.8	3.53094e-05	1024.72
25.9	3.99902e-05	1024.712
26.0	4.47665e-05	1024.71
26.1	4.99893e-05	1024.709
26.2	5.52643e-05	1024.74
26.3	6.08679e-05	1024.722
26.4	6.65124e-05	1024.702
26.5	7.26228e-05	1024.719
26.6	7.8672e-05	1024.723
26.7	8.50541e-05	1024.723
26.8	9.14847e-05	1024.723
26.9	9.80785e-05	1024.736
27.0	0.000105279	1024.722
27.1	0.0001123	1024.74
27.2	0.000119838	1024.714
27.3	0.000127292	1024.726
27.4	0.000135358	1024.727
27.5	0.00014338	1024.75
27.6	0.000151536	1024.741
27.7	0.000160232	1024.738
27.8	0.000169254	1024.731
27.9	0.000177857	1024.741
28.0	0.00018723	1024.759
28.1	0.000197121	1024.752
28.2	0.000206811	1024.732
28.3	0.000217136	1024.732
28.4	0.000227623	1024.735
28.5	0.000238763	1024.731
28.6	0.000249582	1024.737
28.7	0.000261574	1024.747
28.8	0.00027318	1024.731
28.9	0.000285799	1024.754
29.0	0.000298592	1024.741
29.1	0.00031166	1024.726
29.2	0.000325799	1024.732
29.3	0.000339875	1024.718
29.4	0.000354744	1024.72
29.5	0.00037011	1024.719
29.6	0.000385978	1024.74
29.7	0.000402402	1024.738
29.8	0.000419599	1024.731
29.9	0.000437997	1024.746
