V_sipm	I_sipm	R_rtd
0.01	-1.1824e-09	993.4666
0.02	-1.45453e-09	993.4511
0.03	-1.03997e-09	993.4994
0.04	-6.77717e-10	993.4625
0.05	-1.63276e-09	993.4642
0.06	-1.04557e-09	993.4765
0.07	-9.1238e-10	993.4584
0.08	-1.47811e-09	993.4424
0.09	-1.00362e-09	993.4634
0.1	-9.55522e-10	993.4349
0.11	-1.2772e-09	993.4463
0.12	-1.51085e-09	993.4514
0.13	-9.00602e-10	993.4254
0.14	-8.29577e-10	993.4385
0.15	-5.36478e-10	993.4419
0.16	-8.62229e-10	993.4404
0.17	-5.54276e-10	993.4276
0.18	-6.56033e-10	993.4565
0.19	-3.15499e-10	993.4402
0.2	1.58191e-11	993.4294
0.21	4.21286e-11	993.4286
0.22	7.49111e-11	993.4369
0.23	1.11448e-09	993.4213
0.24	1.83539e-09	993.4401
0.25	2.36509e-09	993.4171
0.26	4.14505e-09	993.4387
0.27	5.32635e-09	993.4207
0.28	6.39609e-09	993.4195
0.29	9.10604e-09	993.4254
0.3	1.32164e-08	993.4322
0.31	1.68697e-08	993.4341
0.32	2.36736e-08	993.4212
0.33	3.17389e-08	993.4057
0.34	4.2436e-08	993.4231
0.35	5.6862e-08	993.433
0.36	7.59751e-08	993.4261
0.37	1.02809e-07	993.4096
0.38	1.39596e-07	993.4123
0.39	1.90368e-07	993.4223
0.4	2.61793e-07	993.4197
0.41	3.62312e-07	993.4076
0.42	5.05089e-07	993.4163
0.43	7.10247e-07	993.4243
0.44	1.00494e-06	993.4188
0.45	1.43447e-06	993.4166
0.46	2.05897e-06	993.4149
0.47	2.97859e-06	993.4153
0.48	4.32773e-06	993.4185
0.49	6.33034e-06	993.4192
0.5	9.28603e-06	993.4313
0.51	1.36555e-05	993.409
0.52	2.01652e-05	993.3951
0.53	2.97416e-05	993.4146
0.54	4.38397e-05	993.4012
0.55	6.42416e-05	993.4116
0.56	9.35647e-05	993.4034
0.57	0.000134561	993.4037
0.58	0.000190937	993.3989
0.59	0.000265542	993.3971
0.6	0.000361745	993.4012
0.61	0.000480594	993.3862
0.62	0.000623081	993.3896
0.63	0.00078916	993.3991
0.64	0.000976374	993.4071
0.65	0.00118456	993.3855
0.66	0.00140915	993.3867
0.67	0.00165029	993.3941
0.68	0.00190434	993.3843
0.69	0.00217122	993.3767
0.7	0.00244756	993.3599
0.71	0.00273347	993.3932
0.72	0.00302822	993.3552
0.73	0.00332923	993.3692
0.74	0.0036375	993.3399
0.75	0.00395056	993.3594
0.76	0.0042696	993.3563
0.77	0.00459193	993.3414
0.78	0.00491968	993.3488
0.79	0.00524996	993.343
0.8	0.00558478	993.3375
0.81	0.00592161	993.35
0.82	0.00626118	993.3345
0.83	0.0066046	993.3198
0.84	0.00694923	993.3353
0.85	0.00729722	993.3152
0.86	0.00764596	993.3276
0.87	0.00799809	993.3146
0.88	0.00835035	993.3113
0.89	0.00870562	993.3221
0.9	0.00906107	993.3006
0.91	0.00941802	993.3214
0.92	0.00977754	993.304
0.93	0.0101364	993.3016
0.94	0.0104984	993.3146
0.95	0.0108601	993.3176
0.96	0.0112238	993.2885
0.97	0.0115873	993.3034
0.98	0.0119533	993.2988
0.99	0.0123183	993.3008
1.0	0.0126812	993.2962
