V_sipm	I_sipm	V_led	I_led	R_rtd
30.0	3.59023e-06	0.596568	1e-05	1094.98
30.0	3.6118e-06	0.602113	1.21518e-05	1094.959
30.0	3.67673e-06	0.607719	1.47667e-05	1094.978
30.0	3.68415e-06	0.613402	1.79443e-05	1094.982
30.0	3.691e-06	0.619179	2.18056e-05	1094.972
30.0	3.70568e-06	0.625054	2.64977e-05	1094.965
30.0	3.77147e-06	0.631029	3.21996e-05	1094.981
30.0	3.82313e-06	0.63712	3.91284e-05	1094.98
30.0	3.87132e-06	0.643328	4.75482e-05	1094.977
30.0	4.01068e-06	0.649654	5.77798e-05	1094.97
30.0	4.09396e-06	0.656101	7.02131e-05	1094.964
30.0	4.29551e-06	0.662677	8.53217e-05	1094.993
30.0	4.43636e-06	0.669374	0.000103682	1094.98
30.0	4.66573e-06	0.6762	0.000125992	1094.984
30.0	5.04437e-06	0.683132	0.000153104	1094.953
30.0	5.46591e-06	0.690176	0.000186049	1094.982
30.0	6.03839e-06	0.697325	0.000226083	1094.984
30.0	6.74207e-06	0.70456	0.000274733	1094.989
30.0	7.77023e-06	0.711877	0.000333851	1094.972
30.0	9.08526e-06	0.719269	0.00040569	1094.978
30.0	1.08049e-05	0.726719	0.000492988	1094.975
30.0	1.30064e-05	0.734228	0.00059907	1094.962
30.0	1.60256e-05	0.74179	0.00072798	1094.967
30.0	1.96953e-05	0.749405	0.000884629	1094.979
30.0	2.47062e-05	0.757082	0.00107499	1094.982
30.0	3.09198e-05	0.764838	0.00130631	1094.957
30.0	3.92049e-05	0.772695	0.0015874	1094.985
30.0	4.94927e-05	0.780667	0.00192898	1094.964
30.0	6.28358e-05	0.788809	0.00234407	1094.978
30.0	7.94437e-05	0.797168	0.00284847	1094.981
30.0	0.000100415	0.805813	0.00346142	1094.973
30.0	0.000126782	0.814817	0.00420626	1094.987
30.0	0.000159603	0.824264	0.00511137	1094.964
30.0	0.00020057	0.834285	0.00621125	1094.985
30.0	0.000250786	0.844991	0.00754781	1094.984
30.0	0.000312795	0.85655	0.00917197	1094.979
30.0	0.000388768	0.869101	0.0111456	1094.974
30.0	0.000481504	0.882854	0.013544	1094.956
30.0	0.000593616	0.897988	0.0164584	1094.97
30.0	0.000729989	0.914651	0.02	1094.98
30.0	0.000730155	0.914471	0.02	1094.964
30.0	0.000594317	0.897538	0.0164584	1094.977
30.0	0.000482278	0.882287	0.013544	1094.993
30.0	0.000389713	0.868482	0.0111456	1094.978
30.0	0.000313321	0.855918	0.00917197	1094.952
30.0	0.000251404	0.844365	0.00754781	1094.975
30.0	0.000200795	0.833673	0.00621125	1094.966
30.0	0.000160094	0.823689	0.00511137	1094.985
30.0	0.000127255	0.814262	0.00420626	1094.977
30.0	0.000100741	0.805291	0.00346142	1094.976
30.0	7.96054e-05	0.79668	0.00284847	1094.965
30.0	6.3098e-05	0.78835	0.00234407	1094.965
30.0	4.96469e-05	0.780231	0.00192898	1094.971
30.0	3.93034e-05	0.772285	0.0015874	1094.972
30.0	3.10586e-05	0.76445	0.00130631	1094.962
30.0	2.47943e-05	0.756719	0.00107499	1094.975
30.0	1.97907e-05	0.749072	0.000884629	1094.974
30.0	1.59995e-05	0.741469	0.00072798	1094.953
30.0	1.31243e-05	0.733925	0.00059907	1094.992
30.0	1.08198e-05	0.726434	0.000492988	1094.965
30.0	9.12145e-06	0.718997	0.00040569	1094.98
30.0	7.8074e-06	0.71162	0.000333851	1094.971
30.0	6.80754e-06	0.704314	0.000274733	1094.974
30.0	6.01823e-06	0.697086	0.000226083	1094.976
30.0	5.49055e-06	0.689948	0.000186049	1094.972
30.0	5.08312e-06	0.682913	0.000153104	1094.967
30.0	4.70532e-06	0.675986	0.000125992	1094.964
30.0	4.47783e-06	0.669169	0.000103682	1094.963
30.0	4.23556e-06	0.662477	8.53217e-05	1094.973
30.0	4.11721e-06	0.65591	7.02131e-05	1094.972
30.0	4.00016e-06	0.649467	5.77798e-05	1094.98
30.0	3.9192e-06	0.643147	4.75482e-05	1094.976
30.0	3.85785e-06	0.636951	3.91284e-05	1094.978
30.0	3.78865e-06	0.63086	3.21996e-05	1094.98
30.0	3.75941e-06	0.624892	2.64977e-05	1094.944
30.0	3.76713e-06	0.619022	2.18056e-05	1094.971
30.0	3.69065e-06	0.613247	1.79443e-05	1094.983
30.0	3.67054e-06	0.60757	1.47667e-05	1094.968
30.0	3.64712e-06	0.601972	1.21518e-05	1094.946
30.0	3.65895e-06	0.59642	1e-05	1094.965
30.0	3.66073e-06	0.59642	1e-05	1094.969
30.0	3.67457e-06	0.601985	1.21518e-05	1094.963
30.0	3.70592e-06	0.60759	1.47667e-05	1094.973
30.0	3.69731e-06	0.61328	1.79443e-05	1094.962
30.0	3.73087e-06	0.619062	2.18056e-05	1094.966
30.0	3.75293e-06	0.624944	2.64977e-05	1094.983
30.0	3.78849e-06	0.63092	3.21996e-05	1094.982
30.0	3.86898e-06	0.637014	3.91284e-05	1094.978
30.0	3.86531e-06	0.643227	4.75482e-05	1094.991
30.0	3.99338e-06	0.649557	5.77798e-05	1094.965
30.0	4.09174e-06	0.656009	7.02131e-05	1094.97
30.0	4.27992e-06	0.662583	8.53217e-05	1094.991
30.0	4.42225e-06	0.669289	0.000103682	1094.979
30.0	4.68405e-06	0.676114	0.000125992	1094.989
30.0	5.0334e-06	0.683051	0.000153104	1094.958
30.0	5.46489e-06	0.690098	0.000186049	1094.963
30.0	6.01099e-06	0.697248	0.000226083	1094.962
30.0	6.81648e-06	0.704491	0.000274733	1094.971
30.0	7.74845e-06	0.711809	0.000333851	1094.984
30.0	9.05284e-06	0.719205	0.00040569	1094.965
30.0	1.07961e-05	0.726653	0.000492988	1094.964
30.0	1.30732e-05	0.734165	0.00059907	1094.971
30.0	1.59222e-05	0.74173	0.00072798	1094.96
30.0	1.98132e-05	0.749348	0.000884629	1094.958
30.0	2.4717e-05	0.757029	0.00107499	1094.983
30.0	3.10438e-05	0.764787	0.00130631	1094.981
30.0	3.91361e-05	0.772644	0.0015874	1094.982
30.0	4.94178e-05	0.780619	0.00192898	1094.973
30.0	6.27464e-05	0.788763	0.00234407	1094.966
30.0	7.95702e-05	0.797125	0.00284847	1094.953
30.0	0.000100538	0.805765	0.00346142	1094.979
30.0	0.000126836	0.814767	0.00420626	1094.984
30.0	0.000159749	0.824211	0.00511137	1094.98
30.0	0.000200403	0.834236	0.00621125	1094.979
30.0	0.000250805	0.844946	0.00754781	1094.957
30.0	0.000312721	0.856505	0.00917197	1094.98
30.0	0.000389218	0.869067	0.0111456	1094.991
30.0	0.000481536	0.882818	0.013544	1095.003
30.0	0.000594511	0.897937	0.0164584	1094.982
30.0	0.00073083	0.91462	0.02	1094.984
30.0	0.000730102	0.914425	0.02	1094.996
30.0	0.000594529	0.897497	0.0164584	1094.978
30.0	0.000482123	0.882241	0.013544	1094.978
