0.0	0.00052402	0.01499907
0.01	0.000525117	0.01499906
0.02	0.000524508	0.01499911
0.03	0.000524042	0.01499909
0.04	0.000524339	0.01499905
0.05	0.000524919	0.01499903
0.06	0.000524642	0.01499907
0.07	0.000525019	0.01499909
0.08	0.000524381	0.01499903
0.09	0.000525355	0.01499904
0.1	0.000525367	0.01499905
0.11	0.000525092	0.01499908
0.12	0.000524922	0.01499905
0.13	0.000525278	0.01499905
0.14	0.000525074	0.01499905
0.15	0.00052528	0.01499904
0.16	0.000525272	0.01499903
0.17	0.000525124	0.01499907
0.18	0.000524984	0.01499903
0.19	0.000525763	0.01499909
0.2	0.000525361	0.01499905
0.21	0.000525922	0.01499907
0.22	0.00052518	0.01499899
0.23	0.000525253	0.01499904
0.24	0.000525225	0.01499902
0.25	0.000525413	0.014999
0.26	0.000525378	0.01499905
0.27	0.000525421	0.01499905
0.28	0.000525534	0.01499905
0.29	0.000524956	0.01499901
0.3	0.000525669	0.01499903
0.31	0.000525611	0.01499904
0.32	0.000525639	0.01499904
0.33	0.000525818	0.01499901
0.34	0.000525518	0.01499902
0.35	0.000525954	0.01499903
0.36	0.000525627	0.01499898
0.37	0.000525796	0.01499901
0.38	0.000525319	0.014999
0.39	0.00052523	0.01499904
0.4	0.000525288	0.01499904
0.41	0.000524859	0.01499908
0.42	0.000525449	0.01499913
0.43	0.000524923	0.01499904
0.44	0.000525428	0.01499909
0.45	0.000525307	0.01499914
0.46	0.000525089	0.01499911
0.47	0.000525113	0.01499913
0.48	0.000525722	0.01499912
0.49	0.00052547	0.01499911
0.5	0.000525588	0.01499911
0.51	0.000525704	0.0149991
0.52	0.000525284	0.01499909
0.53	0.000525449	0.0149991
0.54	0.000525602	0.01499913
0.55	0.000525566	0.01499906
0.56	0.000525669	0.01499907
0.57	0.000525511	0.01499906
0.58	0.000525508	0.01499906
0.59	0.000525725	0.01499901
0.6	0.000525554	0.01499908
0.61	0.000525437	0.01499908
0.62	0.000525356	0.01499909
0.63	0.000525956	0.01499907
0.64	0.000525392	0.01499907
0.65	0.000525971	0.01499906
0.66	0.00052556	0.01499906
0.67	0.000525645	0.01499903
0.68	0.000525604	0.01499906
0.69	0.000525232	0.01499906
0.7	0.000525057	0.01499905
0.71	0.000525342	0.01499905
0.72	0.000525429	0.01499905
0.73	0.000525563	0.01499903
0.74	0.000525458	0.01499905
0.75	0.000525528	0.01499906
0.76	0.000525707	0.01499911
0.77	0.000525374	0.01499911
0.78	0.000525476	0.01499912
0.79	0.000525415	0.01499907
0.8	0.000525482	0.01499906
0.81	0.000525525	0.01499911
0.82	0.000525365	0.01499906
0.83	0.000525811	0.01499908
0.84	0.00052563	0.01499908
0.85	0.00052568	0.01499912
0.86	0.000524902	0.01499906
0.87	0.000525227	0.01499907
0.88	0.000525492	0.01499908
0.89	0.000525879	0.01499908
0.9	0.000525807	0.01499907
0.91	0.000525726	0.01499908
0.92	0.000525606	0.01499908
0.93	0.000524885	0.01499908
0.94	0.000525689	0.01499906
0.95	0.00052519	0.01499909
0.96	0.000525198	0.01499906
0.97	0.000524809	0.01499902
0.98	0.000525053	0.01499904
0.99	0.000524729	0.01499903
