N	R	I
0	943.271	9.7e-05
1	943.293	9.7e-05
2	943.277	9.7e-05
3	943.263	9.7e-05
4	943.28	9.7e-05
5	943.286	9.7e-05
6	943.296	9.7e-05
7	943.289	9.7e-05
8	943.291	9.7e-05
9	943.295	9.7e-05
10	943.309	9.7e-05
11	943.29	9.7e-05
12	943.314	9.7e-05
13	943.293	9.7e-05
14	943.303	9.7e-05
15	943.3	9.7e-05
16	943.287	9.7e-05
17	943.302	9.7e-05
18	943.289	9.7e-05
19	943.317	9.7e-05
20	943.32	9.7e-05
21	943.329	9.7e-05
22	943.32	9.7e-05
23	943.333	9.7e-05
24	943.324	9.7e-05
25	943.32	9.7e-05
26	943.303	9.7e-05
27	943.307	9.7e-05
28	943.31	9.7e-05
29	943.323	9.7e-05
30	943.311	9.7e-05
31	943.323	9.7e-05
32	943.335	9.7e-05
33	943.34	9.7e-05
34	943.322	9.7e-05
35	943.33	9.7e-05
36	943.319	9.7e-05
37	943.337	9.7e-05
38	943.347	9.7e-05
39	943.34	9.7e-05
40	943.334	9.7e-05
41	943.322	9.7e-05
42	943.339	9.7e-05
43	943.335	9.7e-05
44	943.323	9.7e-05
45	943.344	9.7e-05
46	943.328	9.7e-05
47	943.327	9.7e-05
48	943.329	9.7e-05
49	943.337	9.7e-05
50	943.332	9.7e-05
51	943.334	9.7e-05
52	943.34	9.7e-05
53	943.328	9.7e-05
54	943.327	9.7e-05
55	943.343	9.7e-05
56	943.324	9.7e-05
57	943.325	9.7e-05
58	943.316	9.7e-05
59	943.334	9.7e-05
60	943.323	9.7e-05
61	943.309	9.7e-05
62	943.325	9.7e-05
63	943.323	9.7e-05
64	943.32	9.7e-05
65	943.346	9.7e-05
66	943.313	9.7e-05
67	943.323	9.7e-05
68	943.329	9.7e-05
69	943.35	9.7e-05
70	943.32	9.7e-05
71	943.344	9.7e-05
72	943.326	9.7e-05
73	943.318	9.7e-05
74	943.311	9.7e-05
75	943.344	9.7e-05
76	943.36	9.7e-05
77	943.323	9.7e-05
78	943.333	9.7e-05
79	943.337	9.7e-05
80	943.325	9.7e-05
81	943.351	9.7e-05
82	943.338	9.7e-05
83	943.335	9.7e-05
84	943.344	9.7e-05
85	943.344	9.7e-05
86	943.325	9.7e-05
87	943.333	9.7e-05
88	943.344	9.7e-05
89	943.35	9.7e-05
90	943.346	9.7e-05
91	943.339	9.7e-05
92	943.344	9.7e-05
93	943.361	9.7e-05
94	943.362	9.7e-05
95	943.347	9.7e-05
96	943.36	9.7e-05
97	943.363	9.7e-05
98	943.36	9.7e-05
99	943.338	9.7e-05
100	943.352	9.7e-05
101	943.338	9.7e-05
102	943.347	9.7e-05
103	943.344	9.7e-05
104	943.341	9.7e-05
105	943.333	9.7e-05
106	943.36	9.7e-05
107	943.347	9.7e-05
108	943.352	9.7e-05
109	943.338	9.7e-05
110	943.344	9.7e-05
111	943.336	9.7e-05
112	943.338	9.7e-05
113	943.34	9.7e-05
114	943.366	9.7e-05
115	943.366	9.7e-05
116	943.368	9.7e-05
117	943.367	9.7e-05
118	943.38	9.7e-05
119	943.354	9.7e-05
120	943.388	9.7e-05
121	943.372	9.7e-05
122	943.361	9.7e-05
123	943.389	9.7e-05
124	943.386	9.7e-05
125	943.394	9.7e-05
126	943.386	9.7e-05
127	943.37	9.7e-05
128	943.393	9.7e-05
129	943.401	9.7e-05
130	943.395	9.7e-05
131	943.388	9.7e-05
132	943.4	9.7e-05
133	943.378	9.7e-05
134	943.415	9.7e-05
135	943.409	9.7e-05
136	943.38	9.7e-05
137	943.399	9.7e-05
138	943.391	9.7e-05
139	943.41	9.7e-05
140	943.39	9.7e-05
141	943.404	9.7e-05
142	943.399	9.7e-05
143	943.424	9.7e-05
144	943.423	9.7e-05
145	943.421	9.7e-05
146	943.412	9.7e-05
147	943.41	9.7e-05
148	943.395	9.7e-05
149	943.395	9.7e-05
150	943.41	9.7e-05
151	943.398	9.7e-05
152	943.401	9.7e-05
153	943.414	9.7e-05
154	943.422	9.7e-05
155	943.42	9.7e-05
156	943.423	9.7e-05
157	943.447	9.7e-05
158	943.438	9.7e-05
159	943.429	9.7e-05
160	943.428	9.7e-05
161	943.435	9.7e-05
