N	R	I
0	860.682	9.7e-05
1	860.645	9.7e-05
2	860.668	9.7e-05
3	860.676	9.7e-05
4	860.628	9.7e-05
5	860.683	9.7e-05
6	860.636	9.7e-05
7	860.673	9.7e-05
8	860.664	9.7e-05
9	860.663	9.7e-05
10	860.638	9.7e-05
11	860.657	9.7e-05
12	860.671	9.7e-05
13	860.631	9.7e-05
14	860.633	9.7e-05
15	860.652	9.7e-05
16	860.612	9.7e-05
17	860.654	9.7e-05
18	860.659	9.7e-05
19	860.638	9.7e-05
20	860.677	9.7e-05
21	860.655	9.7e-05
22	860.65	9.7e-05
23	860.679	9.7e-05
24	860.666	9.7e-05
25	860.654	9.7e-05
26	860.662	9.7e-05
27	860.651	9.7e-05
28	860.661	9.7e-05
29	860.648	9.7e-05
30	860.646	9.7e-05
31	860.637	9.7e-05
32	860.646	9.7e-05
33	860.635	9.7e-05
34	860.65	9.7e-05
35	860.675	9.7e-05
36	860.642	9.7e-05
37	860.626	9.7e-05
38	860.658	9.7e-05
39	860.656	9.7e-05
40	860.679	9.7e-05
41	860.651	9.7e-05
42	860.634	9.7e-05
43	860.67	9.7e-05
44	860.688	9.7e-05
45	860.667	9.7e-05
46	860.691	9.7e-05
47	860.646	9.7e-05
48	860.673	9.7e-05
49	860.632	9.7e-05
50	860.646	9.7e-05
51	860.64	9.7e-05
52	860.638	9.7e-05
53	860.649	9.7e-05
54	860.657	9.7e-05
55	860.62	9.7e-05
56	860.644	9.7e-05
57	860.648	9.7e-05
58	860.63	9.7e-05
59	860.626	9.7e-05
60	860.62	9.7e-05
61	860.668	9.7e-05
62	860.624	9.7e-05
63	860.667	9.7e-05
64	860.607	9.7e-05
65	860.618	9.7e-05
66	860.641	9.7e-05
67	860.631	9.7e-05
68	860.678	9.7e-05
69	860.616	9.7e-05
70	860.641	9.7e-05
71	860.662	9.7e-05
72	860.627	9.7e-05
73	860.651	9.7e-05
74	860.693	9.7e-05
75	860.655	9.7e-05
76	860.628	9.7e-05
77	860.648	9.7e-05
78	860.629	9.7e-05
79	860.635	9.7e-05
80	860.638	9.7e-05
81	860.653	9.7e-05
82	860.611	9.7e-05
83	860.637	9.7e-05
84	860.618	9.7e-05
85	860.6	9.7e-05
86	860.599	9.7e-05
87	860.618	9.7e-05
88	860.617	9.7e-05
89	860.614	9.7e-05
90	860.621	9.7e-05
91	860.667	9.7e-05
92	860.615	9.7e-05
93	860.643	9.7e-05
94	860.634	9.7e-05
95	860.641	9.7e-05
96	860.641	9.7e-05
97	860.648	9.7e-05
98	860.629	9.7e-05
99	860.61	9.7e-05
