N	R	I
0	862.013	9.7e-05
1	862.026	9.7e-05
2	862.034	9.7e-05
3	862.015	9.7e-05
4	861.984	9.7e-05
5	862.012	9.7e-05
6	862.023	9.7e-05
7	862.003	9.7e-05
8	862.014	9.7e-05
9	862.013	9.7e-05
10	861.993	9.7e-05
11	862.01	9.7e-05
12	861.998	9.7e-05
13	861.996	9.7e-05
14	861.994	9.7e-05
15	861.974	9.7e-05
16	862.0	9.7e-05
17	861.994	9.7e-05
18	861.973	9.7e-05
19	861.982	9.7e-05
20	861.993	9.7e-05
21	862.009	9.7e-05
22	862.005	9.7e-05
23	862.001	9.7e-05
24	861.995	9.7e-05
25	861.993	9.7e-05
26	862.002	9.7e-05
27	861.994	9.7e-05
28	862.006	9.7e-05
29	862.005	9.7e-05
30	862.014	9.7e-05
31	861.964	9.7e-05
32	861.973	9.7e-05
33	862.018	9.7e-05
34	862.016	9.7e-05
35	862.005	9.7e-05
36	861.998	9.7e-05
37	861.991	9.7e-05
38	861.971	9.7e-05
39	861.993	9.7e-05
40	861.984	9.7e-05
41	862.02	9.7e-05
42	862.014	9.7e-05
43	862.012	9.7e-05
44	861.986	9.7e-05
45	862.007	9.7e-05
46	861.999	9.7e-05
47	861.959	9.7e-05
48	861.98	9.7e-05
49	861.992	9.7e-05
50	861.959	9.7e-05
51	861.96	9.7e-05
52	861.976	9.7e-05
53	861.954	9.7e-05
54	861.972	9.7e-05
55	861.973	9.7e-05
56	861.974	9.7e-05
57	861.978	9.7e-05
58	861.967	9.7e-05
59	861.984	9.7e-05
60	862.0	9.7e-05
61	861.974	9.7e-05
62	861.955	9.7e-05
63	862.008	9.7e-05
64	861.98	9.7e-05
65	861.958	9.7e-05
66	861.945	9.7e-05
67	861.956	9.7e-05
68	861.931	9.7e-05
69	861.962	9.7e-05
70	861.942	9.7e-05
71	861.941	9.7e-05
72	861.951	9.7e-05
73	861.934	9.7e-05
74	861.966	9.7e-05
75	861.99	9.7e-05
76	861.964	9.7e-05
77	861.962	9.7e-05
78	861.945	9.7e-05
79	861.971	9.7e-05
80	861.951	9.7e-05
81	861.955	9.7e-05
82	861.948	9.7e-05
83	861.937	9.7e-05
84	861.944	9.7e-05
85	861.953	9.7e-05
86	861.939	9.7e-05
87	861.964	9.7e-05
88	861.938	9.7e-05
89	861.935	9.7e-05
90	861.928	9.7e-05
91	861.953	9.7e-05
92	861.968	9.7e-05
93	861.949	9.7e-05
94	861.93	9.7e-05
95	861.938	9.7e-05
96	861.924	9.7e-05
97	861.933	9.7e-05
98	861.946	9.7e-05
99	861.928	9.7e-05
