V_sipm	I_sipm	R_rtd
0.01	-1.01697e-09	927.591
0.02	-1.94453e-09	927.5995
0.03	-1.21874e-09	927.5921
0.04	-1.32773e-09	927.5898
0.05	-8.39293e-10	927.5885
0.06	-1.14096e-09	927.584
0.07	-8.27253e-10	927.5859
0.08	-1.16987e-09	927.5667
0.09	-1.98904e-09	927.5789
0.1	-1.01423e-09	927.5867
0.11	-3.99125e-10	927.5845
0.12	-8.52883e-10	927.5754
0.13	-1.42063e-09	927.5827
0.14	-1.65418e-09	927.5691
0.15	-1.92128e-09	927.5774
0.16	-9.47583e-10	927.5876
0.17	-7.07936e-10	927.5671
0.18	-1.01686e-09	927.5874
0.19	-5.76687e-10	927.5836
0.2	-8.36527e-10	927.5964
0.21	-1.3528e-09	927.577
0.22	6.99162e-11	927.5847
0.23	-4.2125e-10	927.5837
0.24	6.25968e-11	927.589
0.25	-1.86205e-11	927.5928
0.26	3.10647e-10	927.5934
0.27	1.04657e-09	927.5924
0.28	1.79508e-09	927.5918
0.29	1.99057e-09	927.5783
0.3	3.21676e-09	927.5859
0.31	6.44982e-09	927.5784
0.32	7.61637e-09	927.5856
0.33	1.24641e-08	927.5872
0.34	1.60918e-08	927.5878
0.35	2.16821e-08	927.5806
0.36	2.92094e-08	927.602
0.37	3.94788e-08	927.5773
0.38	5.35012e-08	927.5949
0.39	7.27838e-08	927.5915
0.4	9.88175e-08	927.5826
0.41	1.35887e-07	927.5764
0.42	1.88019e-07	927.5794
0.43	2.62521e-07	927.5554
0.44	3.69241e-07	927.5587
0.45	5.24645e-07	927.5721
0.46	7.50759e-07	927.5668
0.47	1.08494e-06	927.5618
0.48	1.57766e-06	927.5486
0.49	2.31495e-06	927.5518
0.5	3.41591e-06	927.5582
0.51	5.06856e-06	927.5511
0.52	7.56599e-06	927.5685
0.53	1.13092e-05	927.554
0.54	1.70007e-05	927.544
0.55	2.55245e-05	927.5651
0.56	3.83081e-05	927.5493
0.57	5.71487e-05	927.5693
0.58	8.47237e-05	927.5577
0.59	0.000123999	927.565
0.6	0.000178829	927.5555
0.61	0.000252379	927.5557
0.62	0.000347878	927.542
0.63	0.000467595	927.5349
0.64	0.000611351	927.5618
0.65	0.000779489	927.554
0.66	0.000969047	927.5417
0.67	0.0011796	927.545
0.68	0.00140694	927.5379
0.69	0.00165086	927.5332
0.7	0.00190711	927.5331
0.71	0.00217551	927.5453
0.72	0.00245475	927.5391
0.73	0.00274197	927.5305
0.74	0.00303806	927.5286
0.75	0.00334029	927.5255
0.76	0.00364929	927.4985
0.77	0.00396294	927.504
0.78	0.0042826	927.5094
0.79	0.00460535	927.517
0.8	0.0049331	927.4941
0.81	0.00526298	927.5049
0.82	0.00559655	927.5087
0.83	0.0059338	927.4929
0.84	0.00627282	927.4962
0.85	0.00661537	927.4883
0.86	0.00695889	927.5021
0.87	0.00730591	927.5217
0.88	0.00765323	927.4822
0.89	0.00800422	927.4775
0.9	0.0083551	927.4908
0.91	0.00870756	927.4872
0.92	0.00906268	927.4822
0.93	0.00941802	927.4769
0.94	0.0097761	927.4996
0.95	0.0101332	927.4866
0.96	0.010493	927.4852
0.97	0.0108526	927.4734
0.98	0.0112148	927.4974
0.99	0.0115756	927.4771
1.0	0.011935	927.4612
