N	R	I
0	1082.77	9.7e-05
1	1082.8	9.7e-05
2	1082.8	9.7e-05
3	1082.81	9.7e-05
4	1082.81	9.7e-05
5	1082.81	9.7e-05
6	1082.79	9.7e-05
7	1082.82	9.7e-05
8	1082.8	9.7e-05
9	1082.79	9.7e-05
10	1082.8	9.7e-05
11	1082.78	9.7e-05
12	1082.79	9.7e-05
13	1082.77	9.7e-05
14	1082.78	9.7e-05
15	1082.8	9.7e-05
16	1082.8	9.7e-05
17	1082.79	9.7e-05
18	1082.82	9.7e-05
19	1082.8	9.7e-05
20	1082.82	9.7e-05
21	1082.81	9.7e-05
22	1082.8	9.7e-05
23	1082.78	9.7e-05
24	1082.81	9.7e-05
25	1082.78	9.7e-05
26	1082.78	9.7e-05
27	1082.79	9.7e-05
28	1082.8	9.7e-05
29	1082.78	9.7e-05
30	1082.81	9.7e-05
31	1082.79	9.7e-05
32	1082.81	9.7e-05
33	1082.8	9.7e-05
34	1082.81	9.7e-05
35	1082.82	9.7e-05
36	1082.83	9.7e-05
37	1082.83	9.7e-05
38	1082.8	9.7e-05
39	1082.82	9.7e-05
40	1082.84	9.7e-05
41	1082.82	9.7e-05
42	1082.83	9.7e-05
43	1082.83	9.7e-05
44	1082.83	9.7e-05
45	1082.84	9.7e-05
46	1082.82	9.7e-05
47	1082.81	9.7e-05
48	1082.81	9.7e-05
49	1082.81	9.7e-05
50	1082.83	9.7e-05
51	1082.82	9.7e-05
52	1082.81	9.7e-05
53	1082.82	9.7e-05
54	1082.85	9.7e-05
55	1082.82	9.7e-05
56	1082.85	9.7e-05
57	1082.83	9.7e-05
58	1082.86	9.7e-05
59	1082.82	9.7e-05
60	1082.83	9.7e-05
61	1082.84	9.7e-05
62	1082.87	9.7e-05
63	1082.86	9.7e-05
64	1082.88	9.7e-05
65	1082.88	9.7e-05
66	1082.88	9.7e-05
67	1082.89	9.7e-05
68	1082.9	9.7e-05
69	1082.92	9.7e-05
70	1082.9	9.7e-05
71	1082.92	9.7e-05
72	1082.92	9.7e-05
73	1082.92	9.7e-05
74	1082.96	9.7e-05
75	1082.96	9.7e-05
76	1082.95	9.7e-05
77	1082.96	9.7e-05
78	1082.97	9.7e-05
79	1082.98	9.7e-05
80	1082.97	9.7e-05
81	1082.98	9.7e-05
82	1083.02	9.7e-05
83	1082.99	9.7e-05
84	1083.03	9.7e-05
85	1083.01	9.7e-05
86	1083.02	9.7e-05
87	1083.05	9.7e-05
88	1083.04	9.7e-05
89	1083.04	9.7e-05
90	1083.06	9.7e-05
91	1083.04	9.7e-05
92	1083.08	9.7e-05
93	1083.08	9.7e-05
94	1083.09	9.7e-05
95	1083.1	9.7e-05
96	1083.11	9.7e-05
97	1083.11	9.7e-05
98	1083.15	9.7e-05
99	1083.17	9.7e-05
100	1083.17	9.7e-05
101	1083.17	9.7e-05
102	1083.2	9.7e-05
103	1083.2	9.7e-05
104	1083.21	9.7e-05
105	1083.21	9.7e-05
106	1083.24	9.7e-05
107	1083.24	9.7e-05
108	1083.28	9.7e-05
109	1083.3	9.7e-05
110	1083.33	9.7e-05
111	1083.32	9.7e-05
112	1083.34	9.7e-05
113	1083.35	9.7e-05
114	1083.33	9.7e-05
115	1083.37	9.7e-05
116	1083.38	9.7e-05
117	1083.39	9.7e-05
118	1083.44	9.7e-05
119	1083.44	9.7e-05
120	1083.44	9.7e-05
121	1083.47	9.7e-05
122	1083.49	9.7e-05
123	1083.51	9.7e-05
124	1083.54	9.7e-05
125	1083.56	9.7e-05
126	1083.55	9.7e-05
127	1083.57	9.7e-05
128	1083.57	9.7e-05
129	1083.59	9.7e-05
130	1083.6	9.7e-05
131	1083.66	9.7e-05
132	1083.67	9.7e-05
133	1083.68	9.7e-05
134	1083.69	9.7e-05
135	1083.7	9.7e-05
136	1083.72	9.7e-05
137	1083.74	9.7e-05
138	1083.74	9.7e-05
139	1083.77	9.7e-05
140	1083.81	9.7e-05
141	1083.81	9.7e-05
142	1083.84	9.7e-05
143	1083.85	9.7e-05
144	1083.88	9.7e-05
145	1083.88	9.7e-05
146	1083.92	9.7e-05
147	1083.92	9.7e-05
148	1083.97	9.7e-05
149	1083.98	9.7e-05
150	1083.99	9.7e-05
151	1083.99	9.7e-05
152	1084.04	9.7e-05
153	1084.06	9.7e-05
154	1084.08	9.7e-05
155	1084.07	9.7e-05
156	1084.12	9.7e-05
157	1084.12	9.7e-05
158	1084.13	9.7e-05
159	1084.15	9.7e-05
160	1084.16	9.7e-05
161	1084.21	9.7e-05
162	1084.21	9.7e-05
163	1084.26	9.7e-05
164	1084.26	9.7e-05
165	1084.29	9.7e-05
166	1084.31	9.7e-05
167	1084.33	9.7e-05
168	1084.36	9.7e-05
169	1084.37	9.7e-05
170	1084.4	9.7e-05
171	1084.39	9.7e-05
172	1084.46	9.7e-05
173	1084.44	9.7e-05
174	1084.47	9.7e-05
175	1084.48	9.7e-05
176	1084.52	9.7e-05
177	1084.55	9.7e-05
178	1084.56	9.7e-05
179	1084.57	9.7e-05
180	1084.58	9.7e-05
181	1084.63	9.7e-05
182	1084.62	9.7e-05
183	1084.64	9.7e-05
184	1084.68	9.7e-05
185	1084.71	9.7e-05
186	1084.71	9.7e-05
187	1084.76	9.7e-05
188	1084.74	9.7e-05
189	1084.78	9.7e-05
