N	R	I
0	868.461	9.7e-05
1	868.464	9.7e-05
2	868.455	9.7e-05
3	868.46	9.7e-05
4	868.473	9.7e-05
5	868.433	9.7e-05
6	868.439	9.7e-05
7	868.423	9.7e-05
8	868.441	9.7e-05
9	868.438	9.7e-05
10	868.437	9.7e-05
11	868.442	9.7e-05
12	868.449	9.7e-05
13	868.474	9.7e-05
14	868.445	9.7e-05
15	868.43	9.7e-05
16	868.435	9.7e-05
17	868.424	9.7e-05
18	868.434	9.7e-05
19	868.423	9.7e-05
20	868.435	9.7e-05
21	868.428	9.7e-05
22	868.431	9.7e-05
23	868.426	9.7e-05
24	868.427	9.7e-05
25	868.439	9.7e-05
26	868.437	9.7e-05
27	868.432	9.7e-05
28	868.43	9.7e-05
29	868.452	9.7e-05
30	868.425	9.7e-05
31	868.432	9.7e-05
32	868.421	9.7e-05
33	868.434	9.7e-05
34	868.445	9.7e-05
35	868.418	9.7e-05
36	868.439	9.7e-05
37	868.43	9.7e-05
38	868.43	9.7e-05
39	868.442	9.7e-05
40	868.421	9.7e-05
41	868.422	9.7e-05
42	868.42	9.7e-05
43	868.411	9.7e-05
44	868.425	9.7e-05
45	868.428	9.7e-05
46	868.428	9.7e-05
47	868.461	9.7e-05
48	868.426	9.7e-05
49	868.449	9.7e-05
50	868.446	9.7e-05
51	868.437	9.7e-05
52	868.454	9.7e-05
53	868.463	9.7e-05
54	868.442	9.7e-05
55	868.452	9.7e-05
56	868.465	9.7e-05
57	868.456	9.7e-05
58	868.434	9.7e-05
59	868.42	9.7e-05
60	868.412	9.7e-05
61	868.424	9.7e-05
62	868.412	9.7e-05
63	868.423	9.7e-05
64	868.424	9.7e-05
65	868.426	9.7e-05
66	868.418	9.7e-05
67	868.426	9.7e-05
68	868.436	9.7e-05
69	868.422	9.7e-05
70	868.422	9.7e-05
71	868.418	9.7e-05
72	868.418	9.7e-05
73	868.418	9.7e-05
74	868.408	9.7e-05
75	868.418	9.7e-05
76	868.422	9.7e-05
77	868.431	9.7e-05
78	868.435	9.7e-05
79	868.418	9.7e-05
80	868.428	9.7e-05
81	868.417	9.7e-05
82	868.432	9.7e-05
83	868.419	9.7e-05
84	868.421	9.7e-05
85	868.412	9.7e-05
86	868.417	9.7e-05
87	868.423	9.7e-05
88	868.395	9.7e-05
89	868.429	9.7e-05
90	868.418	9.7e-05
91	868.418	9.7e-05
92	868.406	9.7e-05
93	868.429	9.7e-05
94	868.429	9.7e-05
95	868.403	9.7e-05
96	868.42	9.7e-05
97	868.414	9.7e-05
98	868.409	9.7e-05
99	868.418	9.7e-05
