N	R	I
0	983.773	9.7e-05
1	983.78	9.7e-05
2	983.793	9.7e-05
3	983.785	9.7e-05
4	983.793	9.7e-05
5	983.785	9.7e-05
6	983.81	9.7e-05
7	983.808	9.7e-05
8	983.815	9.7e-05
9	983.814	9.7e-05
10	983.813	9.7e-05
11	983.797	9.7e-05
12	983.811	9.7e-05
13	983.808	9.7e-05
14	983.827	9.7e-05
15	983.802	9.7e-05
16	983.8	9.7e-05
17	983.802	9.7e-05
18	983.811	9.7e-05
19	983.817	9.7e-05
20	983.816	9.7e-05
21	983.839	9.7e-05
22	983.825	9.7e-05
23	983.836	9.7e-05
24	983.821	9.7e-05
25	983.825	9.7e-05
26	983.827	9.7e-05
27	983.842	9.7e-05
28	983.845	9.7e-05
29	983.848	9.7e-05
30	983.83	9.7e-05
31	983.818	9.7e-05
32	983.861	9.7e-05
33	983.833	9.7e-05
34	983.844	9.7e-05
35	983.859	9.7e-05
36	983.855	9.7e-05
37	983.844	9.7e-05
38	983.849	9.7e-05
39	983.832	9.7e-05
40	983.842	9.7e-05
41	983.837	9.7e-05
42	983.832	9.7e-05
43	983.837	9.7e-05
44	983.845	9.7e-05
45	983.837	9.7e-05
46	983.837	9.7e-05
47	983.859	9.7e-05
48	983.86	9.7e-05
49	983.86	9.7e-05
50	983.836	9.7e-05
51	983.835	9.7e-05
52	983.828	9.7e-05
53	983.834	9.7e-05
54	983.846	9.7e-05
55	983.849	9.7e-05
56	983.852	9.7e-05
57	983.854	9.7e-05
58	983.829	9.7e-05
59	983.853	9.7e-05
60	983.877	9.7e-05
61	983.878	9.7e-05
62	983.877	9.7e-05
63	983.878	9.7e-05
64	983.876	9.7e-05
65	983.862	9.7e-05
66	983.891	9.7e-05
67	983.873	9.7e-05
68	983.892	9.7e-05
69	983.891	9.7e-05
70	983.911	9.7e-05
71	983.909	9.7e-05
72	983.869	9.7e-05
73	983.893	9.7e-05
74	983.904	9.7e-05
75	983.887	9.7e-05
76	983.896	9.7e-05
77	983.912	9.7e-05
78	983.895	9.7e-05
79	983.926	9.7e-05
80	983.917	9.7e-05
81	983.904	9.7e-05
82	983.896	9.7e-05
83	983.909	9.7e-05
84	983.937	9.7e-05
85	983.911	9.7e-05
86	983.915	9.7e-05
87	983.921	9.7e-05
88	983.898	9.7e-05
89	983.912	9.7e-05
90	983.909	9.7e-05
91	983.934	9.7e-05
92	983.919	9.7e-05
93	983.937	9.7e-05
94	983.932	9.7e-05
95	983.954	9.7e-05
96	983.932	9.7e-05
97	983.954	9.7e-05
98	983.934	9.7e-05
99	983.935	9.7e-05
100	983.937	9.7e-05
101	983.944	9.7e-05
102	983.972	9.7e-05
103	983.961	9.7e-05
104	983.93	9.7e-05
105	983.956	9.7e-05
106	983.951	9.7e-05
107	983.929	9.7e-05
108	983.928	9.7e-05
109	983.968	9.7e-05
110	983.943	9.7e-05
111	983.932	9.7e-05
112	983.957	9.7e-05
113	983.938	9.7e-05
114	983.964	9.7e-05
115	983.969	9.7e-05
116	983.979	9.7e-05
117	983.974	9.7e-05
118	983.99	9.7e-05
119	983.997	9.7e-05
120	984.007	9.7e-05
121	983.997	9.7e-05
122	984.0	9.7e-05
123	983.988	9.7e-05
124	984.009	9.7e-05
125	984.003	9.7e-05
126	984.016	9.7e-05
127	984.017	9.7e-05
128	984.03	9.7e-05
129	984.038	9.7e-05
130	984.058	9.7e-05
131	984.05	9.7e-05
132	984.026	9.7e-05
133	984.055	9.7e-05
134	984.015	9.7e-05
135	984.039	9.7e-05
136	984.054	9.7e-05
137	984.059	9.7e-05
138	984.042	9.7e-05
139	984.059	9.7e-05
140	984.049	9.7e-05
141	984.047	9.7e-05
142	984.071	9.7e-05
143	984.058	9.7e-05
144	984.069	9.7e-05
145	984.082	9.7e-05
146	984.086	9.7e-05
147	984.077	9.7e-05
148	984.085	9.7e-05
149	984.087	9.7e-05
150	984.09	9.7e-05
151	984.112	9.7e-05
152	984.077	9.7e-05
153	984.111	9.7e-05
154	984.107	9.7e-05
155	984.106	9.7e-05
156	984.11	9.7e-05
157	984.104	9.7e-05
158	984.113	9.7e-05
159	984.124	9.7e-05
160	984.124	9.7e-05
161	984.128	9.7e-05
162	984.136	9.7e-05
163	984.142	9.7e-05
164	984.138	9.7e-05
165	984.14	9.7e-05
166	984.139	9.7e-05
167	984.161	9.7e-05
168	984.165	9.7e-05
169	984.163	9.7e-05
170	984.151	9.7e-05
171	984.148	9.7e-05
172	984.173	9.7e-05
173	984.162	9.7e-05
174	984.183	9.7e-05
175	984.168	9.7e-05
176	984.173	9.7e-05
177	984.179	9.7e-05
178	984.208	9.7e-05
179	984.208	9.7e-05
180	984.207	9.7e-05
181	984.195	9.7e-05
182	984.202	9.7e-05
183	984.197	9.7e-05
184	984.193	9.7e-05
185	984.194	9.7e-05
186	984.204	9.7e-05
187	984.218	9.7e-05
188	984.244	9.7e-05
189	984.21	9.7e-05
190	984.216	9.7e-05
191	984.215	9.7e-05
192	984.208	9.7e-05
193	984.236	9.7e-05
194	984.228	9.7e-05
195	984.23	9.7e-05
196	984.265	9.7e-05
197	984.24	9.7e-05
198	984.262	9.7e-05
199	984.254	9.7e-05
200	984.253	9.7e-05
201	984.243	9.7e-05
