time	R	I
0.0	988.679	9.7e-05
0.01	988.691	9.7e-05
0.02	988.681	9.7e-05
0.03	988.685	9.7e-05
0.04	988.701	9.7e-05
0.05	988.685	9.7e-05
0.06	988.659	9.7e-05
0.07	988.66	9.7e-05
0.08	988.673	9.7e-05
0.09	988.687	9.7e-05
0.1	988.698	9.7e-05
0.11	988.686	9.7e-05
0.12	988.685	9.7e-05
0.13	988.698	9.7e-05
0.14	988.69	9.7e-05
0.15	988.686	9.7e-05
0.16	988.652	9.7e-05
0.17	988.686	9.7e-05
0.18	988.693	9.7e-05
0.19	988.7	9.7e-05
0.2	988.671	9.7e-05
0.21	988.696	9.7e-05
0.22	988.669	9.7e-05
0.23	988.676	9.7e-05
0.24	988.686	9.7e-05
0.25	988.694	9.7e-05
0.26	988.69	9.7e-05
0.27	988.696	9.7e-05
0.28	988.685	9.7e-05
0.29	988.68	9.7e-05
0.3	988.671	9.7e-05
0.31	988.673	9.7e-05
0.32	988.675	9.7e-05
0.33	988.682	9.7e-05
0.34	988.687	9.7e-05
0.35	988.675	9.7e-05
0.36	988.678	9.7e-05
0.37	988.693	9.7e-05
0.38	988.688	9.7e-05
0.39	988.692	9.7e-05
0.4	988.716	9.7e-05
0.41	988.731	9.7e-05
0.42	988.723	9.7e-05
0.43	988.724	9.7e-05
0.44	988.697	9.7e-05
0.45	988.695	9.7e-05
0.46	988.704	9.7e-05
0.47	988.703	9.7e-05
0.48	988.707	9.7e-05
0.49	988.711	9.7e-05
0.5	988.721	9.7e-05
0.51	988.696	9.7e-05
0.52	988.704	9.7e-05
0.53	988.691	9.7e-05
0.54	988.691	9.7e-05
0.55	988.701	9.7e-05
0.56	988.684	9.7e-05
0.57	988.68	9.7e-05
0.58	988.685	9.7e-05
0.59	988.696	9.7e-05
0.6	988.687	9.7e-05
0.61	988.717	9.7e-05
0.62	988.698	9.7e-05
0.63	988.709	9.7e-05
0.64	988.718	9.7e-05
0.65	988.717	9.7e-05
0.66	988.711	9.7e-05
0.67	988.707	9.7e-05
0.68	988.683	9.7e-05
0.69	988.677	9.7e-05
0.7	988.665	9.7e-05
0.71	988.713	9.7e-05
0.72	988.698	9.7e-05
0.73	988.697	9.7e-05
0.74	988.712	9.7e-05
0.75	988.679	9.7e-05
0.76	988.711	9.7e-05
0.77	988.71	9.7e-05
0.78	988.706	9.7e-05
0.79	988.709	9.7e-05
0.8	988.678	9.7e-05
0.81	988.702	9.7e-05
0.82	988.702	9.7e-05
0.83	988.69	9.7e-05
0.84	988.692	9.7e-05
0.85	988.709	9.7e-05
0.86	988.711	9.7e-05
0.87	988.709	9.7e-05
0.88	988.704	9.7e-05
0.89	988.696	9.7e-05
0.9	988.726	9.7e-05
0.91	988.707	9.7e-05
0.92	988.688	9.7e-05
0.93	988.685	9.7e-05
0.94	988.692	9.7e-05
0.95	988.677	9.7e-05
0.96	988.681	9.7e-05
0.97	988.724	9.7e-05
0.98	988.711	9.7e-05
0.99	988.675	9.7e-05
