V_sipm	I_sipm	R_rtd
0.01	-7.7287e-10	1147.826
0.02	-5.58078e-10	1147.816
0.03	-6.14798e-10	1147.812
0.04	-2.43378e-10	1147.811
0.05	6.83868e-10	1147.806
0.06	1.57034e-10	1147.809
0.07	2.44796e-10	1147.813
0.08	8.06618e-10	1147.823
0.09	1.29986e-09	1147.806
0.1	1.82779e-09	1147.817
0.11	2.73061e-09	1147.827
0.12	3.66639e-09	1147.837
0.13	4.72245e-09	1147.832
0.14	6.66957e-09	1147.817
0.15	9.58875e-09	1147.802
0.16	1.17747e-08	1147.81
0.17	1.49361e-08	1147.778
0.18	1.88841e-08	1147.775
0.19	2.5705e-08	1147.742
0.2	3.39036e-08	1147.734
0.21	4.42239e-08	1147.734
0.22	5.76821e-08	1147.713
0.23	7.55289e-08	1147.721
0.24	9.85205e-08	1147.699
0.25	1.3025e-07	1147.678
0.26	1.71838e-07	1147.683
0.27	2.2785e-07	1147.684
0.28	3.03238e-07	1147.67
0.29	4.05783e-07	1147.647
0.3	5.45268e-07	1147.646
0.31	7.36304e-07	1147.664
0.32	1.00024e-06	1147.664
0.33	1.3636e-06	1147.643
0.34	1.86985e-06	1147.655
0.35	2.57254e-06	1147.647
0.36	3.55819e-06	1147.659
0.37	4.93259e-06	1147.656
0.38	6.86956e-06	1147.656
0.39	9.58144e-06	1147.655
0.4	1.33963e-05	1147.661
0.41	1.87556e-05	1147.644
0.42	2.62667e-05	1147.646
0.43	3.67993e-05	1147.66
0.44	5.13888e-05	1147.654
0.45	7.1597e-05	1147.653
0.46	9.90506e-05	1147.655
0.47	0.000136118	1147.644
0.48	0.000184956	1147.638
0.49	0.000248508	1147.619
0.5	0.00032864	1147.605
0.51	0.000427511	1147.607
0.52	0.000546879	1147.593
0.53	0.000686586	1147.613
0.54	0.000847201	1147.59
0.55	0.00102717	1147.594
0.56	0.00122597	1147.599
0.57	0.0014408	1147.588
0.58	0.00167211	1147.565
0.59	0.00191651	1147.568
0.6	0.00217419	1147.57
0.61	0.00244178	1147.56
0.62	0.00271962	1147.571
0.63	0.00300713	1147.543
0.64	0.00330166	1147.567
0.65	0.00360429	1147.555
0.66	0.00391227	1147.55
0.67	0.00422726	1147.552
0.68	0.00454622	1147.544
0.69	0.00487118	1147.55
0.7	0.00519902	1147.555
0.71	0.00553125	1147.515
0.72	0.00586798	1147.482
0.73	0.0062069	1147.489
0.74	0.00655004	1147.514
0.75	0.00689517	1147.512
0.76	0.00724417	1147.515
0.77	0.00759423	1147.515
0.78	0.00794809	1147.499
0.79	0.00830286	1147.502
0.8	0.00866087	1147.497
0.81	0.0090194	1147.481
0.82	0.00937988	1147.466
0.83	0.00974339	1147.445
0.84	0.0101066	1147.472
0.85	0.0104728	1147.463
0.86	0.0108394	1147.458
0.87	0.0112084	1147.448
0.88	0.0115777	1147.465
0.89	0.0119495	1147.474
0.9	0.012321	1147.439
0.91	0.0126937	1147.435
0.92	0.0130686	1147.418
0.93	0.0134432	1147.414
0.94	0.01382	1147.414
0.95	0.0141964	1147.431
0.96	0.0145748	1147.421
0.97	0.0149528	1147.436
0.98	0.0153327	1147.433
0.99	0.0157115	1147.44
1.0	0.0160878	1147.419
