V_sipm	I_sipm	R_rtd
20.0	2.65379e-09	1147.822
20.1	1.99676e-08	1147.845
20.2	1.72976e-08	1147.83
20.3	1.65005e-08	1147.841
20.4	1.64741e-08	1147.838
20.5	1.73058e-08	1147.844
20.6	1.7837e-08	1147.858
20.7	1.80022e-08	1147.864
20.8	1.71837e-08	1147.878
20.9	1.47067e-08	1147.886
21.0	1.70078e-08	1147.896
21.1	1.7335e-08	1147.898
21.2	1.83313e-08	1147.881
21.3	1.85152e-08	1147.91
21.4	1.75881e-08	1147.918
21.5	1.74866e-08	1147.928
21.6	1.80413e-08	1147.944
21.7	1.82117e-08	1147.967
21.8	1.91277e-08	1147.953
21.9	1.85278e-08	1147.958
22.0	1.59489e-08	1147.956
22.1	1.81637e-08	1147.974
22.2	1.85388e-08	1147.98
22.3	1.94979e-08	1147.985
22.4	1.96724e-08	1147.989
22.5	1.92749e-08	1147.997
22.6	1.88575e-08	1147.964
22.7	1.93928e-08	1147.961
22.8	1.96736e-08	1147.951
22.9	2.06428e-08	1147.963
23.0	2.0139e-08	1147.956
23.1	1.77976e-08	1147.986
23.2	2.0086e-08	1147.999
23.3	2.05655e-08	1147.988
23.4	2.16614e-08	1148.001
23.5	2.14866e-08	1147.987
23.6	2.15181e-08	1148.007
23.7	2.14547e-08	1148.025
23.8	2.21383e-08	1148.02
23.9	2.27344e-08	1148.031
24.0	2.31765e-08	1148.044
24.1	2.32265e-08	1148.054
24.2	2.15872e-08	1148.051
24.3	2.43339e-08	1148.087
24.4	2.55846e-08	1148.06
24.5	2.66654e-08	1148.082
24.6	2.76035e-08	1148.067
24.7	2.95564e-08	1148.084
24.8	3.25499e-08	1148.099
24.9	3.81452e-08	1148.118
25.0	5.04289e-08	1148.106
25.1	1.07215e-07	1148.108
25.2	8.81912e-07	1148.094
25.3	5.15181e-06	1148.085
25.4	1.34529e-05	1148.098
25.5	2.4741e-05	1148.072
25.6	3.96809e-05	1148.083
25.7	5.6871e-05	1148.077
25.8	7.74035e-05	1148.114
25.9	9.97336e-05	1148.118
26.0	0.000124414	1148.126
26.1	0.000151874	1148.12
26.2	0.000180675	1148.119
26.3	0.00021254	1148.125
26.4	0.000245233	1148.122
26.5	0.000280606	1148.116
26.6	0.000316792	1148.122
26.7	0.000355727	1148.121
26.8	0.000395053	1148.113
26.9	0.000435697	1148.11
27.0	0.000478967	1148.111
27.1	0.000522733	1148.112
27.2	0.000569138	1148.108
27.3	0.000616045	1148.086
27.4	0.000666048	1148.082
27.5	0.000715385	1148.084
27.6	0.000768358	1148.082
27.7	0.000820532	1148.11
27.8	0.000877237	1148.127
27.9	0.000934099	1148.105
28.0	0.000992218	1148.113
28.1	0.00105321	1148.117
28.2	0.00111419	1148.156
28.3	0.00117856	1148.158
28.4	0.00124305	1148.161
28.5	0.00131245	1148.178
28.6	0.00138125	1148.176
28.7	0.00145534	1148.16
28.8	0.00152751	1148.172
28.9	0.00160314	1148.189
29.0	0.00168295	1148.172
29.1	0.00176247	1148.171
29.2	0.00184723	1148.191
29.3	0.00193181	1148.176
29.4	0.0020217	1148.192
29.5	0.00211409	1148.213
29.6	0.00221353	1148.206
29.7	0.00231203	1148.225
29.8	0.00241449	1148.219
29.9	0.00252432	1148.243
