V_sipm	I_sipm	R_rtd
20.0	5.21944e-09	1145.464
20.1	1.92727e-08	1145.476
20.2	1.78024e-08	1145.479
20.3	1.68547e-08	1145.497
20.4	1.63715e-08	1145.5
20.5	1.64184e-08	1145.513
20.6	1.63814e-08	1145.515
20.7	1.7455e-08	1145.521
20.8	1.44865e-08	1145.523
20.9	1.78937e-08	1145.504
21.0	1.73102e-08	1145.511
21.1	1.69259e-08	1145.521
21.2	1.70996e-08	1145.526
21.3	1.80352e-08	1145.524
21.4	1.83917e-08	1145.544
21.5	1.78816e-08	1145.565
21.6	1.7909e-08	1145.565
21.7	1.74053e-08	1145.565
21.8	1.7809e-08	1145.573
21.9	1.56132e-08	1145.596
22.0	1.92537e-08	1145.603
22.1	1.88591e-08	1145.567
22.2	1.843e-08	1145.583
22.3	1.82576e-08	1145.577
22.4	1.88766e-08	1145.569
22.5	1.96706e-08	1145.6
22.6	1.9113e-08	1145.598
22.7	1.92469e-08	1145.603
22.8	1.90325e-08	1145.602
22.9	1.93002e-08	1145.624
23.0	1.73159e-08	1145.631
23.1	2.07587e-08	1145.627
23.2	2.07793e-08	1145.617
23.3	2.0412e-08	1145.621
23.4	2.04076e-08	1145.607
23.5	2.06836e-08	1145.615
23.6	2.16993e-08	1145.615
23.7	2.21e-08	1145.629
23.8	2.21056e-08	1145.654
23.9	2.20039e-08	1145.63
24.0	2.02766e-08	1145.627
24.1	2.27977e-08	1145.628
24.2	2.40203e-08	1145.627
24.3	2.46307e-08	1145.62
24.4	2.49437e-08	1145.626
24.5	2.60711e-08	1145.638
24.6	2.74024e-08	1145.651
24.7	2.96348e-08	1145.639
24.8	3.24564e-08	1145.617
24.9	3.8014e-08	1145.62
25.0	5.106e-08	1145.63
25.1	1.14007e-07	1145.623
25.2	9.86185e-07	1145.644
25.3	5.4418e-06	1145.641
25.4	1.38884e-05	1145.646
25.5	2.53033e-05	1145.629
25.6	4.02063e-05	1145.625
25.7	5.74788e-05	1145.641
25.8	7.79918e-05	1145.64
25.9	0.000100296	1145.658
26.0	0.000124864	1145.638
26.1	0.00015252	1145.627
26.2	0.000181248	1145.639
26.3	0.00021283	1145.663
26.4	0.000245219	1145.636
26.5	0.000280514	1145.659
26.6	0.000316306	1145.655
26.7	0.000355336	1145.659
26.8	0.000394243	1145.652
26.9	0.000434686	1145.655
27.0	0.000477622	1145.676
27.1	0.000521221	1145.656
27.2	0.000567769	1145.673
27.3	0.000614697	1145.706
27.4	0.000664268	1145.709
27.5	0.000713308	1145.704
27.6	0.000765834	1145.731
27.7	0.000817858	1145.738
27.8	0.000873685	1145.755
27.9	0.000929658	1145.77
28.0	0.000985647	1145.773
28.1	0.00104595	1145.798
28.2	0.00110584	1145.793
28.3	0.00117006	1145.801
28.4	0.00123464	1145.821
28.5	0.00130197	1145.834
28.6	0.00137099	1145.839
28.7	0.0014435	1145.855
28.8	0.00151571	1145.864
28.9	0.00159086	1145.886
29.0	0.00167031	1145.876
29.1	0.00175095	1145.901
29.2	0.0018366	1145.883
29.3	0.00192033	1145.909
29.4	0.00200983	1145.875
29.5	0.00209892	1145.887
29.6	0.00219729	1145.873
29.7	0.00229395	1145.883
29.8	0.00239464	1145.885
29.9	0.00250349	1145.926
