22.0	3.92711e-10
22.05	7.71384e-09
22.1	7.35234e-09
22.15	7.88542e-09
22.2	7.93928e-09
22.25	7.86856e-09
22.3	7.45531e-09
22.35	8.00239e-09
22.4	7.92042e-09
22.45	7.05322e-09
22.5	7.61126e-09
22.55	7.61039e-09
22.6	7.67486e-09
22.65	7.38975e-09
22.7	7.92526e-09
22.75	7.77695e-09
22.8	7.91534e-09
22.85	7.48796e-09
22.9	7.88894e-09
22.95	7.47159e-09
23.0	6.98138e-09
23.05	7.56093e-09
23.1	7.6641e-09
23.15	7.78532e-09
23.2	7.41851e-09
23.25	7.72522e-09
23.3	7.86992e-09
23.35	7.95264e-09
23.4	7.38118e-09
23.45	7.51479e-09
23.5	7.53353e-09
23.55	7.06778e-09
23.6	7.63038e-09
23.65	7.73513e-09
23.7	7.85165e-09
23.75	7.29516e-09
23.8	7.82177e-09
23.85	7.9424e-09
23.9	7.37686e-09
23.95	7.451e-09
24.0	7.48344e-09
24.05	7.40927e-09
24.1	7.17747e-09
24.15	7.75074e-09
24.2	7.80388e-09
24.25	7.64627e-09
24.3	7.47145e-09
24.35	8.09382e-09
24.4	8.11186e-09
24.45	7.50691e-09
24.5	8.24022e-09
24.55	8.67815e-09
24.6	9.11868e-09
24.65	9.11086e-09
24.7	1.01546e-08
24.75	1.05037e-08
24.8	1.11139e-08
24.85	1.12921e-08
24.9	1.23164e-08
24.95	1.28154e-08
25.0	1.35334e-08
25.05	1.49601e-08
25.1	1.57013e-08
25.15	1.66918e-08
25.2	1.70289e-08
25.25	1.85958e-08
25.3	1.98052e-08
25.35	2.10399e-08
25.4	2.13518e-08
25.45	2.30948e-08
25.5	2.43881e-08
25.55	2.60987e-08
25.6	2.75665e-08
25.65	3.00626e-08
25.7	3.21154e-08
25.75	3.32376e-08
25.8	3.39273e-08
25.85	3.67667e-08
25.9	3.88725e-08
25.95	4.00137e-08
26.0	4.18423e-08
26.05	4.47345e-08
26.1	4.68614e-08
26.15	4.80702e-08
26.2	5.13925e-08
26.25	5.53082e-08
26.3	5.56647e-08
26.35	5.94062e-08
26.4	6.27178e-08
26.45	6.4834e-08
26.5	6.61672e-08
26.55	6.95008e-08
26.6	7.35711e-08
26.65	7.61285e-08
26.7	8.19247e-08
26.75	8.56373e-08
26.8	8.83796e-08
26.85	9.21572e-08
26.9	9.48497e-08
26.95	9.98745e-08
27.0	9.77788e-08
27.05	1.02319e-07
27.1	1.06278e-07
27.15	1.0963e-07
27.2	1.11988e-07
27.25	1.15134e-07
27.3	1.22695e-07
27.35	1.28766e-07
27.4	1.34088e-07
27.45	1.37353e-07
27.5	1.39689e-07
27.55	1.49561e-07
27.6	1.53718e-07
27.65	1.57996e-07
27.7	1.63523e-07
27.75	1.70641e-07
27.8	1.77035e-07
27.85	1.8137e-07
27.9	1.92076e-07
27.95	1.9254e-07
28.0	2.01104e-07
28.05	2.08598e-07
28.1	2.13935e-07
28.15	2.18844e-07
28.2	2.3285e-07
28.25	2.37222e-07
28.3	2.50331e-07
28.35	2.53559e-07
28.4	2.60024e-07
28.45	2.64617e-07
28.5	2.73741e-07
28.55	2.90197e-07
28.6	2.94971e-07
28.65	3.08348e-07
28.7	3.16808e-07
28.75	3.30674e-07
28.8	3.44621e-07
28.85	3.53001e-07
28.9	3.51283e-07
28.95	3.72252e-07
29.0	3.80443e-07
29.05	3.9661e-07
29.1	4.08435e-07
29.15	4.09027e-07
29.2	4.22515e-07
29.25	4.34616e-07
29.3	4.51709e-07
29.35	4.72361e-07
29.4	4.67392e-07
29.45	4.85783e-07
29.5	4.98906e-07
29.55	5.16891e-07
29.6	5.34143e-07
29.65	5.48209e-07
29.7	5.69644e-07
29.75	5.69017e-07
29.8	6.02168e-07
29.85	6.01454e-07
29.9	6.36232e-07
29.95	6.4655e-07
30.0	6.79662e-07
30.05	6.86014e-07
