time	R	I
0.0	914.457	9.7e-05
0.01	914.457	9.7e-05
0.02	914.445	9.7e-05
0.03	914.44	9.7e-05
0.04	914.442	9.7e-05
0.05	914.443	9.7e-05
0.06	914.424	9.7e-05
0.07	914.427	9.7e-05
0.08	914.455	9.7e-05
0.09	914.453	9.7e-05
0.1	914.444	9.7e-05
0.11	914.454	9.7e-05
0.12	914.434	9.7e-05
0.13	914.429	9.7e-05
0.14	914.437	9.7e-05
0.15	914.428	9.7e-05
0.16	914.445	9.7e-05
0.17	914.46	9.7e-05
0.18	914.453	9.7e-05
0.19	914.45	9.7e-05
0.2	914.458	9.7e-05
0.21	914.432	9.7e-05
0.22	914.437	9.7e-05
0.23	914.446	9.7e-05
0.24	914.428	9.7e-05
0.25	914.44	9.7e-05
0.26	914.437	9.7e-05
0.27	914.432	9.7e-05
0.28	914.429	9.7e-05
0.29	914.42	9.7e-05
0.3	914.417	9.7e-05
0.31	914.432	9.7e-05
0.32	914.422	9.7e-05
0.33	914.417	9.7e-05
0.34	914.411	9.7e-05
0.35	914.386	9.7e-05
0.36	914.38	9.7e-05
0.37	914.394	9.7e-05
0.38	914.405	9.7e-05
0.39	914.399	9.7e-05
0.4	914.433	9.7e-05
0.41	914.406	9.7e-05
0.42	914.425	9.7e-05
0.43	914.412	9.7e-05
0.44	914.427	9.7e-05
0.45	914.416	9.7e-05
0.46	914.422	9.7e-05
0.47	914.406	9.7e-05
0.48	914.41	9.7e-05
0.49	914.396	9.7e-05
0.5	914.397	9.7e-05
0.51	914.408	9.7e-05
0.52	914.38	9.7e-05
0.53	914.383	9.7e-05
0.54	914.386	9.7e-05
0.55	914.391	9.7e-05
0.56	914.382	9.7e-05
0.57	914.375	9.7e-05
0.58	914.385	9.7e-05
0.59	914.366	9.7e-05
0.6	914.372	9.7e-05
0.61	914.386	9.7e-05
0.62	914.381	9.7e-05
0.63	914.354	9.7e-05
0.64	914.352	9.7e-05
0.65	914.352	9.7e-05
0.66	914.347	9.7e-05
0.67	914.346	9.7e-05
0.68	914.353	9.7e-05
0.69	914.354	9.7e-05
0.7	914.341	9.7e-05
0.71	914.33	9.7e-05
0.72	914.333	9.7e-05
0.73	914.34	9.7e-05
0.74	914.329	9.7e-05
0.75	914.335	9.7e-05
0.76	914.355	9.7e-05
0.77	914.342	9.7e-05
0.78	914.344	9.7e-05
0.79	914.32	9.7e-05
0.8	914.33	9.7e-05
0.81	914.31	9.7e-05
0.82	914.312	9.7e-05
0.83	914.337	9.7e-05
0.84	914.327	9.7e-05
0.85	914.334	9.7e-05
0.86	914.321	9.7e-05
0.87	914.328	9.7e-05
0.88	914.35	9.7e-05
0.89	914.321	9.7e-05
0.9	914.326	9.7e-05
0.91	914.337	9.7e-05
0.92	914.352	9.7e-05
0.93	914.338	9.7e-05
0.94	914.284	9.7e-05
0.95	914.306	9.7e-05
0.96	914.309	9.7e-05
0.97	914.3	9.7e-05
0.98	914.291	9.7e-05
0.99	914.304	9.7e-05
