N	R	I
0	997.66	9.7e-05
1	997.669	9.7e-05
2	997.673	9.7e-05
3	997.672	9.7e-05
4	997.67	9.7e-05
5	997.69	9.7e-05
6	997.678	9.7e-05
7	997.679	9.7e-05
8	997.679	9.7e-05
9	997.677	9.7e-05
10	997.686	9.7e-05
11	997.688	9.7e-05
12	997.683	9.7e-05
13	997.684	9.7e-05
14	997.678	9.7e-05
15	997.704	9.7e-05
16	997.692	9.7e-05
17	997.7	9.7e-05
18	997.687	9.7e-05
19	997.687	9.7e-05
20	997.695	9.7e-05
21	997.675	9.7e-05
22	997.679	9.7e-05
23	997.68	9.7e-05
24	997.675	9.7e-05
25	997.672	9.7e-05
26	997.66	9.7e-05
27	997.669	9.7e-05
28	997.667	9.7e-05
29	997.689	9.7e-05
30	997.689	9.7e-05
31	997.683	9.7e-05
32	997.661	9.7e-05
33	997.674	9.7e-05
34	997.671	9.7e-05
35	997.699	9.7e-05
36	997.694	9.7e-05
37	997.7	9.7e-05
38	997.681	9.7e-05
39	997.696	9.7e-05
40	997.674	9.7e-05
41	997.679	9.7e-05
42	997.671	9.7e-05
43	997.665	9.7e-05
44	997.68	9.7e-05
45	997.657	9.7e-05
46	997.672	9.7e-05
47	997.688	9.7e-05
48	997.686	9.7e-05
49	997.687	9.7e-05
50	997.676	9.7e-05
51	997.684	9.7e-05
52	997.675	9.7e-05
53	997.682	9.7e-05
54	997.694	9.7e-05
55	997.698	9.7e-05
56	997.651	9.7e-05
57	997.648	9.7e-05
58	997.669	9.7e-05
59	997.666	9.7e-05
60	997.672	9.7e-05
61	997.686	9.7e-05
62	997.658	9.7e-05
63	997.658	9.7e-05
64	997.666	9.7e-05
65	997.657	9.7e-05
66	997.679	9.7e-05
67	997.667	9.7e-05
68	997.652	9.7e-05
69	997.655	9.7e-05
70	997.665	9.7e-05
71	997.672	9.7e-05
72	997.639	9.7e-05
73	997.65	9.7e-05
74	997.661	9.7e-05
75	997.674	9.7e-05
76	997.664	9.7e-05
77	997.663	9.7e-05
78	997.657	9.7e-05
79	997.653	9.7e-05
80	997.655	9.7e-05
81	997.648	9.7e-05
82	997.671	9.7e-05
83	997.648	9.7e-05
84	997.663	9.7e-05
85	997.67	9.7e-05
86	997.651	9.7e-05
87	997.671	9.7e-05
88	997.691	9.7e-05
89	997.688	9.7e-05
90	997.677	9.7e-05
91	997.689	9.7e-05
92	997.66	9.7e-05
93	997.641	9.7e-05
94	997.671	9.7e-05
95	997.678	9.7e-05
96	997.662	9.7e-05
97	997.672	9.7e-05
98	997.664	9.7e-05
99	997.654	9.7e-05
100	997.654	9.7e-05
101	997.663	9.7e-05
102	997.651	9.7e-05
103	997.672	9.7e-05
104	997.664	9.7e-05
105	997.67	9.7e-05
106	997.664	9.7e-05
107	997.658	9.7e-05
108	997.633	9.7e-05
109	997.653	9.7e-05
110	997.653	9.7e-05
111	997.641	9.7e-05
112	997.633	9.7e-05
113	997.65	9.7e-05
114	997.674	9.7e-05
115	997.649	9.7e-05
116	997.632	9.7e-05
117	997.661	9.7e-05
118	997.66	9.7e-05
119	997.648	9.7e-05
120	997.654	9.7e-05
121	997.656	9.7e-05
122	997.675	9.7e-05
123	997.651	9.7e-05
124	997.638	9.7e-05
125	997.665	9.7e-05
126	997.671	9.7e-05
127	997.654	9.7e-05
128	997.654	9.7e-05
129	997.666	9.7e-05
130	997.667	9.7e-05
131	997.658	9.7e-05
132	997.66	9.7e-05
133	997.663	9.7e-05
134	997.654	9.7e-05
135	997.663	9.7e-05
136	997.659	9.7e-05
137	997.674	9.7e-05
138	997.684	9.7e-05
139	997.646	9.7e-05
140	997.659	9.7e-05
141	997.651	9.7e-05
142	997.65	9.7e-05
143	997.659	9.7e-05
144	997.636	9.7e-05
145	997.646	9.7e-05
146	997.642	9.7e-05
147	997.659	9.7e-05
148	997.648	9.7e-05
149	997.647	9.7e-05
150	997.634	9.7e-05
151	997.636	9.7e-05
152	997.631	9.7e-05
153	997.637	9.7e-05
154	997.629	9.7e-05
155	997.639	9.7e-05
156	997.626	9.7e-05
157	997.647	9.7e-05
158	997.649	9.7e-05
159	997.641	9.7e-05
160	997.654	9.7e-05
161	997.643	9.7e-05
