N	R	I
0	997.388	9.7e-05
1	997.388	9.7e-05
2	997.376	9.7e-05
3	997.395	9.7e-05
4	997.4	9.7e-05
5	997.394	9.7e-05
6	997.385	9.7e-05
7	997.386	9.7e-05
8	997.398	9.7e-05
9	997.396	9.7e-05
10	997.39	9.7e-05
11	997.386	9.7e-05
12	997.393	9.7e-05
13	997.368	9.7e-05
14	997.391	9.7e-05
15	997.387	9.7e-05
16	997.359	9.7e-05
17	997.382	9.7e-05
18	997.381	9.7e-05
19	997.366	9.7e-05
20	997.375	9.7e-05
21	997.384	9.7e-05
22	997.375	9.7e-05
23	997.391	9.7e-05
24	997.367	9.7e-05
25	997.385	9.7e-05
26	997.392	9.7e-05
27	997.395	9.7e-05
28	997.378	9.7e-05
29	997.38	9.7e-05
30	997.374	9.7e-05
31	997.367	9.7e-05
32	997.399	9.7e-05
33	997.379	9.7e-05
34	997.382	9.7e-05
35	997.38	9.7e-05
36	997.389	9.7e-05
37	997.377	9.7e-05
38	997.369	9.7e-05
39	997.364	9.7e-05
40	997.383	9.7e-05
41	997.41	9.7e-05
42	997.359	9.7e-05
43	997.374	9.7e-05
44	997.369	9.7e-05
45	997.387	9.7e-05
46	997.353	9.7e-05
47	997.397	9.7e-05
48	997.38	9.7e-05
49	997.381	9.7e-05
50	997.386	9.7e-05
51	997.369	9.7e-05
52	997.377	9.7e-05
53	997.355	9.7e-05
54	997.364	9.7e-05
55	997.352	9.7e-05
56	997.357	9.7e-05
57	997.37	9.7e-05
58	997.367	9.7e-05
59	997.37	9.7e-05
60	997.368	9.7e-05
61	997.353	9.7e-05
62	997.363	9.7e-05
63	997.372	9.7e-05
64	997.395	9.7e-05
65	997.387	9.7e-05
66	997.358	9.7e-05
67	997.371	9.7e-05
68	997.383	9.7e-05
69	997.375	9.7e-05
70	997.382	9.7e-05
71	997.39	9.7e-05
72	997.406	9.7e-05
73	997.393	9.7e-05
74	997.399	9.7e-05
75	997.406	9.7e-05
76	997.392	9.7e-05
77	997.372	9.7e-05
78	997.393	9.7e-05
79	997.387	9.7e-05
80	997.389	9.7e-05
81	997.385	9.7e-05
82	997.389	9.7e-05
83	997.391	9.7e-05
84	997.389	9.7e-05
85	997.382	9.7e-05
86	997.398	9.7e-05
87	997.384	9.7e-05
88	997.411	9.7e-05
89	997.409	9.7e-05
90	997.405	9.7e-05
91	997.395	9.7e-05
92	997.387	9.7e-05
93	997.402	9.7e-05
94	997.402	9.7e-05
95	997.394	9.7e-05
96	997.403	9.7e-05
97	997.413	9.7e-05
98	997.394	9.7e-05
99	997.4	9.7e-05
100	997.405	9.7e-05
101	997.401	9.7e-05
102	997.415	9.7e-05
103	997.409	9.7e-05
104	997.402	9.7e-05
105	997.414	9.7e-05
106	997.407	9.7e-05
107	997.384	9.7e-05
108	997.401	9.7e-05
109	997.378	9.7e-05
110	997.371	9.7e-05
111	997.398	9.7e-05
112	997.402	9.7e-05
113	997.393	9.7e-05
114	997.404	9.7e-05
115	997.385	9.7e-05
116	997.391	9.7e-05
117	997.402	9.7e-05
118	997.403	9.7e-05
119	997.406	9.7e-05
120	997.372	9.7e-05
121	997.378	9.7e-05
122	997.401	9.7e-05
123	997.388	9.7e-05
124	997.373	9.7e-05
125	997.362	9.7e-05
126	997.361	9.7e-05
127	997.373	9.7e-05
128	997.355	9.7e-05
129	997.374	9.7e-05
130	997.364	9.7e-05
131	997.373	9.7e-05
132	997.381	9.7e-05
133	997.378	9.7e-05
134	997.399	9.7e-05
135	997.399	9.7e-05
136	997.378	9.7e-05
137	997.388	9.7e-05
138	997.386	9.7e-05
139	997.391	9.7e-05
140	997.395	9.7e-05
141	997.401	9.7e-05
142	997.38	9.7e-05
143	997.387	9.7e-05
144	997.384	9.7e-05
145	997.386	9.7e-05
146	997.408	9.7e-05
147	997.398	9.7e-05
148	997.386	9.7e-05
149	997.382	9.7e-05
150	997.381	9.7e-05
151	997.364	9.7e-05
152	997.357	9.7e-05
153	997.386	9.7e-05
154	997.406	9.7e-05
155	997.412	9.7e-05
156	997.421	9.7e-05
157	997.386	9.7e-05
158	997.407	9.7e-05
159	997.415	9.7e-05
160	997.401	9.7e-05
161	997.425	9.7e-05
