V_sipm	I_sipm	R_rtd
20.0	-7.52664e-09	1085.668
20.1	9.90281e-09	1085.661
20.2	5.59113e-09	1085.661
20.3	5.44026e-09	1085.657
20.4	6.19997e-09	1085.664
20.5	7.55594e-09	1085.654
20.6	6.4734e-09	1085.681
20.7	6.94164e-09	1085.677
20.8	5.96445e-09	1085.668
20.9	5.53188e-09	1085.675
21.0	3.42845e-09	1085.671
21.1	6.42462e-09	1085.68
21.2	7.61716e-09	1085.683
21.3	6.88903e-09	1085.654
21.4	5.91174e-09	1085.67
21.5	5.61528e-09	1085.668
21.6	6.45717e-09	1085.666
21.7	7.62817e-09	1085.67
21.8	7.61565e-09	1085.673
21.9	6.41228e-09	1085.672
22.0	5.92446e-09	1085.688
22.1	3.85933e-09	1085.669
22.2	6.17448e-09	1085.689
22.3	7.26086e-09	1085.685
22.4	7.66108e-09	1085.664
22.5	6.78891e-09	1085.675
22.6	6.03465e-09	1085.674
22.7	6.44935e-09	1085.666
22.8	7.27139e-09	1085.667
22.9	7.35402e-09	1085.667
23.0	8.08102e-09	1085.673
23.1	7.67421e-09	1085.668
23.2	4.69358e-09	1085.68
23.3	6.80923e-09	1085.663
23.4	6.73255e-09	1085.666
23.5	7.78542e-09	1085.671
23.6	8.79308e-09	1085.661
23.7	7.93779e-09	1085.684
23.8	7.64465e-09	1085.676
23.9	7.39915e-09	1085.663
24.0	8.26962e-09	1085.652
24.1	9.57301e-09	1085.675
24.2	6.70732e-09	1085.669
24.3	9.93179e-09	1085.653
24.4	1.03185e-08	1085.675
24.5	1.2106e-08	1085.665
24.6	1.70997e-08	1085.666
24.7	4.42642e-08	1085.682
24.8	4.26528e-07	1085.672
24.9	2.2228e-06	1085.668
25.0	5.20755e-06	1085.687
25.1	9.3136e-06	1085.677
25.2	1.46797e-05	1085.69
25.3	2.08871e-05	1085.665
25.4	2.81882e-05	1085.671
25.5	3.6092e-05	1085.674
25.6	4.51413e-05	1085.667
25.7	5.46517e-05	1085.678
25.8	6.52658e-05	1085.677
25.9	7.61089e-05	1085.693
26.0	8.77307e-05	1085.661
26.1	0.000100202	1085.678
26.2	0.000112924	1085.683
26.3	0.000126732	1085.656
26.4	0.000140671	1085.693
26.5	0.000155773	1085.676
26.6	0.000170657	1085.667
26.7	0.000186936	1085.671
26.8	0.000203086	1085.668
26.9	0.000219661	1085.67
27.0	0.000237389	1085.661
27.1	0.000255217	1085.662
27.2	0.00027385	1085.661
27.3	0.000292459	1085.678
27.4	0.000312755	1085.671
27.5	0.000332356	1085.685
27.6	0.000353678	1085.678
27.7	0.000374804	1085.668
27.8	0.000397305	1085.671
27.9	0.000419333	1085.656
28.0	0.000442303	1085.687
28.1	0.000467115	1085.689
28.2	0.000491964	1085.686
28.3	0.000517421	1085.674
28.4	0.000543285	1085.676
28.5	0.000571119	1085.68
28.6	0.000598458	1085.681
28.7	0.000627929	1085.682
28.8	0.000657568	1085.66
28.9	0.000688176	1085.663
29.0	0.000719842	1085.676
29.1	0.000752589	1085.671
29.2	0.000787109	1085.662
29.3	0.000821772	1085.683
29.4	0.000859409	1085.673
29.5	0.000896402	1085.682
29.6	0.000935942	1085.666
29.7	0.000976151	1085.693
29.8	0.00101997	1085.682
29.9	0.00106419	1085.685
