V_sipm	I_sipm	R_rtd
20.0	-1.39092e-08	1034.832
20.1	1.0238e-08	1034.831
20.2	4.26606e-09	1034.846
20.3	2.84362e-09	1034.821
20.4	5.41086e-09	1034.844
20.5	4.64435e-09	1034.819
20.6	4.24868e-09	1034.83
20.7	4.52974e-09	1034.837
20.8	4.5769e-09	1034.84
20.9	5.42396e-09	1034.823
21.0	4.93042e-09	1034.84
21.1	4.57538e-09	1034.823
21.2	4.58914e-09	1034.823
21.3	5.39722e-09	1034.829
21.4	3.18637e-09	1034.834
21.5	4.35047e-09	1034.823
21.6	4.77278e-09	1034.842
21.7	5.39676e-09	1034.825
21.8	5.2001e-09	1034.843
21.9	4.34276e-09	1034.826
22.0	4.56809e-09	1034.824
22.1	4.4937e-09	1034.839
22.2	5.64675e-09	1034.827
22.3	4.67986e-09	1034.823
22.4	4.43164e-09	1034.823
22.5	3.18879e-09	1034.815
22.6	5.68169e-09	1034.808
22.7	4.85518e-09	1034.825
22.8	4.50534e-09	1034.823
22.9	4.80156e-09	1034.831
23.0	4.91966e-09	1034.807
23.1	5.7688e-09	1034.829
23.2	4.82668e-09	1034.803
23.3	4.70927e-09	1034.814
23.4	5.38201e-09	1034.805
23.5	5.76599e-09	1034.809
23.6	3.7083e-09	1034.811
23.7	4.91767e-09	1034.798
23.8	5.75187e-09	1034.811
23.9	6.32273e-09	1034.801
24.0	5.62091e-09	1034.804
24.1	5.56027e-09	1034.812
24.2	6.21928e-09	1034.803
24.3	8.25102e-09	1034.817
24.4	1.42266e-08	1034.803
24.5	1.21633e-07	1034.806
24.6	6.38473e-07	1034.802
24.7	1.55976e-06	1034.771
24.8	2.80636e-06	1034.799
24.9	4.422e-06	1034.789
25.0	6.29209e-06	1034.788
25.1	8.44812e-06	1034.785
25.2	1.09751e-05	1034.785
25.3	1.36367e-05	1034.785
25.4	1.66397e-05	1034.772
25.5	1.97665e-05	1034.779
25.6	2.31696e-05	1034.76
25.7	2.67316e-05	1034.761
25.8	3.05485e-05	1034.758
25.9	3.44797e-05	1034.776
26.0	3.85458e-05	1034.765
26.1	4.30188e-05	1034.76
26.2	4.74231e-05	1034.778
26.3	5.21621e-05	1034.768
26.4	5.68754e-05	1034.753
26.5	6.20989e-05	1034.748
26.6	6.72324e-05	1034.772
26.7	7.28083e-05	1034.759
26.8	7.82859e-05	1034.767
26.9	8.37249e-05	1034.754
27.0	8.97605e-05	1034.786
27.1	9.57197e-05	1034.766
27.2	0.000102059	1034.787
27.3	0.000108403	1034.797
27.4	0.000114851	1034.807
27.5	0.000121656	1034.807
27.6	0.000128855	1034.797
27.7	0.000135867	1034.799
27.8	0.000143432	1034.815
27.9	0.000150871	1034.835
28.0	0.000158748	1034.823
28.1	0.000167024	1034.825
28.2	0.000175257	1034.844
28.3	0.000184039	1034.848
28.4	0.000192522	1034.832
28.5	0.000201827	1034.833
28.6	0.000211302	1034.846
28.7	0.000221309	1034.855
28.8	0.00023096	1034.845
28.9	0.000241322	1034.865
29.0	0.000252187	1034.873
29.1	0.000263124	1034.874
29.2	0.000274907	1034.869
29.3	0.000287055	1034.879
29.4	0.000299888	1034.903
29.5	0.000312542	1034.889
29.6	0.000326517	1034.894
29.7	0.000340454	1034.907
29.8	0.000355312	1034.932
29.9	0.000371046	1034.924
