0.0	1.3113e-07
0.01	-5.72205e-07
0.02	-4.52995e-07
0.03	-4.17233e-07
0.04	-5.84126e-07
0.05	-4.88758e-07
0.06	-3.8147e-07
0.07	-4.17233e-07
0.08	-4.76837e-07
0.09	-4.52995e-07
0.1	-1.35899e-06
0.11	-4.52995e-07
0.12	-4.52995e-07
0.13	-4.64916e-07
0.14	-3.8147e-07
0.15	-4.17233e-07
0.16	-4.76837e-07
0.17	-4.52995e-07
0.18	-4.52995e-07
0.19	-3.57628e-07
0.2	-6.67572e-07
0.21	-4.88758e-07
0.22	-5.24521e-07
0.23	-4.64916e-07
0.24	-4.64916e-07
0.25	-4.52995e-07
0.26	-3.93391e-07
0.27	-4.17233e-07
0.28	-4.88758e-07
0.29	-5.00679e-07
0.3	-5.84126e-07
0.31	-4.29153e-07
0.32	-5.60284e-07
0.33	-3.8147e-07
0.34	-5.24521e-07
0.35	-4.64916e-07
0.36	-4.29153e-07
0.37	-4.17233e-07
0.38	-5.126e-07
0.39	-3.21865e-07
0.4	-4.88758e-07
0.41	-3.93391e-07
0.42	-4.41074e-07
0.43	-4.52995e-07
0.44	-4.17233e-07
0.45	-4.41074e-07
0.46	-2.98023e-07
0.47	-1.78814e-07
0.48	-1.66893e-07
0.49	-1.19209e-08
0.5	1.54972e-07
0.51	4.29153e-07
0.52	9.29832e-07
0.53	1.54972e-06
0.54	2.53916e-06
0.55	3.95775e-06
0.56	6.35386e-06
0.57	1.00851e-05
0.58	1.54495e-05
0.59	2.36392e-05
0.6	3.61204e-05
0.61	5.51939e-05
0.62	8.35776e-05
0.63	0.000124764
0.64	0.00018338
0.65	0.000263417
0.66	0.000367737
0.67	0.000498986
0.68	0.000656676
0.69	0.000839722
0.7	0.00104682
0.71	0.00127391
0.72	0.00151881
0.73	0.00178016
0.74	0.00205421
0.75	0.00233978
0.76	0.00263644
0.77	0.00294067
0.78	0.00325236
0.79	0.0035722
0.8	0.00389628
0.81	0.00422694
0.82	0.00456089
0.83	0.00489928
0.84	0.00524225
0.85	0.00558771
0.86	0.00593621
0.87	0.00628865
0.88	0.00664232
0.89	0.00699835
0.9	0.00735792
0.91	0.00771844
0.92	0.00808066
0.93	0.0084459
0.94	0.00881172
0.95	0.00917854
0.96	0.00954826
0.97	0.00991822
0.98	0.0102896
0.99	0.0106632
