N	R	I
0	1079.01	9.7e-05
1	1079.02	9.7e-05
2	1079.01	9.7e-05
3	1078.99	9.7e-05
4	1079.0	9.7e-05
5	1078.97	9.7e-05
6	1078.99	9.7e-05
7	1078.99	9.7e-05
8	1078.99	9.7e-05
9	1079.0	9.7e-05
10	1078.98	9.7e-05
11	1079.0	9.7e-05
12	1079.0	9.7e-05
13	1079.0	9.7e-05
14	1078.99	9.7e-05
15	1078.99	9.7e-05
16	1078.99	9.7e-05
17	1079.0	9.7e-05
18	1078.99	9.7e-05
19	1078.98	9.7e-05
20	1078.97	9.7e-05
21	1078.99	9.7e-05
22	1079.03	9.7e-05
23	1079.0	9.7e-05
24	1078.98	9.7e-05
25	1078.98	9.7e-05
26	1079.02	9.7e-05
27	1079.01	9.7e-05
28	1079.02	9.7e-05
29	1079.04	9.7e-05
30	1079.0	9.7e-05
31	1079.01	9.7e-05
32	1079.03	9.7e-05
33	1079.02	9.7e-05
34	1079.0	9.7e-05
35	1079.0	9.7e-05
36	1079.02	9.7e-05
37	1079.03	9.7e-05
38	1079.0	9.7e-05
39	1079.01	9.7e-05
40	1079.03	9.7e-05
41	1079.03	9.7e-05
42	1079.04	9.7e-05
43	1079.03	9.7e-05
44	1079.03	9.7e-05
45	1079.02	9.7e-05
46	1079.02	9.7e-05
47	1079.01	9.7e-05
48	1079.01	9.7e-05
49	1079.02	9.7e-05
50	1079.03	9.7e-05
51	1078.98	9.7e-05
52	1079.02	9.7e-05
53	1079.0	9.7e-05
54	1078.99	9.7e-05
55	1078.99	9.7e-05
56	1078.99	9.7e-05
57	1078.99	9.7e-05
58	1078.99	9.7e-05
59	1078.99	9.7e-05
60	1079.01	9.7e-05
61	1078.98	9.7e-05
62	1079.0	9.7e-05
63	1078.99	9.7e-05
64	1079.01	9.7e-05
65	1078.98	9.7e-05
66	1079.02	9.7e-05
67	1079.01	9.7e-05
68	1079.0	9.7e-05
69	1078.98	9.7e-05
70	1079.01	9.7e-05
71	1079.0	9.7e-05
72	1079.0	9.7e-05
73	1079.01	9.7e-05
74	1078.98	9.7e-05
75	1079.01	9.7e-05
76	1079.03	9.7e-05
77	1079.01	9.7e-05
78	1079.0	9.7e-05
79	1079.01	9.7e-05
80	1079.0	9.7e-05
81	1079.01	9.7e-05
82	1079.01	9.7e-05
83	1079.01	9.7e-05
84	1079.02	9.7e-05
85	1079.0	9.7e-05
86	1079.03	9.7e-05
87	1079.03	9.7e-05
88	1079.04	9.7e-05
89	1079.01	9.7e-05
90	1079.0	9.7e-05
91	1079.01	9.7e-05
92	1079.03	9.7e-05
93	1079.03	9.7e-05
94	1079.02	9.7e-05
95	1079.01	9.7e-05
96	1079.0	9.7e-05
97	1079.0	9.7e-05
98	1079.03	9.7e-05
99	1079.0	9.7e-05
100	1079.01	9.7e-05
101	1078.98	9.7e-05
102	1079.0	9.7e-05
103	1079.0	9.7e-05
104	1079.02	9.7e-05
105	1079.01	9.7e-05
106	1078.99	9.7e-05
107	1079.02	9.7e-05
108	1079.04	9.7e-05
109	1079.0	9.7e-05
110	1079.01	9.7e-05
111	1079.04	9.7e-05
112	1079.03	9.7e-05
113	1079.04	9.7e-05
114	1079.02	9.7e-05
115	1079.03	9.7e-05
116	1079.03	9.7e-05
117	1078.98	9.7e-05
118	1078.99	9.7e-05
119	1079.0	9.7e-05
120	1079.0	9.7e-05
121	1079.0	9.7e-05
122	1079.01	9.7e-05
123	1079.03	9.7e-05
124	1079.0	9.7e-05
125	1079.06	9.7e-05
126	1079.01	9.7e-05
127	1079.01	9.7e-05
128	1079.0	9.7e-05
129	1079.01	9.7e-05
130	1079.02	9.7e-05
131	1079.01	9.7e-05
132	1079.04	9.7e-05
133	1079.02	9.7e-05
134	1079.04	9.7e-05
135	1079.02	9.7e-05
136	1079.01	9.7e-05
137	1079.03	9.7e-05
138	1079.01	9.7e-05
139	1079.0	9.7e-05
140	1078.99	9.7e-05
141	1078.99	9.7e-05
142	1078.99	9.7e-05
143	1078.99	9.7e-05
144	1079.0	9.7e-05
145	1078.99	9.7e-05
146	1079.01	9.7e-05
147	1079.03	9.7e-05
148	1079.0	9.7e-05
149	1078.99	9.7e-05
150	1079.0	9.7e-05
151	1079.01	9.7e-05
152	1079.01	9.7e-05
153	1079.03	9.7e-05
154	1079.01	9.7e-05
155	1079.0	9.7e-05
156	1079.01	9.7e-05
157	1079.04	9.7e-05
158	1079.01	9.7e-05
159	1079.03	9.7e-05
160	1079.0	9.7e-05
161	1079.03	9.7e-05
