time	R	I
0.0	914.216	9.7e-05
0.01	914.226	9.7e-05
0.02	914.187	9.7e-05
0.03	914.209	9.7e-05
0.04	914.185	9.7e-05
0.05	914.199	9.7e-05
0.06	914.2	9.7e-05
0.07	914.223	9.7e-05
0.08	914.191	9.7e-05
0.09	914.19	9.7e-05
0.1	914.202	9.7e-05
0.11	914.201	9.7e-05
0.12	914.199	9.7e-05
0.13	914.167	9.7e-05
0.14	914.183	9.7e-05
0.15	914.172	9.7e-05
0.16	914.165	9.7e-05
0.17	914.185	9.7e-05
0.18	914.163	9.7e-05
0.19	914.169	9.7e-05
0.2	914.145	9.7e-05
0.21	914.164	9.7e-05
0.22	914.177	9.7e-05
0.23	914.159	9.7e-05
0.24	914.152	9.7e-05
0.25	914.162	9.7e-05
0.26	914.169	9.7e-05
0.27	914.17	9.7e-05
0.28	914.164	9.7e-05
0.29	914.166	9.7e-05
0.3	914.169	9.7e-05
0.31	914.177	9.7e-05
0.32	914.177	9.7e-05
0.33	914.169	9.7e-05
0.34	914.164	9.7e-05
0.35	914.156	9.7e-05
0.36	914.159	9.7e-05
0.37	914.184	9.7e-05
0.38	914.184	9.7e-05
0.39	914.189	9.7e-05
0.4	914.155	9.7e-05
0.41	914.171	9.7e-05
0.42	914.162	9.7e-05
0.43	914.168	9.7e-05
0.44	914.136	9.7e-05
0.45	914.149	9.7e-05
0.46	914.142	9.7e-05
0.47	914.125	9.7e-05
0.48	914.154	9.7e-05
0.49	914.135	9.7e-05
0.5	914.108	9.7e-05
0.51	914.148	9.7e-05
0.52	914.14	9.7e-05
0.53	914.122	9.7e-05
0.54	914.099	9.7e-05
0.55	914.128	9.7e-05
0.56	914.098	9.7e-05
0.57	914.125	9.7e-05
0.58	914.129	9.7e-05
0.59	914.125	9.7e-05
0.6	914.13	9.7e-05
0.61	914.107	9.7e-05
0.62	914.123	9.7e-05
0.63	914.125	9.7e-05
0.64	914.149	9.7e-05
0.65	914.123	9.7e-05
0.66	914.13	9.7e-05
0.67	914.113	9.7e-05
0.68	914.103	9.7e-05
0.69	914.115	9.7e-05
0.7	914.107	9.7e-05
0.71	914.099	9.7e-05
0.72	914.091	9.7e-05
0.73	914.126	9.7e-05
0.74	914.108	9.7e-05
0.75	914.115	9.7e-05
0.76	914.089	9.7e-05
0.77	914.108	9.7e-05
0.78	914.104	9.7e-05
0.79	914.096	9.7e-05
0.8	914.085	9.7e-05
0.81	914.094	9.7e-05
0.82	914.093	9.7e-05
0.83	914.081	9.7e-05
0.84	914.104	9.7e-05
0.85	914.118	9.7e-05
0.86	914.078	9.7e-05
0.87	914.083	9.7e-05
0.88	914.111	9.7e-05
0.89	914.08	9.7e-05
0.9	914.061	9.7e-05
0.91	914.058	9.7e-05
0.92	914.079	9.7e-05
0.93	914.056	9.7e-05
0.94	914.059	9.7e-05
0.95	914.053	9.7e-05
0.96	914.06	9.7e-05
0.97	914.073	9.7e-05
0.98	914.064	9.7e-05
0.99	914.061	9.7e-05
