time	R	I
0.0	1030.01	9.7e-05
0.01	1030.03	9.7e-05
0.02	1030.02	9.7e-05
0.03	1030.03	9.7e-05
0.04	1030.0	9.7e-05
0.05	1030.02	9.7e-05
0.06	1030.04	9.7e-05
0.07	1030.01	9.7e-05
0.08	1030.03	9.7e-05
0.09	1030.03	9.7e-05
0.1	1030.02	9.7e-05
0.11	1030.02	9.7e-05
0.12	1030.01	9.7e-05
0.13	1030.02	9.7e-05
0.14	1030.0	9.7e-05
0.15	1030.02	9.7e-05
0.16	1030.03	9.7e-05
0.17	1030.0	9.7e-05
0.18	1030.0	9.7e-05
0.19	1030.02	9.7e-05
0.2	1030.03	9.7e-05
0.21	1030.04	9.7e-05
0.22	1030.05	9.7e-05
0.23	1030.02	9.7e-05
0.24	1030.02	9.7e-05
0.25	1030.04	9.7e-05
0.26	1030.04	9.7e-05
0.27	1030.03	9.7e-05
0.28	1030.04	9.7e-05
0.29	1030.01	9.7e-05
0.3	1030.03	9.7e-05
0.31	1030.02	9.7e-05
0.32	1030.0	9.7e-05
0.33	1030.03	9.7e-05
0.34	1030.01	9.7e-05
0.35	1030.01	9.7e-05
0.36	1029.99	9.7e-05
0.37	1030.01	9.7e-05
0.38	1030.02	9.7e-05
0.39	1030.01	9.7e-05
0.4	1030.01	9.7e-05
0.41	1029.99	9.7e-05
0.42	1030.01	9.7e-05
0.43	1030.01	9.7e-05
0.44	1030.02	9.7e-05
0.45	1030.01	9.7e-05
0.46	1030.02	9.7e-05
0.47	1030.03	9.7e-05
0.48	1030.05	9.7e-05
0.49	1030.02	9.7e-05
0.5	1030.02	9.7e-05
0.51	1030.02	9.7e-05
0.52	1030.01	9.7e-05
0.53	1030.0	9.7e-05
0.54	1030.0	9.7e-05
0.55	1030.0	9.7e-05
0.56	1030.02	9.7e-05
0.57	1030.02	9.7e-05
0.58	1030.02	9.7e-05
0.59	1030.03	9.7e-05
0.6	1030.03	9.7e-05
0.61	1030.03	9.7e-05
0.62	1030.03	9.7e-05
0.63	1030.02	9.7e-05
0.64	1030.02	9.7e-05
0.65	1030.01	9.7e-05
0.66	1030.02	9.7e-05
0.67	1030.02	9.7e-05
0.68	1030.01	9.7e-05
0.69	1030.0	9.7e-05
0.7	1030.02	9.7e-05
0.71	1030.05	9.7e-05
0.72	1030.03	9.7e-05
0.73	1030.03	9.7e-05
0.74	1030.04	9.7e-05
0.75	1030.03	9.7e-05
0.76	1030.04	9.7e-05
0.77	1030.01	9.7e-05
0.78	1030.02	9.7e-05
0.79	1030.03	9.7e-05
0.8	1030.03	9.7e-05
0.81	1030.03	9.7e-05
0.82	1030.05	9.7e-05
0.83	1030.02	9.7e-05
0.84	1030.05	9.7e-05
0.85	1030.04	9.7e-05
0.86	1030.04	9.7e-05
0.87	1030.07	9.7e-05
0.88	1030.05	9.7e-05
0.89	1030.05	9.7e-05
0.9	1030.06	9.7e-05
0.91	1030.06	9.7e-05
0.92	1030.05	9.7e-05
0.93	1030.05	9.7e-05
0.94	1030.08	9.7e-05
0.95	1030.05	9.7e-05
0.96	1030.05	9.7e-05
0.97	1030.07	9.7e-05
0.98	1030.09	9.7e-05
0.99	1030.05	9.7e-05
