V_sipm	I_sipm	R_rtd
20.0	-1.25527e-08	993.5929
20.1	7.12515e-09	993.5988
20.2	3.79908e-09	993.6177
20.3	4.32457e-09	993.619
20.4	6.11305e-09	993.6049
20.5	5.30384e-09	993.6052
20.6	3.738e-09	993.6093
20.7	4.17296e-09	993.6042
20.8	6.23516e-09	993.611
20.9	3.74916e-09	993.6128
21.0	4.16521e-09	993.6139
21.1	6.16179e-09	993.6149
21.2	2.53571e-09	993.6079
21.3	4.33193e-09	993.6248
21.4	6.12192e-09	993.595
21.5	4.60967e-09	993.6135
21.6	3.70576e-09	993.6049
21.7	4.32019e-09	993.6191
21.8	6.21334e-09	993.6326
21.9	4.26215e-09	993.635
22.0	4.82644e-09	993.642
22.1	6.20604e-09	993.6409
22.2	4.26073e-09	993.634
22.3	2.44826e-09	993.6407
22.4	6.11995e-09	993.6588
22.5	4.30173e-09	993.6546
22.6	3.70981e-09	993.6757
22.7	4.88291e-09	993.6783
22.8	5.89186e-09	993.6663
22.9	4.37083e-09	993.6921
23.0	3.81244e-09	993.6841
23.1	6.04411e-09	993.7043
23.2	3.92914e-09	993.7042
23.3	4.02322e-09	993.7078
23.4	3.81223e-09	993.7078
23.5	3.88697e-09	993.684
23.6	4.23263e-09	993.7098
23.7	5.66943e-09	993.7079
23.8	5.60042e-09	993.7169
23.9	4.20772e-09	993.709
24.0	4.92108e-09	993.7142
24.1	7.416e-09	993.7337
24.2	7.85831e-09	993.7196
24.3	6.05037e-08	993.7202
24.4	2.93109e-07	993.7523
24.5	6.92144e-07	993.7391
24.6	1.22563e-06	993.7403
24.7	1.91093e-06	993.7562
24.8	2.70767e-06	993.7435
24.9	3.65101e-06	993.7385
25.0	4.65249e-06	993.7604
25.1	5.79523e-06	993.7612
25.2	7.04472e-06	993.7608
25.3	8.36852e-06	993.7521
25.4	9.81052e-06	993.7568
25.5	1.1327e-05	993.7853
25.6	1.29605e-05	993.7439
25.7	1.45938e-05	993.7628
25.8	1.63925e-05	993.7358
25.9	1.81819e-05	993.7466
26.0	2.00359e-05	993.7355
26.1	2.20513e-05	993.7446
26.2	2.4033e-05	993.7616
26.3	2.6214e-05	993.7581
26.4	2.83564e-05	993.7529
26.5	3.06822e-05	993.7241
26.6	3.28912e-05	993.7584
26.7	3.53771e-05	993.731
26.8	3.77801e-05	993.7516
26.9	4.02719e-05	993.7395
27.0	4.2959e-05	993.7184
27.1	4.55327e-05	993.7214
27.2	4.8357e-05	993.709
27.3	5.12393e-05	993.7212
27.4	5.41491e-05	993.7078
27.5	5.70466e-05	993.7133
27.6	6.0247e-05	993.7285
27.7	6.33635e-05	993.7326
27.8	6.67659e-05	993.7151
27.9	7.00987e-05	993.7064
28.0	7.35844e-05	993.6828
28.1	7.71675e-05	993.7117
28.2	8.08203e-05	993.6838
28.3	8.47943e-05	993.7179
28.4	8.8656e-05	993.7213
28.5	9.29542e-05	993.7089
28.6	9.71552e-05	993.7117
28.7	0.000101503	993.7152
28.8	0.000105825	993.6836
28.9	0.000110682	993.6959
29.0	0.000115267	993.6856
29.1	0.000120249	993.685
29.2	0.000125483	993.7023
29.3	0.000130868	993.6923
29.4	0.000136587	993.7148
29.5	0.000142618	993.6767
29.6	0.000148583	993.6906
29.7	0.000154751	993.6948
29.8	0.000161031	993.7036
29.9	0.000168099	993.7152
