V_sipm	I_sipm	R_rtd
20.0	-1.07267e-08	992.6921
20.1	8.8928e-09	992.7051
20.2	4.52598e-09	992.7076
20.3	3.77445e-09	992.7061
20.4	5.9062e-09	992.6941
20.5	5.18346e-09	992.704
20.6	5.71122e-09	992.6899
20.7	2.42977e-09	992.7082
20.8	5.84682e-09	992.7211
20.9	5.26553e-09	992.7156
21.0	3.95948e-09	992.7127
21.1	4.28711e-09	992.7061
21.2	5.73198e-09	992.7003
21.3	4.77726e-09	992.7297
21.4	3.66695e-09	992.6985
21.5	6.07947e-09	992.7198
21.6	4.91133e-09	992.7314
21.7	3.70759e-09	992.7289
21.8	3.49071e-09	992.721
21.9	4.67134e-09	992.7254
22.0	3.92715e-09	992.724
22.1	4.28058e-09	992.7343
22.2	6.22143e-09	992.7122
22.3	5.22102e-09	992.7394
22.4	3.8729e-09	992.7209
22.5	4.13177e-09	992.7499
22.6	5.32928e-09	992.738
22.7	3.878e-09	992.7431
22.8	3.96481e-09	992.7327
22.9	2.81738e-09	992.752
23.0	3.70834e-09	992.7447
23.1	5.11799e-09	992.7267
23.2	5.87331e-09	992.7594
23.3	4.43349e-09	992.7401
23.4	3.95665e-09	992.7569
23.5	5.00754e-09	992.7468
23.6	6.49711e-09	992.7559
23.7	3.93996e-09	992.7612
23.8	5.55878e-09	992.7556
23.9	6.07969e-09	992.7624
24.0	3.28853e-09	992.7471
24.1	6.72797e-09	992.7612
24.2	9.43954e-09	992.7627
24.3	6.64441e-08	992.7651
24.4	3.08163e-07	992.8109
24.5	7.12592e-07	992.769
24.6	1.25381e-06	992.7929
24.7	1.94487e-06	992.7829
24.8	2.73704e-06	992.7847
24.9	3.67185e-06	992.7713
25.0	4.70119e-06	992.7874
25.1	5.79973e-06	992.8091
25.2	7.07745e-06	992.8069
25.3	8.37939e-06	992.8214
25.4	9.83507e-06	992.8071
25.5	1.13152e-05	992.825
25.6	1.29386e-05	992.8301
25.7	1.45612e-05	992.8413
25.8	1.63253e-05	992.8282
25.9	1.80752e-05	992.8389
26.0	1.99903e-05	992.8313
26.1	2.19846e-05	992.8474
26.2	2.39475e-05	992.8607
26.3	2.60813e-05	992.8633
26.4	2.82152e-05	992.8387
26.5	3.04706e-05	992.8773
26.6	3.27766e-05	992.8799
26.7	3.5158e-05	992.8914
26.8	3.75507e-05	992.8984
26.9	4.00534e-05	992.8845
27.0	4.2709e-05	992.8835
27.1	4.52833e-05	992.9005
27.2	4.81324e-05	992.8935
27.3	5.0979e-05	992.9008
27.4	5.39618e-05	992.9227
27.5	5.68548e-05	992.9036
27.6	6.00733e-05	992.9011
27.7	6.31296e-05	992.9166
27.8	6.63962e-05	992.9272
27.9	6.97958e-05	992.934
28.0	7.33174e-05	992.9147
28.1	7.69119e-05	992.926
28.2	8.06944e-05	992.9073
28.3	8.43835e-05	992.9228
28.4	8.84088e-05	992.9128
28.5	9.24388e-05	992.9224
28.6	9.66256e-05	992.929
28.7	0.000100961	992.894
28.8	0.000105535	992.8955
28.9	0.000110111	992.9091
29.0	0.000114941	992.9175
29.1	0.00011978	992.9077
29.2	0.000125216	992.9171
29.3	0.000130145	992.8934
29.4	0.000135692	992.9067
29.5	0.00014163	992.9127
29.6	0.000147423	992.8785
29.7	0.000153899	992.9114
29.8	0.00016011	992.9149
29.9	0.00016694	992.8874
