V_sipm	I_sipm	V_led	I_led	R_rtd
30.0	3.61768e-06	0.59661	1e-05	1094.897
30.0	3.64256e-06	0.602156	1.21518e-05	1094.879
30.0	3.63454e-06	0.607759	1.47667e-05	1094.904
30.0	3.65896e-06	0.613447	1.79443e-05	1094.909
30.0	3.69964e-06	0.619221	2.18056e-05	1094.885
30.0	3.70316e-06	0.625099	2.64977e-05	1094.915
30.0	3.72905e-06	0.63107	3.21996e-05	1094.902
30.0	3.81229e-06	0.63716	3.91284e-05	1094.884
30.0	3.87116e-06	0.643367	4.75482e-05	1094.902
30.0	3.93548e-06	0.649693	5.77798e-05	1094.895
30.0	4.04979e-06	0.656144	7.02131e-05	1094.89
30.0	4.22269e-06	0.662715	8.53217e-05	1094.875
30.0	4.42196e-06	0.669411	0.000103682	1094.871
30.0	4.61992e-06	0.676231	0.000125992	1094.891
30.0	4.98327e-06	0.683167	0.000153104	1094.898
30.0	5.44018e-06	0.690209	0.000186049	1094.887
30.0	5.96967e-06	0.697355	0.000226083	1094.883
30.0	6.71573e-06	0.704594	0.000274733	1094.896
30.0	7.68373e-06	0.711913	0.000333851	1094.911
30.0	8.99923e-06	0.719303	0.00040569	1094.891
30.0	1.07229e-05	0.726749	0.000492988	1094.895
30.0	1.29703e-05	0.734259	0.00059907	1094.886
30.0	1.59125e-05	0.741817	0.00072798	1094.891
30.0	1.97551e-05	0.749435	0.000884629	1094.896
30.0	2.45945e-05	0.757096	0.00107499	1094.902
30.0	3.08534e-05	0.76486	0.00130631	1094.897
30.0	3.90387e-05	0.772716	0.0015874	1094.886
30.0	4.94877e-05	0.780691	0.00192898	1094.894
30.0	6.28492e-05	0.788837	0.00234407	1094.876
30.0	7.95251e-05	0.797196	0.00284847	1094.893
30.0	0.00010043	0.805839	0.00346142	1094.876
30.0	0.00012658	0.814835	0.00420626	1094.885
30.0	0.000159729	0.824288	0.00511137	1094.883
30.0	0.000200443	0.83431	0.00621125	1094.892
30.0	0.000250852	0.845016	0.00754781	1094.899
30.0	0.000312995	0.856573	0.00917197	1094.9
30.0	0.00038887	0.869118	0.0111456	1094.88
30.0	0.000481276	0.882876	0.013544	1094.906
30.0	0.000594183	0.898011	0.0164584	1094.876
30.0	0.000729791	0.914688	0.02	1094.882
30.0	0.000730453	0.914509	0.02	1094.888
